,playerName,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS, ,SOS,yearsInCollege,heightInCm,weightInKg,position
623,Amir Johnson\johnsam01,2009-10,Radford,Big South,29,28,33.1,2.4,6.9,.347,1.3,3.2,.409,1.1,3.7,.292,1.2,2.2,.540,0.4,3.0,3.3,5.7,1.0,0.1,2.3,2.4,7.0,,-6.90,4,175,87,Guard
624,Dion Glover\glovedi01,1997-98,Georgia Tech,ACC,33,,,6.7,15.2,.441,5.4,10.2,.525,1.4,5.0,.271,3.6,5.6,.640,,,5.0,2.6,2.1,0.2,,,18.4,,8.70,1,196,103,Guard
625,Marcus Fizer\fizerma01,1999-00,Iowa State,Big 12,37,37,33.6,8.8,15.2,.582,8.4,14.1,.600,0.4,1.1,.357,4.7,6.5,.732,,,7.7,1.1,0.8,1.1,2.1,2.8,22.8,,7.14,3,206,118,Forward
626,Ben Gordon\gordobe01,2003-04,UConn,Big East,39,39,34.5,6.1,14.1,.434,3.5,8.0,.434,2.7,6.2,.433,3.6,4.4,.829,0.9,3.8,4.7,4.5,1.4,0.2,2.8,2.3,18.5,,7.77,3,190,90,Guard
627,Trey Thompkins\thomptr02,2010-11,Georgia,SEC,30,29,31.2,6.5,13.4,.481,5.7,11.0,.520,0.8,2.5,.311,2.7,4.0,.689,1.9,5.8,7.6,1.4,1.1,1.7,2.5,2.2,16.4,,6.13,3,208,111,Forward
628,Jrue Holiday\holidjr01,2008-09,UCLA,Pac-10,35,35,27.1,3.2,7.1,.450,2.4,4.6,.528,0.8,2.5,.307,1.3,1.8,.726,1.3,2.5,3.8,3.7,1.6,0.5,2.1,2.1,8.5,,7.18,1,190,81,Guard
629,Aaron Harrison\harriaa01,2014-15,Kentucky,SEC,39,38,25.7,3.7,9.5,.395,2.2,4.7,.475,1.5,4.8,.316,2.0,2.6,.782,0.4,2.2,2.6,1.4,1.1,0.2,0.9,1.6,11.0,,8.67,2,198,96,Guard
630,Derrick Byars\byarsde01,,Virginia,,62,34,20.9,2.6,5.6,.456,1.7,3.3,.502,0.9,2.3,.389,1.0,1.5,.667,1.1,2.0,3.1,1.0,0.7,0.2,1.4,2.2,7.0,,,6,201,99,Guard
631,Aaron Brooks\brookaa01,2006-07,Oregon,Pac-10,35,35,36.8,6.1,13.2,.460,3.8,7.6,.502,2.3,5.7,.404,3.3,3.9,.846,0.9,3.4,4.3,4.3,1.4,0.2,2.5,2.5,17.7,,6.30,4,183,73,Guard
632,Ben McLemore\mclembe01,2012-13,Kansas,Big 12,37,36,32.2,5.4,10.8,.495,3.4,6.1,.553,2.0,4.7,.420,3.2,3.7,.870,1.3,3.9,5.2,2.0,1.0,0.7,2.1,1.9,15.9,,7.54,1,196,88,Guard
633,Shannon Brown\brownsh01,2005-06,Michigan State,Big Ten,34,34,35.2,5.9,12.7,.467,4.1,7.9,.513,1.9,4.8,.390,3.4,4.1,.830,1.1,3.3,4.4,2.7,1.5,0.1,2.5,2.3,17.2,,7.27,3,193,92,Guard
634,Dajuan Wagner\wagneda02,2001-02,Memphis,CUSA,36,35,31.8,7.4,18.0,.410,5.5,12.2,.453,1.8,5.8,.317,4.6,6.4,.722,0.5,2.0,2.5,3.6,1.2,0.6,2.9,2.8,21.2,,4.72,1,188,90,Guard
635,Luther Head\headlu01,2004-05,Illinois,Big Ten,39,39,33.3,5.5,11.8,.463,2.5,4.6,.547,3.0,7.3,.410,2.0,2.5,.788,0.6,3.4,4.0,3.8,1.7,0.2,1.8,1.4,15.9,,8.47,4,190,83,Guard
636,Justin Williams\williju01,2005-06,Wyoming,MWC,30,30,30.0,4.0,7.8,.515,4.0,7.8,.517,0.0,0.0,.000,3.1,5.5,.558,4.0,7.0,11.0,0.7,0.6,5.4,2.7,3.1,11.1,,3.82,2,208,102,Center
637,Vincent Yarbrough\yarbrvi01,2001-02,Tennessee,SEC,31,31,35.4,6.3,14.7,.425,4.3,9.4,.462,1.9,5.4,.359,3.6,5.3,.687,2.3,5.3,7.5,2.8,1.9,0.8,3.0,1.9,18.1,,10.93,4,201,95,Forward
638,Grant Long\longgr01,1987-88,Eastern Michigan,MAC,30,,34.2,7.9,14.2,.555,7.9,14.2,.555,0.0,0.0,,7.2,9.4,.765,,,10.4,2.2,2.0,0.3,2.4,2.8,23.0,,-1.82,4,203,102,Forward
639,Victor Oladipo\oladivi01,2012-13,Indiana,Big Ten,36,36,28.4,5.1,8.4,.599,4.2,6.6,.644,0.8,1.9,.441,2.7,3.6,.746,2.6,3.7,6.3,2.1,2.2,0.8,2.3,2.5,13.6,,8.38,3,196,97,Guard
640,Willie Cauley-Stein\caulewi01,2014-15,Kentucky,SEC,39,38,25.9,3.5,6.1,.572,3.5,6.1,.572,0.0,0.0,,2.0,3.3,.617,2.3,4.2,6.4,1.0,1.2,1.7,1.2,2.0,8.9,,8.67,3,213,108,Forward
641,Sean Marks\marksse01,1997-98,California,Pac-10,26,,,3.7,7.7,.478,3.6,7.3,.495,0.1,0.4,.182,2.4,3.5,.689,,,7.6,0.7,1.0,0.9,,,9.8,,7.99,4,208,113,Forward
642,Rod Strickland\stricro02,1987-88,DePaul,Ind,26,,32.2,8.0,15.1,.528,7.0,13.0,.541,0.9,2.1,.444,3.2,5.3,.606,,,3.8,7.8,2.9,0.2,3.1,2.0,20.0,,3.23,3,190,79,Guard
643,Matthew Dellavedova\dellama01,2012-13,Saint Mary's,WCC,35,35,36.4,4.9,12.0,.404,2.4,5.6,.429,2.5,6.4,.382,3.6,4.3,.852,0.7,2.7,3.4,6.4,1.1,0.1,2.8,1.7,15.8,,3.31,4,193,86,Guard
644,Josh Hart\hartjo01,2016-17,Villanova,Big East,36,35,33.1,6.6,12.9,.510,4.5,7.8,.579,2.1,5.1,.404,3.5,4.7,.747,1.4,5.0,6.4,2.9,1.6,0.3,2.0,2.3,18.7,,9.28,4,196,92,Guard
645,Adam Keefe\keefead01,1991-92,Stanford,Pac-10,29,29,37.2,9.5,16.8,.564,9.3,16.4,.566,0.2,0.4,.455,6.2,8.3,.746,,,12.2,3.0,1.7,0.5,3.3,2.2,25.3,,8.19,4,206,104,Forward
646,Joel Anthony\anthojo01,2006-07,UNLV,MWC,37,6,18.1,2.2,3.6,.597,2.2,3.6,.597,0.0,0.0,,0.9,1.4,.604,1.7,2.4,4.1,0.4,0.5,2.9,0.8,2.4,5.2,,5.37,2,206,111,Center
647,Tony Allen\allento01,2003-04,Oklahoma State,Big 12,35,34,31.6,5.8,11.6,.504,5.2,9.5,.550,0.6,2.1,.297,3.7,5.5,.675,1.8,3.7,5.5,3.1,2.1,0.9,2.8,3.0,16.0,,7.23,2,193,96,Guard
648,Kevin Jones\joneske01,2004-05,Bradley,MVC,8,0,1.1,0.0,0.1,.000,0.0,0.0,,0.0,0.1,.000,0.0,0.3,.000,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,4.55,2,185,88,Guard
649,Will Cherry\cherrwi01,2012-13,Montana,Big Sky,22,21,32.9,4.0,10.0,.403,3.1,6.4,.482,1.0,3.6,.263,4.3,5.6,.764,0.8,3.5,4.3,3.9,1.9,0.4,2.6,1.7,13.3,,-4.21,4,185,80,Guard
650,Marquis Daniels\daniema01,2002-03,Auburn,SEC,34,34,34.9,7.2,14.0,.513,6.3,11.1,.566,0.9,2.9,.306,3.1,4.7,.673,1.9,4.3,6.2,3.3,2.3,0.2,3.0,2.0,18.4,,8.34,4,198,90,Guard
651,Ramon Sessions\sessira01,2006-07,Nevada,WAC,34,33,30.2,4.1,9.1,.452,3.6,7.6,.465,0.6,1.5,.380,3.5,4.2,.825,1.1,3.6,4.7,4.7,0.9,0.2,2.5,1.2,12.3,,1.09,3,190,86,Guard
652,Earl Barron\barroea01,2002-03,Memphis,CUSA,26,15,21.3,2.5,6.4,.392,2.5,6.0,.410,0.0,0.4,.100,2.8,3.5,.813,2.3,3.2,5.5,0.8,0.3,1.0,1.1,3.3,7.9,,5.27,4,213,111,Center
653,Kenny Satterfield\satteke01,2000-01,Cincinnati,CUSA,35,34,34.4,4.7,12.0,.387,3.3,7.9,.415,1.4,4.1,.333,3.7,4.7,.788,1.2,3.5,4.7,5.1,1.7,0.2,3.2,2.5,14.4,,7.84,2,188,84,Guard
654,Carlos Rogers\rogerca01,,Little Rock,,19,0,20.7,3.4,6.6,.508,3.4,6.6,.508,0.0,0.0,,1.6,2.9,.554,,,6.9,1.2,0.6,2.0,1.6,3.3,8.4,,,5,211,99,Center
655,Kasib Powell\powelka01,2002-03,Texas Tech,Big 12,35,35,35.7,5.8,11.7,.496,5.7,11.3,.509,0.1,0.4,.143,3.3,5.5,.603,1.9,4.1,6.1,4.3,0.9,0.4,1.6,2.3,15.0,,8.29,2,201,97,Forward
656,Denzel Valentine\valende01,2015-16,Michigan State,Big Ten,31,30,33.0,6.6,14.3,.462,3.3,6.8,.481,3.4,7.5,.444,2.6,3.1,.853,0.8,6.7,7.5,7.8,1.0,0.2,2.7,1.7,19.2,,6.94,4,196,99,Guard
657,Josh Howard\howarjo01,2002-03,Wake Forest,ACC,31,31,32.3,6.6,13.8,.477,4.9,9.2,.528,1.7,4.6,.373,4.7,5.6,.833,3.3,5.0,8.3,1.9,2.1,1.5,2.6,2.9,19.5,,6.96,4,201,95,Forward
658,Jason Terry\terryja01,1998-99,Arizona,Pac-10,29,,38.2,7.2,16.3,.443,4.6,9.7,.473,2.6,6.6,.398,4.9,5.8,.839,,,3.3,5.5,2.8,0.2,4.1,1.4,21.9,,8.31,4,188,79,Guard
659,DeQuan Jones\jonesde01,2011-12,Miami (FL),ACC,23,2,17.3,2.2,4.9,.451,2.1,4.6,.467,0.1,0.3,.250,1.3,2.2,.620,1.3,2.3,3.6,0.4,0.6,0.5,0.9,1.7,5.9,,6.17,4,203,100,Guard
660,Courtney Lee\leeco01,2007-08,Western Kentucky,Sun Belt,36,36,30.0,7.2,15.1,.477,5.3,10.3,.515,1.9,4.8,.397,4.1,5.0,.822,1.3,3.5,4.9,2.1,1.8,0.8,2.3,2.4,20.4,,0.24,4,196,90,Guard
661,Derek Strong\stronde01,1989-90,Xavier,MW Coll,33,31,29.7,4.4,8.3,.533,4.4,8.3,.533,0.0,0.0,,5.4,6.4,.839,,,9.9,0.9,0.8,0.8,2.4,3.4,14.2,,3.83,3,203,99,Forward
662,Francisco Elson\elsonfr01,1998-99,California,Pac-10,32,,19.8,2.5,4.9,.513,2.5,4.9,.513,0.0,0.0,,0.7,1.6,.412,,,5.1,0.5,0.8,1.3,1.1,2.6,5.7,,7.85,2,213,106,Center
663,Kyle Korver\korveky01,2002-03,Creighton,MVC,34,34,31.8,5.4,11.5,.468,1.6,3.6,.443,3.8,7.9,.480,3.2,3.5,.908,1.4,5.0,6.4,3.1,1.5,0.7,2.0,2.6,17.8,,1.03,4,201,95,Forward
664,Josh Gray\grayjo01,,Texas Tech,,31,31,26.7,3.4,9.4,.363,2.9,6.8,.429,0.5,2.6,.188,2.0,2.9,.697,0.7,1.8,2.5,3.2,2.0,0.1,3.3,2.5,9.3,,,5,185,82,Guard
665,Bryce Cotton\cottobr01,2013-14,Providence,Big East,35,35,39.9,6.6,15.7,.419,4.4,9.7,.451,2.2,6.0,.367,6.5,7.6,.853,0.5,3.0,3.5,5.9,1.0,0.1,2.4,1.5,21.8,,7.85,4,185,74,Guard
666,JaJuan Johnson\johnsja02,2010-11,Purdue,Big Ten,34,33,35.4,7.6,15.3,.494,7.1,13.8,.516,0.4,1.5,.294,5.0,6.1,.809,2.4,6.1,8.6,1.0,0.9,2.3,1.6,1.6,20.5,,8.69,4,208,100,Forward
667,Chris Porter\portech01,1999-00,Auburn,SEC,26,26,29.0,5.4,11.7,.464,5.3,11.0,.477,0.2,0.7,.235,3.6,5.3,.676,,,7.3,1.2,2.0,0.3,2.1,2.7,14.6,,8.20,2,201,98,Forward
668,Andy Rautins\rautian01,2009-10,Syracuse,Big East,35,35,32.5,3.7,8.5,.438,0.9,1.6,.571,2.8,6.9,.407,1.9,2.3,.815,0.5,2.9,3.4,4.9,2.0,0.2,2.8,2.2,12.1,,7.21,4,196,88,Guard
669,Mike James\jamesmi01,1997-98,Duquesne,A-10,30,,,6.3,14.8,.429,4.2,8.6,.483,2.2,6.1,.353,2.7,3.6,.743,,,3.5,3.5,2.2,0.2,,,17.5,,4.67,4,188,85,Guard
670,Kris Humphries\humphkr01,2003-04,Minnesota,Big Ten,29,28,34.1,7.6,17.2,.444,7.0,15.4,.455,0.6,1.7,.340,5.9,7.9,.742,3.1,7.0,10.1,0.7,0.9,1.1,2.8,2.2,21.7,,5.36,1,206,106,Forward
671,Rafael Araujo\araujra01,2003-04,BYU,MWC,30,30,29.8,7.0,12.3,.573,6.8,11.3,.601,0.3,1.0,.267,4.1,5.6,.722,2.9,7.2,10.1,1.2,1.4,0.8,2.9,3.1,18.4,,6.30,2,211,127,Center
672,DeVaughn Akoon-Purcell\akoonde01,2015-16,Illinois State,MVC,32,30,28.0,4.9,11.4,.431,4.3,9.1,.474,0.6,2.3,.260,3.7,5.2,.715,1.6,3.3,4.9,1.9,0.9,0.4,2.7,1.9,14.1,,2.59,2,196,87,Guard
673,Kevinn Pinkney\pinknke01,2004-05,Nevada,WAC,31,31,29.2,4.7,8.7,.543,4.6,8.2,.561,0.1,0.5,.214,3.0,4.0,.744,2.5,5.2,7.7,1.2,1.3,0.8,1.6,2.2,12.5,,3.02,4,208,111,Forward
674,Robbie Hummel\hummero01,2011-12,Purdue,Big Ten,35,35,32.2,5.5,13.3,.417,3.5,7.9,.440,2.1,5.4,.383,3.2,3.9,.825,1.6,5.6,7.2,1.9,0.7,1.2,0.9,2.1,16.4,,8.05,4,203,97,Forward
675,Moritz Wagner\wagnemo01,2017-18,Michigan,Big Ten,39,39,27.6,5.5,10.5,.528,3.9,6.4,.614,1.6,4.1,.394,1.9,2.8,.694,1.5,5.7,7.1,0.8,1.0,0.5,1.4,3.1,14.6,,9.41,3,208,95,Forward
676,Luke Schenscher\schenlu01,2004-05,Georgia Tech,ACC,32,32,26.0,4.1,7.7,.539,4.1,7.5,.544,0.0,0.1,.250,1.8,2.8,.640,2.6,4.7,7.3,1.3,0.7,1.8,1.9,2.4,10.1,,9.78,4,216,115,Center
677,Jermareo Davidson\davidje01,2006-07,Alabama,SEC,30,30,32.3,5.0,12.2,.407,4.8,11.7,.414,0.1,0.5,.250,3.9,5.0,.775,2.1,6.1,8.2,1.5,0.8,2.3,1.7,1.8,14.0,,6.24,4,208,104,Forward
678,Jayson Tatum\tatumja01,2016-17,Duke,ACC,29,27,33.3,5.7,12.6,.452,4.3,8.6,.504,1.4,4.0,.342,4.1,4.8,.849,1.3,6.0,7.3,2.1,1.3,1.1,2.6,3.0,16.8,,10.91,1,203,92,Forward
679,Joel Przybilla\przybjo01,1999-00,Minnesota,Big Ten,21,,30.4,5.8,9.5,.613,5.8,9.5,.613,0.0,0.0,,2.6,5.3,.495,,,8.4,2.4,0.8,3.9,3.7,2.9,14.2,,9.62,2,216,115,Center
680,Dexter Pittman\pittmde01,2009-10,Texas,Big 12,34,34,19.1,4.1,6.3,.654,4.1,6.3,.654,0.0,0.0,,2.2,4.0,.556,3.0,2.9,5.9,0.5,0.4,1.9,1.8,2.6,10.4,,7.38,4,208,131,Center
681,Matt Walsh\walshma01,2004-05,Florida,SEC,28,26,29.9,4.5,9.9,.453,2.0,4.1,.491,2.5,5.8,.426,3.1,3.8,.821,0.4,3.3,3.6,3.0,1.0,0.3,2.5,1.8,14.6,,7.12,3,198,92,Forward
682,Jared Dudley\dudleja01,2006-07,Boston College,ACC,30,30,38.4,6.5,11.6,.562,5.2,8.6,.602,1.3,2.9,.443,4.7,6.4,.743,3.0,5.2,8.3,3.0,1.4,0.3,2.6,2.2,19.0,,9.21,4,201,102,Forward
683,Jeff McInnis\mcinnje01,1995-96,UNC,ACC,31,29,34.4,5.7,13.2,.435,3.6,7.7,.466,2.2,5.5,.392,2.8,3.5,.800,,,2.6,5.5,1.2,0.0,2.5,2.3,16.5,,11.42,3,193,86,Guard
684,Brice Johnson\johnsbr02,2015-16,UNC,ACC,40,39,28.0,7.2,11.6,.617,7.2,11.6,.617,0.0,0.0,,3.9,4.9,.794,2.9,7.5,10.4,1.5,1.1,1.5,1.8,2.7,18.2,,10.69,4,206,103,Forward
685,Randy Livingston\livinra01,1995-96,LSU,SEC,13,,24.5,1.8,6.4,.289,1.8,4.8,.365,0.1,1.5,.050,2.3,2.9,.789,,,2.3,5.3,2.1,0.2,2.8,1.8,6.1,,5.14,2,193,94,Guard
686,Anthony Davis\davisan02,2004-05,Austin Peay,OVC,29,29,35.6,5.7,13.9,.406,4.6,10.2,.451,1.1,3.8,.284,2.9,3.8,.755,1.5,3.7,5.2,2.8,1.7,0.6,2.2,2.3,15.2,,-1.97,4,188,92,Guard
687,Bonzie Colson\colsobo01,2017-18,Notre Dame,ACC,21,21,32.4,7.5,14.9,.503,6.7,12.1,.551,0.8,2.8,.293,4.0,5.2,.761,2.3,7.8,10.1,0.9,1.7,2.2,1.5,1.7,19.7,,7.94,4,196,102,Forward
688,John Holland\hollajo02,2010-11,Boston University,AEC,34,32,33.9,6.0,15.5,.386,3.7,8.7,.429,2.2,6.8,.330,5.1,5.9,.860,1.3,4.5,5.8,1.6,1.4,0.3,2.1,2.3,19.2,,-3.85,4,196,92,Forward
689,Yuta Watanabe\watanyu01,2017-18,George Washington,A-10,33,33,36.6,5.8,13.4,.437,4.2,8.7,.476,1.7,4.7,.364,2.9,3.6,.807,1.3,4.8,6.1,1.6,0.8,1.6,1.5,1.5,16.3,,2.13,4,203,87,Guard-Forward
690,Jim McIlvaine\mcilvji01,1993-94,Marquette,GMWC,33,,28.7,5.2,9.8,.528,5.2,9.8,.528,0.0,0.0,,3.3,5.0,.665,,,8.3,1.3,0.3,4.3,1.5,2.7,13.6,,8.02,4,216,108,Center
691,Ryan Anderson\anderry01,2007-08,California,Pac-10,33,33,32.8,7.0,14.2,.490,5.0,9.5,.530,1.9,4.7,.410,5.2,6.0,.869,3.0,6.9,9.9,1.4,0.4,0.5,2.2,2.2,21.1,,8.45,2,206,97,Forward
692,Dwight Buycks\buyckdw01,2010-11,Marquette,Big East,36,29,28.1,3.3,7.1,.461,2.2,4.4,.491,1.1,2.6,.411,1.3,1.8,.682,0.7,2.4,3.1,3.4,1.1,0.1,2.3,1.5,8.8,,8.51,2,190,86,Guard
693,Damone Brown\brownda02,2000-01,Syracuse,Big East,34,34,36.5,6.3,12.9,.492,6.2,12.4,.499,0.1,0.4,.286,3.7,4.6,.791,3.2,5.6,8.8,1.6,1.7,1.4,2.0,2.7,16.4,,5.82,4,206,90,Forward
694,Jaren Jackson\jacksja01,1988-89,Georgetown,Big East,34,34,27.1,4.7,10.5,.451,3.7,7.9,.463,1.1,2.6,.414,1.7,2.6,.656,,,5.2,1.8,1.7,0.3,1.7,1.9,12.3,,10.37,4,193,86,Guard
695,Gary Neal\nealga01,,La Salle,,57,46,32.4,5.8,14.4,.405,3.2,7.0,.455,2.6,7.4,.358,4.0,4.8,.832,0.8,2.9,3.7,2.0,0.9,0.0,2.4,2.1,18.3,,,6,193,95,Guard
696,Zabian Dowdell\dowdeza01,2006-07,Virginia Tech,ACC,34,33,33.8,5.8,12.5,.462,4.5,9.2,.490,1.3,3.4,.386,4.5,5.6,.806,0.8,2.8,3.6,3.1,2.1,0.2,2.0,1.5,17.4,,8.26,4,190,86,Guard
697,Joseph Forte\fortejo01,2000-01,UNC,ACC,33,32,34.7,7.6,16.9,.450,5.9,12.5,.476,1.7,4.4,.377,4.0,4.7,.853,1.2,4.8,6.1,3.5,2.0,0.4,2.5,1.8,20.9,,11.77,2,193,87,Guard
698,Kevin Burleson\burleke01,2002-03,Minnesota,Big Ten,33,32,29.7,2.0,5.2,.376,0.8,1.9,.452,1.1,3.4,.333,1.7,2.3,.724,0.5,2.6,3.1,4.8,1.7,0.5,2.5,2.9,6.7,,6.72,4,190,92,Guard
699,Melvin Ely\elyme01,2001-02,Fresno State,WAC,28,28,35.7,8.8,15.6,.563,8.8,15.6,.564,0.0,0.0,.000,5.8,7.8,.735,3.2,5.9,9.1,1.8,0.7,3.1,2.6,2.4,23.3,,5.20,4,208,117,Center
700,Juaquin Hawkins\hawkiju01,1995-96,Long Beach State,Big West,27,,29.8,3.6,7.0,.516,3.3,5.9,.566,0.3,1.1,.241,1.7,3.6,.479,,,4.0,2.5,2.2,0.2,,,9.1,,0.42,4,201,99,Guard
701,Robert Archibald\archiro01,2001-02,Illinois,Big Ten,34,31,22.6,3.4,5.1,.659,3.4,5.1,.663,0.0,0.0,.000,3.9,6.0,.654,2.1,3.5,5.5,1.3,0.7,1.1,2.0,3.6,10.6,,9.94,4,211,113,Center
702,Jamaal Magloire\magloja01,1999-00,Kentucky,SEC,33,,29.6,4.5,9.0,.500,4.5,9.0,.500,0.0,0.0,,4.2,6.2,.685,,,9.1,0.5,0.5,1.7,2.9,2.8,13.2,,12.71,4,211,117,Center
703,Chris Taft\taftch01,2004-05,Pitt,Big East,29,29,26.5,5.5,9.4,.580,5.5,9.4,.580,0.0,0.0,,2.3,4.0,.586,3.0,4.5,7.5,0.8,0.4,1.7,1.6,1.7,13.3,,5.73,2,208,117,Forward
704,Sterling Brown\brownst02,2001-02,Washington,Pac-10,14,0,4.9,0.7,1.4,.526,0.5,0.7,.700,0.2,0.6,.333,0.3,0.4,.667,0.4,0.4,0.8,0.5,0.3,0.0,0.2,1.1,1.9,,10.10,2,193,86,Guard
