,playerName,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS, ,SOS,yearsInCollege,heightInCm,weightInKg,position
516,Jerome James\jamesje01,1997-98,Florida A&M,MEAC,27,,,7.7,15.4,.500,7.7,15.4,.500,0.0,0.0,,4.4,8.0,.553,,,10.4,1.1,0.6,4.6,,,19.9,,-11.83,3,213,136,Center
517,Donyell Marshall\marshdo01,1993-94,UConn,Big East,34,34,34.0,9.0,17.6,.512,7.8,13.8,.568,1.2,3.9,.311,5.9,7.8,.752,,,8.9,1.6,1.3,3.3,2.9,2.1,25.1,,6.31,3,206,98,Forward
518,Adreian Payne\paynead01,2013-14,Michigan State,Big Ten,31,28,28.1,5.7,11.4,.503,4.3,8.1,.536,1.4,3.4,.423,3.5,4.5,.790,1.5,5.7,7.3,1.3,0.5,0.9,2.0,2.6,16.4,,9.38,4,208,111,Center
519,Mustafa Shakur\shakumu01,2006-07,Arizona,Pac-10,31,31,34.8,3.8,8.3,.455,2.9,5.7,.514,0.8,2.6,.325,3.5,4.4,.788,0.6,3.5,4.0,6.9,1.5,0.2,3.7,2.3,11.9,,10.76,4,190,86,Guard
520,Ekpe Udoh\udohek01,,Michigan,,67,31,23.0,2.3,5.0,.452,2.2,4.7,.461,0.1,0.3,.316,0.9,1.4,.588,1.9,2.5,4.5,0.9,0.7,2.4,1.0,2.1,5.5,,,5,208,108,Center
521,Jason Collins\collija04,2000-01,Stanford,Pac-10,34,34,26.3,4.9,8.0,.620,4.6,7.2,.637,0.4,0.8,.462,4.3,5.4,.784,2.7,5.1,7.8,1.5,0.8,1.3,1.6,2.3,14.5,,9.86,4,213,115,Center
522,Reggie Jackson\jacksre01,2010-11,Boston College,ACC,34,32,34.1,6.4,12.8,.503,4.4,7.8,.556,2.1,5.0,.420,3.2,4.0,.796,1.0,3.3,4.3,4.5,1.1,0.5,2.4,1.7,18.2,,7.31,3,190,94,Guard
523,Sherman Douglas\douglsh01,1988-89,Syracuse,Big East,38,38,35.5,7.2,13.1,.546,6.1,10.3,.594,1.0,2.8,.368,2.9,4.6,.632,,,2.4,8.6,1.8,0.0,3.7,1.9,18.2,,9.22,4,183,81,Guard
524,Pat Burke\burkepa01,1996-97,Auburn,SEC,31,25,25.6,4.1,8.7,.474,4.0,7.9,.508,0.1,0.8,.154,2.6,4.0,.645,,,7.0,0.7,0.9,1.1,2.8,2.5,11.0,,5.36,4,211,113,Center
525,Travis Diener\dienetr01,2004-05,Marquette,CUSA,23,22,34.0,5.7,13.6,.420,2.7,6.3,.438,3.0,7.3,.405,5.4,6.4,.838,0.7,3.3,3.9,7.0,1.3,0.0,2.5,2.0,19.7,,4.73,4,185,79,Guard
526,Elden Campbell\campbel01,1989-90,Clemson,ACC,35,30,29.7,6.4,12.3,.522,6.4,12.3,.521,0.0,0.0,1.000,3.5,5.9,.599,,,8.0,1.3,1.5,2.8,2.7,2.8,16.4,,6.37,4,211,97,Forward
527,Rodney Hood\hoodro01,,Mississippi State,,32,29,32.8,4.0,9.0,.443,2.5,4.9,.506,1.5,4.0,.364,0.8,1.3,.659,1.0,3.8,4.8,2.0,0.4,0.4,0.9,1.3,10.3,,,4,203,97,Forward
528,Jabari Parker\parkeja01,2013-14,Duke,ACC,35,35,30.7,6.7,14.3,.473,5.7,11.2,.504,1.1,3.0,.358,4.6,6.1,.748,3.0,5.7,8.7,1.2,1.1,1.2,2.3,2.4,19.1,,8.48,1,203,106,Forward
529,Maurice Baker\bakerma01,2001-02,Oklahoma State,Big 12,29,23,30.0,4.6,10.8,.426,3.1,6.7,.462,1.5,4.0,.368,2.2,2.7,.844,2.2,3.2,5.4,3.3,1.3,0.2,2.8,2.0,12.9,,6.80,2,185,79,Guard
530,Brian Shaw\shawbr01,,Saint Mary's,,41,26,27.0,2.7,6.9,.397,,,,,,,1.7,2.3,.726,,,3.8,4.0,1.0,0.3,2.6,2.3,7.1,,,6,198,86,Guard
531,Kirk Penney\penneki01,2002-03,Wisconsin,Big Ten,32,32,35.0,5.7,12.8,.446,3.8,7.8,.486,1.9,5.0,.385,2.8,3.8,.752,0.6,5.4,6.0,3.1,0.8,0.2,2.5,1.7,16.2,,6.51,4,196,99,Guard
532,Jerome Dyson\dysonje01,2009-10,UConn,Big East,34,34,33.6,5.7,14.7,.391,4.6,10.6,.428,1.2,4.0,.292,4.6,6.4,.716,1.0,3.3,4.3,4.2,1.3,0.6,3.9,2.8,17.2,,9.15,4,190,86,Guard
533,Brandin Knight\knighbr02,2002-03,Pitt,Big East,33,33,32.9,3.7,10.1,.367,2.0,4.5,.442,1.7,5.6,.308,2.1,3.6,.575,0.6,2.9,3.5,6.3,2.1,0.4,3.1,2.3,11.2,,5.79,4,183,81,Guard
534,Dominic McGuire\mcguido01,,California,,54,27,20.4,2.4,5.4,.452,2.4,4.9,.485,0.1,0.5,.143,0.9,1.7,.500,1.4,2.7,4.2,1.3,0.5,1.0,1.6,1.9,5.8,,,5,206,99,Guard
535,Rasheed Wallace\wallara01,1994-95,UNC,ACC,34,34,30.3,7.0,10.7,.654,7.0,10.6,.657,0.0,0.1,.333,2.6,4.1,.631,,,8.2,1.0,0.5,2.7,1.5,2.8,16.6,,13.01,2,208,102,Forward
536,Andrew Nicholson\nichoan01,2011-12,St. Bonaventure,A-10,32,32,30.1,6.9,12.0,.571,6.2,10.4,.593,0.7,1.7,.434,4.0,5.2,.776,2.6,5.8,8.4,1.0,0.7,2.0,2.5,2.8,18.5,,2.84,4,206,108,Forward
537,Darrun Hilliard\hillida01,2014-15,Villanova,Big East,35,35,28.8,4.9,11.0,.440,2.6,5.2,.500,2.3,5.8,.387,2.3,2.9,.796,0.5,2.7,3.1,2.1,1.8,0.3,1.2,2.2,14.3,,7.55,4,198,97,Guard
538,Curtis Borchardt\borchcu01,2001-02,Stanford,Pac-10,29,29,30.9,5.9,10.2,.576,5.5,9.3,.593,0.4,0.9,.407,4.8,7.1,.670,3.8,7.7,11.4,2.0,0.6,2.9,2.0,2.8,16.9,,9.03,3,213,108,Center
539,James Augustine\augusja01,2005-06,Illinois,Big Ten,33,33,32.7,5.3,8.5,.624,5.2,8.4,.625,0.0,0.1,.500,3.0,4.6,.651,3.0,6.1,9.1,1.8,1.4,0.7,2.0,2.5,13.6,,6.29,4,208,106,Forward
540,Stephen Curry\curryst01,2008-09,Davidson,Southern,34,34,33.7,9.2,20.2,.454,5.4,10.3,.519,3.8,9.9,.387,6.5,7.4,.876,0.6,3.8,4.4,5.6,2.5,0.2,3.7,2.4,28.6,,-3.33,3,190,83,Guard
541,Billy Owens\owensbi01,1990-91,Syracuse,Big East,32,32,38.0,8.8,17.3,.509,8.1,15.5,.522,0.7,1.8,.397,4.9,7.3,.674,,,11.6,3.5,2.4,1.2,3.5,2.7,23.3,,8.29,3,203,99,Forward
542,Thomas Bryant\bryanth01,2016-17,Indiana,Big Ten,34,34,28.1,4.4,8.4,.519,3.7,6.6,.556,0.7,1.8,.383,3.2,4.4,.730,2.2,4.4,6.6,1.5,0.8,1.5,2.3,3.1,12.6,,8.15,2,208,111,Center
543,Amal McCaskill\mccasam01,1995-96,Marquette,CUSA,30,,26.5,4.1,7.5,.549,4.1,7.4,.550,0.0,0.1,.500,2.1,3.2,.649,,,8.9,1.3,0.6,1.8,2.6,3.6,10.3,,4.93,4,211,106,Center
544,Jon Barry\barryjo01,,Pacific,,29,25,27.9,3.4,9.3,.372,2.7,7.2,.371,0.8,2.0,.373,1.8,2.4,.746,,,2.6,3.7,1.3,0.1,3.1,1.6,9.5,,,5,193,88,Guard
545,Tim Thomas\thomati01,1996-97,Villanova,Big East,32,,31.4,5.8,13.0,.450,4.4,8.6,.507,1.5,4.4,.336,3.8,4.8,.796,,,6.0,2.1,1.8,1.0,2.8,2.8,16.9,,9.45,1,208,104,Forward
546,Nick Johnson\johnsni01,2013-14,Arizona,Pac-12,38,38,33.1,5.4,12.5,.432,3.8,8.0,.469,1.6,4.4,.367,3.8,4.9,.781,0.8,3.2,4.1,2.8,1.1,0.7,1.7,2.0,16.3,,9.04,3,190,90,Guard
547,Trevon Duval\duvaltr01,2017-18,Duke,ACC,37,34,29.8,4.0,9.4,.428,3.2,6.5,.490,0.8,2.9,.290,1.4,2.4,.596,0.5,1.4,2.0,5.6,1.5,0.1,2.8,2.4,10.3,,9.71,1,190,84,Guard
548,Art Long\longar01,1995-96,Cincinnati,CUSA,33,32,24.6,3.8,8.4,.448,3.8,8.3,.454,0.0,0.1,.000,1.5,2.6,.565,,,7.8,0.6,0.8,1.5,1.5,3.1,9.0,,7.69,2,206,113,Center
549,Will Conroy\conrowi01,2004-05,Washington,Pac-10,34,33,30.8,3.2,7.0,.456,2.3,4.1,.564,0.9,2.9,.303,2.1,2.7,.761,0.8,2.6,3.3,6.4,0.8,0.1,2.8,2.5,9.4,,7.66,4,188,88,Guard
550,Miles Plumlee\plumlmi01,2011-12,Duke,ACC,34,16,20.5,2.6,4.3,.610,2.6,4.3,.610,0.0,0.0,,1.4,2.2,.632,2.9,4.2,7.1,0.5,0.5,0.9,1.2,2.3,6.6,,8.40,4,208,111,Forward
551,Tang Hamilton\hamilta01,2000-01,Mississippi State,SEC,31,31,27.2,4.6,9.3,.498,3.6,6.5,.557,1.0,2.8,.364,1.8,2.6,.691,1.8,5.0,6.8,1.3,0.7,0.2,1.7,2.0,12.1,,8.69,4,203,99,Forward
552,Brandon Ingram\ingrabr01,2015-16,Duke,ACC,36,34,34.6,5.9,13.4,.442,3.7,8.0,.464,2.2,5.4,.410,3.2,4.7,.682,1.9,4.9,6.8,2.0,1.1,1.4,2.0,2.1,17.3,,10.59,1,206,86,Guard
553,Chris Jefferies\jeffech01,,Arkansas,,34,21,21.2,3.0,6.7,.445,2.4,4.7,.506,0.6,2.0,.304,1.1,2.3,.481,,,3.9,1.0,0.7,1.4,2.0,1.9,7.7,,,5,203,102,Forward
554,Sean May\mayse01,2004-05,UNC,ACC,37,36,26.8,6.2,10.9,.567,6.2,10.8,.571,0.0,0.1,.000,5.2,6.8,.758,3.8,6.9,10.7,1.7,1.2,1.0,2.5,2.4,17.5,,10.66,3,206,120,Center
555,Kemba Walker\walkeke02,2010-11,UConn,Big East,41,41,37.6,7.7,18.0,.428,5.9,12.5,.471,1.8,5.5,.330,6.3,7.7,.819,1.3,4.1,5.4,4.5,1.9,0.2,2.3,1.4,23.5,,10.44,3,185,78,Guard
556,Shaquille Harrison\harrish01,2015-16,Tulsa,AAC,32,32,32.3,5.4,11.5,.474,5.2,10.2,.509,0.3,1.3,.195,4.0,6.3,.632,1.0,4.5,5.5,4.1,1.9,0.2,2.1,2.2,15.1,,5.76,4,193,82,Guard
557,Avery Johnson\johnsav01,1987-88,Southern,SWAC,30,,38.2,4.6,8.6,.537,3.9,7.0,.552,0.7,1.6,.468,1.5,2.1,.688,,,2.8,13.3,3.5,0.0,,,11.4,,-7.49,2,178,79,Guard
558,Randy Brown\brownra02,,Houston,,57,12,27.6,1.9,3.9,.471,1.9,3.8,.484,0.0,0.1,.000,1.7,2.4,.706,,,2.8,4.3,1.9,0.2,2.8,2.6,5.4,,,6,188,86,Guard
559,Chandler Hutchison\hutchch01,2017-18,Boise State,MWC,31,31,31.0,6.6,13.9,.475,5.1,9.8,.523,1.5,4.1,.359,5.3,7.2,.728,0.9,6.8,7.7,3.5,1.5,0.3,3.4,2.4,20.0,,3.05,4,201,86,Guard
560,John Crotty\crottjo01,1990-91,Virginia,ACC,33,33,34.5,5.3,12.0,.443,3.9,7.9,.498,1.4,4.1,.338,3.5,4.5,.777,,,2.4,5.1,1.1,0.2,2.5,2.1,15.5,,9.31,4,185,83,Guard
561,Chris Smith\smithch05,1991-92,UConn,Big East,30,30,36.3,6.7,16.2,.415,4.0,9.8,.412,2.7,6.4,.420,5.1,6.3,.800,,,3.3,3.7,1.2,0.5,2.8,1.8,21.2,,7.08,4,190,86,Guard
562,Austin Rivers\riverau01,2011-12,Duke,ACC,34,33,33.2,5.1,11.8,.433,3.4,7.1,.477,1.7,4.7,.365,3.6,5.4,.658,0.6,2.8,3.4,2.1,1.0,0.0,2.3,2.2,15.5,,8.40,1,193,90,Guard
563,Julian Wright\wrighju01,2006-07,Kansas,Big 12,38,37,27.6,5.0,9.1,.549,4.9,8.8,.562,0.1,0.3,.231,1.9,3.1,.613,2.5,5.3,7.8,2.2,1.4,1.3,2.4,2.5,12.0,,6.86,2,203,102,Forward
564,Quentin Richardson\richaqu01,1999-00,DePaul,CUSA,33,,34.8,6.1,14.2,.432,3.9,8.4,.464,2.2,5.8,.384,2.5,3.6,.706,,,9.8,2.2,1.1,0.3,2.3,2.3,17.0,,7.83,2,198,101,Forward
565,Darius Songaila\songada01,2001-02,Wake Forest,ACC,34,34,30.5,6.0,11.5,.523,5.8,11.0,.529,0.2,0.5,.375,5.7,6.6,.854,2.2,5.9,8.1,2.6,1.3,0.8,3.5,3.1,17.9,,10.28,4,206,112,Forward
566,Luke Babbitt\babbilu01,2009-10,Nevada,WAC,34,34,37.1,7.4,14.8,.500,6.1,11.8,.521,1.2,3.0,.416,5.9,6.4,.917,2.1,6.9,8.9,2.1,1.0,0.8,2.4,2.6,21.9,,2.56,2,206,102,Forward
567,David Nwaba\nwabada01,2015-16,Cal Poly,Big West,30,27,28.0,4.4,9.5,.462,4.3,9.1,.478,0.1,0.5,.143,3.6,5.8,.623,2.2,4.2,6.3,3.5,1.2,0.5,2.1,2.0,12.5,,0.90,3,193,90,Guard
568,Lamond Murray\murrala01,1993-94,California,Pac-10,30,,34.9,8.7,18.3,.476,7.2,13.7,.526,1.5,4.6,.331,5.3,6.9,.764,,,7.9,2.1,1.5,1.0,2.8,2.4,24.3,,7.14,3,201,107,Forward
569,Elliot Perry\perryel01,1990-91,Memphis,Metro,32,,36.5,7.3,15.8,.464,5.8,11.6,.501,1.5,4.3,.360,4.6,5.8,.793,,,3.5,4.6,2.7,0.0,3.4,1.8,20.8,,4.27,4,183,68,Guard
570,Chris Garner\garnech01,1996-97,Memphis,CUSA,31,,32.4,2.7,6.3,.438,2.0,3.6,.559,0.7,2.7,.277,0.6,0.8,.692,,,2.6,4.1,2.7,0.2,,,6.8,,6.46,4,178,70,Guard
571,Nazr Mohammed\mohamna01,1997-98,Kentucky,SEC,39,,,4.9,8.2,.597,4.9,8.2,.597,0.0,0.0,,2.3,3.5,.652,,,7.2,0.7,0.9,1.9,,,12.0,,9.85,3,208,100,Center
572,Derrick Caracter\caracde01,,Louisville,,52,14,16.0,3.2,5.7,.559,3.2,5.7,.557,0.0,0.0,1.000,1.9,3.1,.595,2.2,2.1,4.3,0.4,0.5,0.7,1.8,3.1,8.3,,,5,206,124,Forward
573,Milton Doyle\doylemi01,2016-17,Loyola (IL),MVC,32,32,32.6,5.3,11.8,.447,4.0,8.1,.488,1.3,3.6,.353,3.4,4.3,.797,0.6,4.4,5.0,4.4,1.7,0.7,2.9,2.4,15.2,,1.02,4,193,83,Guard
574,Duje Dukan\dukandu01,2014-15,Wisconsin,Big Ten,38,0,15.9,1.6,4.1,.387,0.8,1.7,.484,0.8,2.4,.319,0.8,1.2,.674,0.7,1.8,2.6,0.6,0.2,0.1,0.7,1.3,4.7,,10.29,4,208,98,Forward
575,Eddie Griffin\griffed01,2000-01,Seton Hall,Big East,30,30,32.6,6.9,16.0,.429,5.5,11.7,.469,1.4,4.3,.320,2.7,3.6,.734,3.1,7.6,10.8,1.6,0.9,4.4,2.2,2.4,17.8,,6.03,1,208,99,Forward
576,Lucious Harris\harrilu01,1992-93,Long Beach State,Big West,32,,36.4,7.8,14.9,.525,5.6,9.4,.591,2.3,5.5,.412,5.1,6.6,.774,,,5.3,2.5,1.8,0.2,2.1,1.5,23.1,,2.38,4,196,86,Guard
577,Cartier Martin\martica01,2006-07,Kansas State,Big 12,35,18,27.5,5.6,12.2,.460,3.4,6.5,.527,2.2,5.8,.386,3.6,4.5,.799,2.0,2.5,4.4,1.3,0.7,0.2,1.7,2.7,17.1,,5.53,4,201,99,Forward
578,DeJuan Blair\blairde01,2008-09,Pitt,Big East,35,35,27.3,6.5,10.9,.593,6.5,10.9,.593,0.0,0.0,,2.8,4.6,.605,5.6,6.8,12.3,1.2,1.5,1.0,1.3,2.7,15.7,,8.61,2,201,120,Forward
579,Andre Dawkins\dawkian01,2013-14,Duke,ACC,33,4,13.7,2.5,5.7,.444,0.6,1.1,.541,1.9,4.6,.421,0.9,1.1,.811,0.2,1.1,1.3,0.4,0.5,0.2,0.5,1.3,7.9,,8.48,4,196,97,Guard
580,Jerome Jordan\jordaje01,2009-10,Tulsa,CUSA,35,35,29.8,5.3,9.6,.549,5.3,9.6,.549,0.0,0.0,,4.9,7.1,.688,2.4,6.7,9.1,1.3,0.5,2.3,2.3,2.8,15.4,,2.84,4,213,113,Center
581,Jonny Flynn\flynnjo01,2008-09,Syracuse,Big East,38,38,37.3,5.8,12.5,.460,4.6,8.8,.521,1.2,3.7,.317,4.7,6.0,.786,0.6,2.2,2.7,6.7,1.4,0.2,3.4,1.4,17.4,,9.48,2,183,83,Guard
582,Deron Williams\willide01,2004-05,Illinois,Big Ten,39,39,33.7,4.6,10.5,.433,2.8,5.7,.491,1.7,4.8,.364,1.7,2.5,.677,0.4,3.3,3.6,6.8,1.0,0.2,2.8,2.1,12.5,,8.47,3,190,95,Guard
583,Shawnelle Scott\scottsh01,1993-94,St. John's (NY),Big East,22,,33.0,6.4,12.1,.530,6.4,12.0,.532,0.0,0.0,.000,3.1,5.3,.590,,,9.2,1.3,1.1,1.2,2.1,3.0,16.0,,8.53,4,208,113,Center
584,Brook Lopez\lopezbr01,2007-08,Stanford,Pac-10,27,25,30.8,6.8,14.6,.468,6.8,14.3,.475,0.0,0.2,.000,5.7,7.2,.789,2.9,5.3,8.2,1.4,0.6,2.1,2.1,2.4,19.3,,6.95,2,213,117,Forward
585,Hubert Davis\davishu01,1991-92,UNC,ACC,33,30,33.2,7.3,14.4,.508,4.7,8.4,.565,2.6,6.0,.429,4.2,5.1,.828,,,2.3,1.6,1.3,0.2,1.4,1.3,21.4,,10.14,4,196,83,Guard
586,Loy Vaught\vaughlo01,1989-90,Michigan,Big Ten,31,31,30.0,6.4,10.7,.595,6.4,10.6,.597,0.0,0.0,.000,2.8,3.5,.804,,,11.2,1.0,0.5,0.8,1.5,3.2,15.5,,10.27,4,206,104,Forward
587,James Johnson\johnsja01,2011-12,Quinnipiac,NEC,31,31,36.1,5.6,14.6,.381,3.4,8.5,.392,2.2,6.1,.365,3.2,4.3,.737,0.6,2.6,3.3,3.5,1.3,0.1,2.5,2.4,16.5,,-5.80,4,183,88,Guard
588,Glenn Robinson\robingl02,1993-94,Purdue,Big Ten,34,34,34.3,10.8,22.4,.483,8.5,16.3,.522,2.3,6.1,.380,6.3,7.9,.796,,,10.1,1.9,1.6,0.9,4.1,2.6,30.3,,9.90,2,201,102,Forward
589,Jevon Carter\carteje01,2017-18,West Virginia,Big 12,37,37,35.5,5.8,13.8,.422,3.7,8.5,.441,2.1,5.3,.393,3.6,4.2,.858,0.8,3.9,4.6,6.6,3.0,0.4,2.6,3.0,17.3,,9.36,4,188,83,Guard
590,Donte DiVincenzo\divindo01,2017-18,Villanova,Big East,40,10,29.3,4.7,9.8,.481,2.6,4.5,.575,2.1,5.3,.401,1.9,2.7,.710,1.2,3.6,4.8,3.5,1.1,0.2,2.0,2.1,13.4,,10.24,3,196,90,Guard
591,Daniel Hamilton\hamilda02,2015-16,UConn,AAC,36,36,31.9,4.4,11.4,.387,3.1,7.5,.416,1.3,3.9,.331,2.4,2.8,.860,0.9,8.0,8.9,4.7,1.1,0.4,2.4,1.8,12.5,,6.28,2,201,86,Guard
592,Elliot Williams\williel01,,Duke,,34,12,16.6,1.6,3.7,.441,1.4,2.7,.516,0.3,1.1,.250,0.7,1.4,.500,0.9,1.4,2.3,0.7,0.6,0.0,0.9,1.7,4.2,,,4,193,81,Guard
593,Justin Hamilton\hamilju01,2002-03,Florida,SEC,33,33,32.2,3.1,5.4,.564,2.3,3.5,.650,0.8,1.9,.403,1.2,1.5,.760,0.9,2.4,3.3,3.6,1.6,0.4,1.5,2.3,8.0,,7.76,4,190,93,Guard
594,Cedric Jackson\jacksce01,,St. John's (NY),,54,35,24.2,1.6,4.5,.349,1.3,3.0,.432,0.3,1.5,.177,0.9,1.7,.544,1.3,2.2,3.5,1.7,1.6,0.2,1.4,2.7,4.3,,,6,188,86,Guard
595,Branden Dawson\dawsobr01,2014-15,Michigan State,Big Ten,35,32,30.1,5.2,9.7,.535,5.2,9.7,.535,0.0,0.0,,1.5,3.0,.490,2.9,6.2,9.1,1.7,1.2,1.7,1.9,2.1,11.9,,10.00,4,198,102,Guard
596,Derrick Jones\jonesde02,,Mississippi State,,42,,,1.2,4.0,.292,0.5,1.7,.296,0.7,2.3,.289,0.9,1.3,.679,,,1.5,0.6,0.4,0.1,,,3.9,,,6,196,86,Guard
597,Brandan Wright\wrighbr03,2006-07,UNC,ACC,37,37,27.4,6.2,9.5,.646,6.2,9.5,.646,0.0,0.0,,2.4,4.2,.567,2.1,4.1,6.2,1.0,1.0,1.8,1.6,1.5,14.7,,9.30,1,206,92,Forward
598,Marcus Cousin\cousima01,,Seton Hall,,44,13,10.0,0.5,1.3,.362,0.5,1.3,.362,0.0,0.0,,0.4,0.5,.826,1.0,1.5,2.5,0.1,0.1,0.5,0.3,1.4,1.4,,,6,211,113,Center
599,Tristan Thompson\thomptr01,2010-11,North Texas,Sun Belt,33,31,32.0,4.8,10.4,.459,2.8,5.6,.495,2.0,4.8,.418,6.4,7.7,.834,0.5,2.7,3.2,1.8,0.7,0.1,2.2,1.9,18.0,,-5.07,4,196,87,Guard
600,Desmond Ferguson\fergude01,,Missouri,,22,,5.9,0.7,1.9,.366,0.3,0.6,.462,0.4,1.3,.321,0.1,0.3,.286,,,0.6,0.5,0.1,0.0,,,1.9,,,6,201,92,Guard
601,Cory Higgins\higgico01,2010-11,Colorado,Big 12,38,37,32.2,5.3,12.1,.434,4.3,9.3,.462,0.9,2.8,.340,4.6,5.3,.866,0.8,2.4,3.3,2.5,1.0,0.4,2.1,2.2,16.1,,5.61,4,196,81,Guard
602,Mark Madsen\madsema01,1999-00,Stanford,Pac-10,23,,27.3,4.7,8.0,.587,4.7,8.0,.587,0.0,0.0,,2.8,4.9,.575,,,9.3,1.1,0.6,0.9,1.5,2.3,12.2,,7.12,4,206,108,Forward
603,Al Thornton\thornal01,2006-07,Florida State,ACC,35,35,31.2,7.0,13.1,.530,5.9,10.8,.549,1.0,2.3,.444,4.7,6.0,.790,3.0,4.1,7.2,0.7,1.5,1.1,2.5,2.7,19.7,,8.63,4,203,99,Guard
604,Omar Cook\cookom01,2000-01,St. John's (NY),Big East,29,29,38.2,4.9,13.5,.360,2.5,5.9,.424,2.3,7.6,.309,3.3,4.4,.742,0.6,2.4,3.0,8.7,2.3,0.2,5.1,2.8,15.3,,8.27,1,185,86,Guard
605,Mark Jackson\jacksma01,1986-87,St. John's (NY),Big East,30,30,39.5,6.5,13.0,.504,4.9,9.1,.540,1.6,3.9,.419,4.2,5.2,.806,,,3.7,6.4,2.0,0.2,2.7,2.0,18.9,,7.22,4,185,81,Guard
606,Tito Maddox\maddoti01,2000-01,Fresno State,WAC,25,24,32.3,4.4,11.2,.391,3.6,8.4,.427,0.8,2.8,.286,3.9,5.5,.703,1.2,4.5,5.8,8.0,1.6,0.2,5.2,2.7,13.5,,5.14,1,193,86,Guard
607,Bryn Forbes\forbebr01,,Cleveland State,,64,50,31.3,4.5,10.5,.433,2.3,5.0,.461,2.2,5.4,.408,2.9,3.5,.817,0.7,2.5,3.3,1.4,0.8,0.0,1.6,1.7,14.1,,,6,190,79,Guard
608,Danny Manning\mannida01,1987-88,Kansas,Big 8,38,38,35.2,10.0,17.2,.583,9.8,16.5,.593,0.2,0.7,.346,4.5,6.1,.734,,,9.0,2.0,1.8,1.9,3.0,3.0,24.8,,10.77,4,208,104,Forward
609,Elton Brand\brandel01,1998-99,Duke,ACC,39,,29.3,6.5,10.5,.620,6.5,10.5,.620,0.0,0.0,,4.6,6.6,.707,,,9.8,1.1,1.3,2.2,1.7,2.5,17.7,,10.13,2,203,124,Center
610,Matt Maloney\malonma01,,Vanderbilt,,30,,18.6,1.4,3.3,.410,0.4,1.0,.387,1.0,2.3,.420,0.4,0.5,.786,,,1.5,1.7,0.8,0.0,1.8,1.6,4.1,,,6,190,87,Guard
611,Joe Crispin\crispjo01,2000-01,Penn State,Big Ten,33,33,34.0,5.9,15.8,.373,2.6,6.7,.395,3.3,9.2,.356,4.4,5.0,.873,0.5,3.1,3.6,3.3,1.4,0.2,2.9,2.1,19.5,,10.54,4,183,83,Guard
612,Dejounte Murray\murrade01,2015-16,Washington,Pac-12,34,34,33.5,5.9,14.3,.416,4.9,10.8,.457,1.0,3.5,.288,3.2,4.9,.663,1.4,4.6,6.0,4.4,1.8,0.3,3.2,2.6,16.1,,8.12,1,196,77,Guard
613,Othello Hunter\hunteot01,2007-08,Ohio State,Big Ten,37,37,27.3,4.3,7.2,.596,4.2,6.9,.607,0.1,0.2,.250,1.3,2.4,.545,2.5,4.0,6.5,0.8,0.6,1.5,1.4,2.4,9.9,,7.97,2,203,102,Forward
614,Keith Langford\langfke01,2004-05,Kansas,Big 12,28,27,31.0,5.2,11.1,.465,4.1,8.0,.509,1.1,3.1,.352,3.0,4.9,.601,1.3,2.7,4.0,2.8,0.9,0.2,2.0,1.8,14.4,,10.85,4,193,97,Guard
615,Sam Jacobson\jacobsa01,1997-98,Minnesota,Big Ten,32,,,6.7,15.8,.426,5.2,11.2,.468,1.5,4.6,.324,3.3,4.5,.727,,,5.2,1.8,1.3,0.2,,,18.2,,8.30,4,193,97,Forward
616,Eldridge Recasner\recasel01,1989-90,Washington,Pac-10,26,,37.7,5.5,12.5,.436,4.0,8.6,.466,1.5,4.0,.369,3.8,4.3,.884,,,3.9,3.4,0.9,0.1,,,16.2,,8.29,4,190,86,Guard
617,Pape Sow\sowpa01,2003-04,Cal State Fullerton,Big West,28,28,32.2,5.7,11.6,.494,5.4,10.7,.507,0.3,0.9,.333,5.6,8.3,.675,3.1,6.6,9.7,0.9,1.6,0.6,3.0,3.6,17.3,,-0.81,3,208,113,Forward
618,Jameer Nelson\nelsoja01,2003-04,St. Joseph's,A-10,32,32,33.9,7.3,15.4,.475,5.0,9.6,.526,2.3,5.8,.390,3.7,4.7,.792,1.0,3.7,4.7,5.3,2.8,0.0,2.8,1.8,20.6,,4.97,4,183,86,Guard
619,Travis Leslie\leslitr01,2010-11,Georgia,SEC,33,33,32.2,5.4,10.9,.492,5.0,9.6,.517,0.4,1.3,.302,3.3,4.1,.801,3.2,4.0,7.2,2.9,1.2,0.6,2.2,1.9,14.4,,6.13,3,193,92,Guard
620,Michael Doleac\doleami01,1997-98,Utah,WAC,32,,,5.2,10.6,.488,4.8,9.6,.497,0.4,1.0,.406,5.4,6.7,.805,,,7.1,0.5,0.4,1.0,,,16.1,,4.87,4,211,118,Center
621,Emanual Davis\davisem01,1990-91,Delaware State,MEAC,25,24,33.5,6.6,13.1,.503,5.0,8.9,.559,1.6,4.2,.387,4.9,6.5,.748,,,4.7,5.6,3.4,0.5,3.8,3.1,19.7,,-10.39,3,193,88,Guard
622,Stanley Johnson\johnsst04,2014-15,Arizona,Pac-12,38,37,28.4,4.6,10.3,.446,3.4,7.2,.478,1.1,3.1,.371,3.5,4.7,.742,2.0,4.5,6.5,1.7,1.5,0.4,2.2,2.6,13.8,,7.41,1,198,102,Forward
