,playerName,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS, ,SOS,yearsInCollege,heightInCm,weightInKg,position,transferredSchools
251,Trey McKinney-Jones\mckintr01,2012-13,Miami (FL),ACC,36,34,30.3,3.0,7.2,.413,1.3,3.0,.440,1.6,4.2,.393,1.6,1.9,.851,0.4,3.0,3.4,1.6,0.8,0.0,0.9,1.5,9.2,,7.88,4,196,99,Guard,1
252,Scott Padgett\padgesc01,1998-99,Kentucky,SEC,37,,29.1,4.2,9.1,0.466,2.6,4.7,0.5429999999999999,1.6,4.3,0.381,2.5,3.7,0.6809999999999999,,,5.9,2.6,1.3,0.6,1.8,2.3,12.6,,9.93,4,206,108,Forward,0
253,Michael Finley\finlemi01,1994-95,Wisconsin,Big Ten,27,,37.0,6.6,17.4,0.379,4.4,9.9,0.451,2.1,7.6,0.284,5.2,6.7,0.773,,,5.2,4.0,1.9,0.6,3.0,2.7,20.5,,6.94,4,201,97,Forward,0
254,Jamaal Tinsley\tinslja01,2000-01,Iowa State,Big 12,31,31.0,32.2,4.5,11.2,0.39899999999999997,3.3,8.1,0.406,1.2,3.1,0.381,4.1,6.0,0.6920000000000001,0.6,3.2,3.8,6.0,2.5,0.6,3.8,3.0,14.3,,4.87,2,190,88,Guard,0
255,Alfonzo McKinnie\mckinal01,2014-15,Green Bay,Horizon,33,20,21.6,3.2,7.0,.453,2.5,5.1,.500,0.6,1.9,.328,1.0,2.0,.508,2.0,3.4,5.3,0.2,0.5,0.5,1.4,3.4,8.0,,-0.40,4,203,97,Forward,1
256,Shaquille O'Neal*\onealsh01,1991-92,LSU,SEC,30,,32.0,9.8,15.9,0.615,9.8,15.9,0.615,0.0,0.0,,4.5,8.5,0.528,,,14.0,1.5,1.0,5.2,3.4,2.9,24.1,,8.64,3,216,147,Center,0
257,Derrick Coleman\colemde01,1989-90,Syracuse,Big East,33,31.0,35.3,5.9,10.7,0.551,5.4,9.4,0.5760000000000001,0.5,1.2,0.366,5.7,8.0,0.715,,,12.1,2.9,1.5,2.0,2.7,3.1,17.9,,8.85,4,208,104,Forward,0
258,J.J. Hickson\hicksjj01,2007-08,NC State,ACC,31,26.0,28.7,5.3,8.9,0.591,5.3,8.9,0.593,0.0,0.0,0.0,4.3,6.3,0.677,2.6,5.9,8.5,1.0,0.7,1.5,2.7,1.9,14.8,,9.06,1,206,109,Forward,0
259,Caris LeVert\leverca01,2015-16,Michigan,Big Ten,15,14.0,30.9,5.5,10.8,0.506,3.5,6.5,0.546,1.9,4.3,0.446,3.6,4.5,0.794,0.6,4.7,5.3,4.9,1.0,0.2,1.7,1.2,16.5,,7.92,4,201,90,Guard,0
260,Courtney Lee\leeco01,2007-08,Western Kentucky,Sun Belt,36,36.0,30.0,7.2,15.1,0.47700000000000004,5.3,10.3,0.515,1.9,4.8,0.397,4.1,5.0,0.8220000000000001,1.3,3.5,4.9,2.1,1.8,0.8,2.3,2.4,20.4,,0.24,4,196,90,Guard,0
261,Michael Hawkins\hawkimi01,1994-95,Xavier,MW Coll,28,,32.9,4.2,9.8,0.42700000000000005,2.1,4.4,0.475,2.1,5.4,0.38799999999999996,3.7,4.6,0.792,,,3.3,5.8,1.6,0.1,3.0,1.9,14.1,,-0.89,4,183,80,Guard,0
262,Hilton Armstrong\armsthi01,2005-06,UConn,Big East,34,33.0,27.7,3.5,5.7,0.608,3.4,5.6,0.609,0.0,0.1,0.5,2.7,3.9,0.6920000000000001,2.0,4.6,6.6,0.7,0.6,3.1,2.3,2.8,9.7,,6.57,4,211,106,Center,0
263,Wayne Selden\seldewa01,2015-16,Kansas,Big 12,38,37.0,29.8,5.0,10.5,0.474,3.0,5.5,0.5479999999999999,1.9,5.0,0.392,1.9,3.1,0.612,0.8,2.7,3.4,2.6,0.7,0.3,1.9,2.0,13.8,,11.22,3,196,104,Guard,0
264,Sam Jacobson\jacobsa01,1997-98,Minnesota,Big Ten,32,,,6.7,15.8,0.426,5.2,11.2,0.46799999999999997,1.5,4.6,0.324,3.3,4.5,0.727,,,5.2,1.8,1.3,0.2,,,18.2,,8.3,4,193,97,Forward,0
265,Smush Parker\parkesm01,2001-02,Fordham,A-10,28,26.0,35.0,5.5,12.6,0.433,3.4,6.4,0.536,2.0,6.2,0.32799999999999996,3.6,4.9,0.73,1.3,3.1,4.4,4.5,2.3,0.3,4.4,2.5,16.5,,3.47,1,193,86,Guard,0
266,Dusty Hannahs\hannadu01,2016-17,Arkansas,SEC,36,23,24.7,4.7,10.6,.439,2.6,5.3,.490,2.1,5.3,.387,3.0,3.3,.908,0.6,1.2,1.7,1.2,0.4,0.1,1.7,1.8,14.4,,8.60,4,190,94,Guard,1
267,Bruce Bowen\bowenbr01,1992-93,Cal State Fullerton,Big West,27,,36.6,5.5,11.8,0.465,5.0,10.2,0.48700000000000004,0.5,1.6,0.326,4.9,7.4,0.652,,,6.5,2.3,2.0,0.8,,,16.3,,2.19,4,201,83,Forward,0
268,Sean Colson\colsose01,1997-98,Charlotte,CUSA,29,,,5.0,13.1,.383,3.2,7.2,.438,1.9,5.9,.316,3.6,4.1,.882,,,3.1,8.0,1.3,0.3,,,15.6,,6.73,3,183,79,Guard,1
269,Jodie Meeks\meeksjo01,2008-09,Kentucky,SEC,36,36.0,34.4,7.3,15.8,0.46299999999999997,4.1,7.8,0.521,3.3,8.0,0.406,5.9,6.5,0.902,0.5,2.9,3.4,1.8,1.3,0.1,2.7,1.9,23.7,,4.82,3,196,94,Guard,0
270,Bryant Stith\stithbr01,1991-92,Virginia,ACC,33,33.0,36.4,7.0,15.4,0.452,5.9,12.5,0.47100000000000003,1.1,2.9,0.368,5.7,7.0,0.815,,,6.6,2.2,1.2,0.4,2.0,2.4,20.7,,9.69,4,196,94,Guard,0
271,Tim Duncan\duncati01,1996-97,Wake Forest,ACC,31,,36.7,7.5,12.4,0.608,7.4,11.7,0.628,0.2,0.7,0.273,5.5,8.7,0.636,,,14.7,3.2,0.7,3.3,3.2,2.2,20.8,,10.53,4,211,112,Center,0
272,Anthony Goldwire\goldwan01,1993-94,Houston,SWC,27,,36.9,5.3,13.6,0.39299999999999996,4.0,9.0,0.44,1.4,4.6,0.301,5.1,6.3,0.807,,,3.7,6.1,2.1,0.0,3.6,2.4,17.1,,1.37,2,185,82,Guard,0
273,Hakim Warrick\warriha01,2004-05,Syracuse,Big East,34,34.0,37.5,7.4,13.6,0.5479999999999999,7.2,12.7,0.5660000000000001,0.3,0.9,0.29,6.2,9.1,0.6809999999999999,3.1,5.5,8.6,1.5,1.0,0.8,2.5,2.3,21.4,,6.83,4,206,99,Forward,0
274,Mark Bryant\bryanma01,1987-88,Seton Hall,Big East,34,30.0,32.5,7.9,13.9,0.564,7.8,13.9,0.565,0.0,0.1,0.5,4.8,6.4,0.748,,,9.1,0.9,1.1,0.9,2.4,3.1,20.5,,7.42,4,206,111,Forward,0
275,David Lee\leeda02,2004-05,Florida,SEC,32,32.0,28.0,5.0,9.5,0.525,5.0,9.4,0.532,0.0,0.1,0.0,3.6,5.0,0.7140000000000001,2.4,6.6,9.0,2.2,1.1,0.8,2.7,2.4,13.6,,7.12,4,206,112,Forward,0
276,Bryant Reeves\reevebr01,1994-95,Oklahoma State,Big 8,37,37.0,34.8,7.8,13.3,0.586,7.8,13.2,0.5920000000000001,0.0,0.1,0.0,5.9,8.4,0.706,,,9.5,0.8,0.5,1.6,2.9,3.2,21.5,,10.27,4,213,124,Center,0
277,Pascal Siakam\siakapa01,2015-16,New Mexico State,WAC,34,34.0,34.6,8.1,15.0,0.539,8.0,14.6,0.5489999999999999,0.1,0.4,0.2,4.0,5.9,0.6779999999999999,3.9,7.7,11.6,1.7,1.0,2.2,2.0,2.7,20.3,,-3.54,2,206,104,Forward,0
278,Marc Jackson\jacksma02,1996-97,Temple,A-10,31,,38.7,5.6,11.8,.478,5.6,11.6,.481,0.1,0.2,.333,4.8,6.2,.767,,,9.0,1.2,0.9,0.7,1.9,2.1,16.1,,9.04,3,208,122,Forward,1
279,Dickey Simpkins\simpkdi01,1993-94,Providence,Big East,30,,29.2,4.3,8.3,0.516,4.2,8.0,0.523,0.1,0.3,0.33299999999999996,3.1,4.6,0.6859999999999999,,,6.3,1.3,0.7,0.7,1.9,2.1,11.8,,9.95,4,206,112,Center,0
280,Jarell Eddie\eddieja01,2013-14,Virginia Tech,ACC,31,30.0,32.6,4.3,12.2,0.355,1.7,5.3,0.32899999999999996,2.6,6.9,0.376,2.0,2.6,0.778,1.0,4.4,5.4,1.2,0.4,0.4,1.7,1.5,13.3,,5.99,4,201,99,Forward,0
281,Frank Williams\willifr02,2001-02,Illinois,Big Ten,35,34.0,32.4,5.0,12.7,0.39299999999999996,3.4,8.1,0.423,1.5,4.5,0.34,4.7,5.8,0.8079999999999999,0.9,3.7,4.7,4.4,2.0,0.3,2.7,2.1,16.2,,9.94,3,190,96,Guard,0
282,Mike Conley\conlemi01,2006-07,Ohio State,Big Ten,39,39.0,31.6,4.1,7.9,0.518,3.6,6.2,0.579,0.5,1.8,0.304,2.6,3.7,0.6940000000000001,0.7,2.7,3.4,6.1,2.2,0.3,2.2,1.5,11.3,,9.03,1,185,81,Guard,0
283,Felipe Lopez\lopezfe01,1997-98,St. John's (NY),Big East,32,,,6.4,14.9,0.431,4.6,9.4,0.48700000000000004,1.9,5.6,0.337,2.8,4.9,0.573,,,4.8,2.7,1.2,0.8,,,17.6,,6.76,4,196,90,Guard,0
284,Alonzo Mourning*\mournal01,1991-92,Georgetown,Big East,32,,32.8,6.4,10.7,0.595,6.3,10.6,0.599,0.0,0.1,0.25,8.5,11.2,0.758,,,10.7,1.7,0.6,5.0,2.6,3.6,21.3,,6.13,4,208,108,Center,0
285,Allen Crabbe\crabbal01,2012-13,California,Pac-12,33,33.0,36.2,6.5,14.2,0.45899999999999996,4.6,8.6,0.532,1.9,5.6,0.348,3.4,4.2,0.813,1.0,5.1,6.1,2.6,1.1,0.7,2.5,2.1,18.4,,7.77,3,198,95,Guard,0
286,Robin Lopez\lopezro01,2007-08,Stanford,Pac-10,36,30.0,24.5,3.9,7.3,0.534,3.9,7.3,0.5329999999999999,0.0,0.0,1.0,2.4,3.7,0.652,2.6,3.1,5.7,0.6,0.5,2.3,1.8,2.6,10.2,,6.95,2,213,115,Center,0
287,Gary Trent\trentga01,1994-95,Ohio,MAC,33,,34.4,8.9,16.8,0.527,8.6,15.8,0.547,0.2,1.1,0.22899999999999998,4.9,7.7,0.642,,,12.8,2.4,0.6,0.8,3.5,2.3,22.9,,3.58,3,203,113,Forward,0
288,Mitch Richmond*\richmmi01,1987-88,Kansas State,Big 8,34,,35.3,7.9,15.3,0.514,6.5,12.4,0.525,1.4,2.9,0.469,5.5,7.1,0.775,,,6.3,3.7,0.7,0.4,3.4,2.3,22.6,,10.14,2,196,97,Guard,0
289,Pat Connaughton\connapa01,2014-15,Notre Dame,ACC,38,38.0,35.6,4.4,9.4,0.466,1.9,3.6,0.537,2.4,5.8,0.423,1.3,1.7,0.7809999999999999,1.1,6.3,7.4,1.5,0.7,0.9,1.2,2.0,12.5,,7.02,4,196,98,Guard,0
290,Quentin Richardson\richaqu01,1999-00,DePaul,CUSA,33,,34.8,6.1,14.2,0.43200000000000005,3.9,8.4,0.46399999999999997,2.2,5.8,0.384,2.5,3.6,0.706,,,9.8,2.2,1.1,0.3,2.3,2.3,17.0,,7.83,2,198,101,Forward,0
291,Muggsy Bogues\boguemu01,1986-87,Wake Forest,ACC,29,,39.0,5.5,11.0,0.5,4.3,8.2,0.519,1.2,2.7,0.44299999999999995,2.6,3.2,0.8059999999999999,,,3.8,9.5,2.4,0.0,3.7,2.1,14.8,,5.66,4,160,61,Guard,0
292,Sean Marks\marksse01,1997-98,California,Pac-10,26,,,3.7,7.7,0.478,3.6,7.3,0.495,0.1,0.4,0.182,2.4,3.5,0.6890000000000001,,,7.6,0.7,1.0,0.9,,,9.8,,7.99,4,208,113,Forward,0
293,Francisco Elson\elsonfr01,1998-99,California,Pac-10,32,,19.8,2.5,4.9,0.513,2.5,4.9,0.513,0.0,0.0,,0.7,1.6,0.41200000000000003,,,5.1,0.5,0.8,1.3,1.1,2.6,5.7,,7.85,2,213,106,Center,0
294,Lance Allred\allrela01,2004-05,Weber State,Big Sky,29,28,32.5,6.4,12.4,.515,6.3,12.2,.514,0.1,0.2,.600,4.9,6.9,.709,4.2,7.8,12.0,1.7,0.5,0.2,2.9,2.5,17.7,,-5.62,4,211,113,Center,1
295,Thomas Welsh\welshth01,2017-18,UCLA,Pac-12,33,33.0,33.2,4.9,10.1,0.485,3.5,6.7,0.527,1.4,3.4,0.402,1.5,1.8,0.828,2.6,8.2,10.8,1.4,0.7,0.9,1.0,2.4,12.6,,6.86,4,213,111,Center,0
296,Jarrett Jack\jackja01,2004-05,Georgia Tech,ACC,32,31.0,34.1,5.1,10.0,0.514,3.7,6.7,0.5489999999999999,1.4,3.3,0.442,3.8,4.4,0.866,0.3,4.6,4.8,4.5,1.8,0.1,3.4,1.7,15.5,,9.78,3,190,91,Guard,0
297,Reggie Evans\evansre01,2001-02,Iowa,Big Ten,34,31.0,34.0,5.0,10.0,0.496,5.0,10.0,0.49700000000000005,0.0,0.0,0.0,5.5,8.9,0.619,3.6,7.5,11.1,1.3,1.6,0.5,2.7,3.0,15.4,,7.9,2,203,111,Forward,0
298,Tyler Ulis\ulisty01,2015-16,Kentucky,SEC,35,35.0,36.8,5.5,12.6,0.434,3.9,8.1,0.486,1.6,4.6,0.344,4.8,5.6,0.856,0.5,2.5,3.0,7.0,1.5,0.1,2.0,1.8,17.3,,8.84,2,175,70,Guard,0
299,Michael Redd\reddmi01,1999-00,Ohio State,Big Ten,30,,33.5,6.6,15.1,0.436,5.4,11.5,0.474,1.1,3.6,0.315,3.0,3.9,0.7759999999999999,,,6.5,2.1,1.2,0.2,2.1,1.9,17.3,,6.55,3,198,99,Guard,0
300,Jeremy Lamb\lambje01,2011-12,UConn,Big East,34,34.0,37.2,6.4,13.4,0.478,4.3,7.1,0.601,2.1,6.2,0.336,2.9,3.6,0.81,0.9,3.9,4.9,1.7,1.2,0.6,2.0,1.7,17.7,,8.07,2,196,81,Guard,0
301,Matt Freije\freijma01,2003-04,Vanderbilt,SEC,33,33.0,29.8,5.6,13.5,0.415,3.7,8.2,0.452,1.9,5.3,0.35600000000000004,5.3,6.7,0.7879999999999999,2.0,3.4,5.4,0.9,0.7,0.6,1.0,1.6,18.4,,7.58,4,208,108,Forward,0
302,Malachi Richardson\richama01,2015-16,Syracuse,ACC,37,37.0,34.4,4.1,11.1,0.369,2.0,5.1,0.38799999999999996,2.1,6.1,0.353,3.1,4.2,0.72,0.5,3.8,4.3,2.1,1.1,0.3,2.1,2.5,13.4,,9.75,1,198,88,Guard,0
303,Cuttino Mobley\moblecu01,1997-98,Rhode Island,A-10,34,,,5.7,11.8,0.48,3.6,6.9,0.525,2.0,4.9,0.41600000000000004,3.9,4.5,0.856,,,4.3,2.6,1.6,0.5,,,17.2,,6.43,4,193,86,Guard,0
304,Mike Taylor\taylomi01,2006-07,Iowa State,Big 12,31,30.0,35.0,5.3,14.2,0.376,2.8,7.3,0.391,2.5,6.9,0.36,2.8,4.2,0.682,0.7,3.4,4.1,4.5,1.1,0.1,5.4,2.9,16.0,,5.19,1,188,74,Guard,0
305,Avery Johnson\johnsav01,1987-88,Southern,SWAC,30,,38.2,4.6,8.6,0.537,3.9,7.0,0.552,0.7,1.6,0.46799999999999997,1.5,2.1,0.688,,,2.8,13.3,3.5,0.0,,,11.4,,-7.49,2,178,79,Guard,0
306,Terence Morris\morrite01,2000-01,Maryland,ACC,36,36.0,27.6,4.4,10.2,0.43200000000000005,3.7,7.7,0.478,0.7,2.5,0.289,2.7,3.4,0.795,2.5,5.2,7.7,1.9,0.9,2.2,1.8,2.6,12.2,,10.99,4,206,100,Forward,0
307,Ty Lawson\lawsoty01,2008-09,UNC,ACC,35,35.0,29.9,5.2,9.8,0.532,3.7,6.7,0.56,1.5,3.1,0.47200000000000003,4.7,5.9,0.7979999999999999,0.7,2.3,3.0,6.6,2.1,0.1,1.9,1.7,16.6,,8.35,3,180,88,Guard,0
308,Harrison Barnes\barneha02,2011-12,UNC,ACC,38,37.0,29.2,6.0,13.7,0.44,4.7,10.1,0.469,1.3,3.6,0.358,3.7,5.1,0.723,1.9,3.3,5.2,1.1,1.1,0.3,1.9,1.8,17.1,,7.07,2,203,97,Forward,0
309,Derek Anderson\anderde01,1996-97,Kentucky,SEC,19,,25.3,5.8,11.9,.491,3.8,6.9,.553,2.0,4.9,.404,4.1,5.0,.811,,,4.1,3.5,1.9,0.1,1.7,2.1,17.7,,9.20,4,196,87,Forward,1
310,Georges Niang\niangge01,2015-16,Iowa State,Big 12,35,35.0,33.2,8.1,14.8,0.546,6.5,10.7,0.605,1.6,4.1,0.392,2.7,3.4,0.807,1.3,4.9,6.2,3.3,0.9,0.6,2.6,3.2,20.5,,10.16,4,203,104,Forward,0
311,DeQuan Jones\jonesde01,2011-12,Miami (FL),ACC,23,2.0,17.3,2.2,4.9,0.451,2.1,4.6,0.467,0.1,0.3,0.25,1.3,2.2,0.62,1.3,2.3,3.6,0.4,0.6,0.5,0.9,1.7,5.9,,6.17,4,203,100,Guard,0
312,Anthony Davis\davisan02,2004-05,Austin Peay,OVC,29,29.0,35.6,5.7,13.9,0.406,4.6,10.2,0.451,1.1,3.8,0.284,2.9,3.8,0.755,1.5,3.7,5.2,2.8,1.7,0.6,2.2,2.3,15.2,,-1.97,4,188,92,Guard,0
313,Kenny Anderson\anderke01,1990-91,Georgia Tech,ACC,30,29.0,38.9,9.3,21.2,0.43700000000000006,7.1,15.0,0.47200000000000003,2.2,6.2,0.35100000000000003,5.2,6.2,0.8290000000000001,,,5.7,5.6,3.0,0.1,3.8,2.3,25.9,,10.8,2,183,76,Guard,0
314,Bill Curley\curlebi01,1993-94,Boston College,Big East,34,,33.5,6.9,12.3,0.557,6.9,12.3,0.5589999999999999,0.0,0.0,0.0,6.3,8.0,0.7929999999999999,,,9.0,1.6,0.8,0.8,2.2,2.8,20.0,,9.83,4,206,99,Forward,0
315,Jeremy Pargo\pargoje01,2008-09,Gonzaga,WCC,34,34.0,30.0,4.1,8.5,0.479,3.4,6.6,0.513,0.7,1.9,0.359,1.4,2.1,0.7,0.8,2.6,3.4,4.9,1.4,0.1,2.4,1.8,10.2,,3.55,4,188,99,Guard,0
316,Briante Weber\weberbr01,2014-15,VCU,A-10,20,19.0,26.5,2.8,6.9,0.401,2.2,5.4,0.39799999999999996,0.6,1.5,0.414,2.0,2.7,0.741,0.7,3.0,3.7,4.3,3.9,0.2,1.7,2.0,8.1,,6.1,4,188,74,Guard,0
317,DeMarcus Nelson\nelsode01,2007-08,Duke,ACC,34,34.0,30.9,5.1,10.3,0.49,3.9,7.3,0.532,1.2,3.0,0.38799999999999996,3.2,5.4,0.601,1.4,4.4,5.8,2.9,1.6,0.3,2.5,2.3,14.5,,9.28,4,193,90,Guard,0
318,Donte Grantham\grantdo01,2017-18,Clemson,ACC,19,19.0,31.8,5.4,9.6,0.56,4.0,6.3,0.633,1.4,3.3,0.419,2.1,2.6,0.78,1.6,5.3,6.9,2.4,0.8,0.9,1.7,2.0,14.2,,9.25,4,203,92,Forward,0
319,Kevin Murphy\murphke01,2011-12,Tennessee Tech,OVC,33,32.0,34.5,7.2,16.3,0.444,4.8,10.5,0.46,2.4,5.8,0.41600000000000004,3.8,5.2,0.721,0.9,4.3,5.2,2.3,0.8,0.2,3.3,2.2,20.6,,-3.06,4,201,83,Guard,0
320,Daniel Ewing\ewingda01,2004-05,Duke,ACC,33,32.0,34.5,5.5,12.8,0.42700000000000005,3.4,6.8,0.498,2.1,6.0,0.34700000000000003,2.2,3.2,0.6920000000000001,0.7,2.5,3.2,4.0,2.0,0.4,3.0,3.0,15.3,,10.04,4,190,83,Guard,0
321,Damian Jones\jonesda03,2015-16,Vanderbilt,SEC,33,33.0,26.2,5.6,9.5,0.59,5.6,9.4,0.595,0.0,0.1,0.0,2.7,5.1,0.536,2.2,4.6,6.9,1.2,0.2,1.6,2.0,3.3,13.9,,8.68,3,208,112,Center,0
322,Marcus Williams\willima04,2005-06,UConn,Big East,23,20.0,33.3,3.6,8.9,0.40700000000000003,2.6,6.3,0.41,1.0,2.6,0.4,4.1,4.7,0.862,0.8,3.1,3.9,8.6,0.9,0.2,3.7,1.7,12.3,,6.57,3,190,92,Guard,0
323,Luther Head\headlu01,2004-05,Illinois,Big Ten,39,39.0,33.3,5.5,11.8,0.46299999999999997,2.5,4.6,0.547,3.0,7.3,0.41,2.0,2.5,0.7879999999999999,0.6,3.4,4.0,3.8,1.7,0.2,1.8,1.4,15.9,,8.47,4,190,83,Guard,0
324,Vander Blue\blueva01,2012-13,Marquette,Big East,34,34.0,33.0,5.4,11.9,0.45399999999999996,4.2,8.0,0.528,1.2,3.9,0.303,2.8,3.7,0.7559999999999999,0.6,2.6,3.2,1.8,1.1,0.0,2.3,1.8,14.8,,8.58,3,193,90,Guard,0
325,Tony Parker\parketo01,2015-16,UCLA,Pac-12,32,27.0,25.1,5.1,9.5,0.539,5.1,9.5,0.539,0.0,0.0,,2.3,4.7,0.493,3.3,4.9,8.2,0.7,0.6,1.0,1.7,3.2,12.6,,9.69,4,206,117,Forward,0
326,Willie Cauley-Stein\caulewi01,2014-15,Kentucky,SEC,39,38.0,25.9,3.5,6.1,0.5720000000000001,3.5,6.1,0.5720000000000001,0.0,0.0,,2.0,3.3,0.617,2.3,4.2,6.4,1.0,1.2,1.7,1.2,2.0,8.9,,8.67,3,213,108,Forward,0
327,Brent Price\pricebr01,1991-92,Oklahoma,Big 8,30,,35.5,6.1,13.0,.465,3.5,6.6,.538,2.5,6.5,.392,4.0,5.1,.789,,,3.7,6.2,2.7,0.2,2.3,3.1,18.7,,8.62,4,185,74,Guard,1
328,R.J. Hunter\hunterj01,2014-15,Georgia State,Sun Belt,35,35.0,37.0,5.8,14.7,0.395,3.5,7.2,0.488,2.3,7.5,0.305,5.8,6.6,0.878,0.8,3.9,4.7,3.6,2.1,1.0,2.2,2.4,19.7,,-2.03,3,198,86,Guard,0
329,Alex Len\lenal01,2012-13,Maryland,ACC,38,37.0,26.4,4.6,8.5,0.534,4.5,8.3,0.544,0.0,0.2,0.125,2.8,4.0,0.6859999999999999,2.9,5.0,7.8,1.0,0.2,2.1,1.6,2.7,11.9,,4.66,2,216,102,Center,0
330,Doug Christie\chrisdo01,1991-92,Pepperdine,WCC,31,31.0,34.1,6.8,14.6,0.466,5.5,10.7,0.514,1.3,3.9,0.33299999999999996,4.6,6.2,0.746,,,5.9,4.8,2.0,0.7,3.8,2.5,19.5,,0.86,3,198,90,Guard,0
331,Arnett Moultrie\moultar01,2011-12,Mississippi State,SEC,30,30,35.8,6.0,10.9,.549,5.7,10.3,.555,0.3,0.6,.444,4.1,5.3,.780,3.7,6.8,10.5,1.2,0.8,0.8,2.4,2.2,16.4,,4.86,3,211,112,Forward,1
332,Hersey Hawkins\hawkihe01,1987-88,Bradley,MVC,31,31.0,38.8,12.2,23.2,0.524,9.4,16.1,0.581,2.8,7.1,0.39399999999999996,9.2,10.8,0.848,,,7.8,3.6,2.6,0.8,2.1,2.5,36.3,,1.53,4,190,86,Guard,0
333,Anthony Grundy\grundan01,2001-02,NC State,ACC,34,33.0,32.4,6.4,13.3,0.486,5.1,9.3,0.546,1.4,4.0,0.34600000000000003,3.6,4.6,0.7659999999999999,1.6,3.9,5.5,3.5,2.1,0.1,2.2,2.1,17.8,,8.17,4,190,81,Guard,0
334,Desmond Mason\masonde01,1999-00,Oklahoma State,Big 12,34,34.0,35.4,6.2,12.4,0.499,4.3,8.1,0.536,1.9,4.4,0.43,3.7,4.8,0.767,,,6.6,1.5,1.2,1.0,1.8,2.0,18.0,,6.59,4,201,101,Forward,0
335,Courtney Sims\simsco01,2006-07,Michigan,Big Ten,35,29.0,24.6,4.1,7.2,0.57,4.1,7.2,0.57,0.0,0.0,,3.3,4.5,0.723,1.9,4.3,6.2,0.5,0.5,1.3,2.2,2.9,11.5,,6.79,4,208,111,Forward,0
336,Eddie Griffin\griffed01,2000-01,Seton Hall,Big East,30,30.0,32.6,6.9,16.0,0.429,5.5,11.7,0.469,1.4,4.3,0.32,2.7,3.6,0.7340000000000001,3.1,7.6,10.8,1.6,0.9,4.4,2.2,2.4,17.8,,6.03,1,208,99,Forward,0
337,Doug McDermott\mcderdo01,2013-14,Creighton,Big East,35,35.0,33.7,9.4,17.9,0.526,6.7,11.8,0.5670000000000001,2.7,6.1,0.449,5.1,5.9,0.8640000000000001,1.6,5.3,7.0,1.6,0.2,0.1,1.8,1.9,26.7,,7.17,4,203,102,Forward,0
338,Jonah Bolden\boldejo01,2015-16,UCLA,Pac-12,31,11.0,21.7,1.6,4.0,0.415,1.4,2.8,0.483,0.3,1.2,0.25,1.1,1.5,0.733,1.2,3.7,4.8,1.1,0.7,0.9,0.8,2.1,4.6,,9.69,1,208,97,Forward,0
339,James Nunnally\nunnaja01,2011-12,UCSB,Big West,31,31.0,33.7,5.8,12.4,0.47,4.0,7.4,0.537,1.8,5.0,0.37,2.5,3.2,0.7959999999999999,1.1,4.9,5.9,2.8,0.7,0.3,2.5,2.0,16.0,,-1.38,4,201,92,Forward,0
340,Baron Davis\davisba01,1998-99,UCLA,Pac-10,27,,30.7,5.6,11.6,0.48100000000000004,4.3,7.8,0.5479999999999999,1.3,3.8,0.34299999999999997,3.5,5.8,0.599,,,3.6,5.1,2.5,0.4,3.3,3.5,15.9,,8.84,2,190,94,Guard,0
341,Kyle Collinsworth\colliky01,2015-16,BYU,WCC,37,36.0,33.8,5.6,12.0,0.46399999999999997,5.3,11.0,0.484,0.2,1.0,0.243,3.9,6.1,0.652,2.3,5.9,8.2,7.4,2.0,0.5,3.4,2.0,15.3,,2.36,4,198,95,Guard,0
342,Patrick McCaw\mccawpa01,2015-16,UNLV,MWC,33,32.0,33.7,5.1,10.9,0.465,3.0,5.3,0.5710000000000001,2.1,5.6,0.366,2.5,3.2,0.774,1.2,4.0,5.1,3.9,2.5,0.4,2.1,2.2,14.7,,3.17,2,198,81,Guard,0
343,Ben Gordon\gordobe01,2003-04,UConn,Big East,39,39.0,34.5,6.1,14.1,0.434,3.5,8.0,0.434,2.7,6.2,0.433,3.6,4.4,0.8290000000000001,0.9,3.8,4.7,4.5,1.4,0.2,2.8,2.3,18.5,,7.77,3,190,90,Guard,0
344,Nate Robinson\robinna01,2004-05,Washington,Pac-10,35,35.0,31.5,5.4,11.6,0.46299999999999997,3.6,7.0,0.514,1.8,4.6,0.385,3.9,5.0,0.782,1.5,2.3,3.9,4.3,1.7,0.2,2.0,2.8,16.4,,7.66,3,175,81,Guard,0
345,Antoine Walker\walkean02,1995-96,Kentucky,SEC,36,,27.0,6.3,13.7,0.46299999999999997,6.1,12.3,0.493,0.3,1.3,0.188,2.3,3.6,0.631,,,8.4,2.9,1.7,0.7,2.5,2.4,15.2,,10.06,2,203,101,Forward,0
346,Henry Sims\simshe01,2011-12,Georgetown,Big East,33,33.0,27.5,4.0,8.7,0.462,4.0,8.6,0.46299999999999997,0.0,0.0,0.0,3.6,5.1,0.708,1.8,4.2,6.0,3.5,0.6,1.4,2.8,2.7,11.6,,7.69,4,208,111,Center,0
347,Pepe Sanchez\sanchpe01,1999-00,Temple,A-10,25,,33.6,1.8,5.7,0.324,0.8,2.5,0.306,1.1,3.2,0.33799999999999997,0.9,1.1,0.7859999999999999,,,5.5,8.0,3.4,0.1,2.1,2.0,5.6,,6.94,4,193,88,Guard,0
