,playerName,School,Conf,position,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,yearsInCollege,heightInCm,weightInKg,transferredSchools
737,Jarvis Hayes\hayesja01,Georgia,SEC,Forward,27.0,27.0,32.3,6.9,13.6,0.503,4.9,8.9,0.544,2.0,4.7,0.425,2.6,3.3,0.784,1.3,3.1,4.4,2.0,1.1,0.4,1.4,2.4,18.3,11.3,3.0,201.0,99.0,1.0
738,Kyle Kuzma\kuzmaky01,Utah,Pac-12,Forward,29.0,29.0,30.8,6.3,12.4,0.504,5.3,9.6,0.56,0.9,2.9,0.321,2.9,4.4,0.669,2.8,6.6,9.3,2.4,0.6,0.5,2.1,1.6,16.4,4.32,3.0,206.0,86.0,0.0
739,Erik Daniels\danieer01,Kentucky,SEC,Forward,32.0,32.0,30.0,6.3,10.8,0.581,6.1,10.1,0.601,0.2,0.7,0.304,1.8,2.8,0.629,2.3,3.8,6.1,2.8,1.1,0.5,2.1,2.9,14.5,8.55,4.0,203.0,97.0,0.0
740,Rasheed Wallace\wallara01,UNC,ACC,Forward,34.0,34.0,30.3,7.0,10.7,0.654,7.0,10.6,0.657,0.0,0.1,0.33299999999999996,2.6,4.1,0.631,1.7029752066115702,4.258016528925619,8.2,1.0,0.5,2.7,1.5,2.8,16.6,13.01,2.0,208.0,102.0,0.0
741,Othella Harrington\harriot01,Georgetown,Big East,Center,37.0,37.0,26.6,4.4,7.8,0.5589999999999999,4.4,7.7,0.563,0.0,0.1,0.0,3.5,4.7,0.741,1.7029752066115702,4.258016528925619,6.9,1.2,0.8,1.6,1.8,2.5,12.2,9.83,4.0,206.0,106.0,0.0
742,Damion Lee\leeda03,Louisville,ACC,Guard,30.0,30.0,33.6,5.1,11.8,0.428,3.0,5.9,0.517,2.0,6.0,0.341,3.8,4.5,0.843,0.6,3.3,3.9,2.0,1.5,0.0,1.7,2.1,15.9,7.74,5.0,198.0,90.0,1.0
743,Chandler Parsons\parsoch01,Florida,SEC,Forward,36.0,35.0,34.1,4.3,9.0,0.48,3.1,5.7,0.544,1.2,3.3,0.368,1.5,2.7,0.557,2.1,5.7,7.8,3.8,0.9,0.4,2.3,1.9,11.3,7.57,4.0,206.0,97.0,0.0
744,Andre Iguodala\iguodan01,Arizona,Pac-10,Forward,30.0,30.0,32.1,4.5,10.1,0.45,3.8,7.6,0.493,0.8,2.4,0.315,3.1,3.9,0.7879999999999999,2.4,6.0,8.4,4.9,1.6,0.4,2.8,2.5,12.9,6.63,2.0,198.0,93.0,0.0
745,Darnell Jackson\jacksda01,Kansas,Big 12,Forward,40.0,35.0,24.3,4.3,6.8,0.626,4.2,6.7,0.633,0.1,0.2,0.33299999999999996,2.6,3.7,0.691,2.0,4.7,6.7,1.1,0.8,0.5,1.3,2.3,11.2,8.2,4.0,206.0,114.0,0.0
746,Jayson Tatum\tatumja01,Duke,ACC,Forward,29.0,27.0,33.3,5.7,12.6,0.452,4.3,8.6,0.504,1.4,4.0,0.342,4.1,4.8,0.8490000000000001,1.3,6.0,7.3,2.1,1.3,1.1,2.6,3.0,16.8,10.91,1.0,203.0,92.0,0.0
747,Darius Johnson-Odom\johnsda03,Marquette,Big East,Guard,34.0,33.0,32.9,6.2,13.8,0.447,3.9,7.9,0.493,2.3,5.9,0.385,3.7,4.9,0.764,0.6,2.9,3.5,2.7,0.9,0.1,2.4,2.0,18.3,7.5,3.0,188.0,97.0,0.0
748,Alec Peters\peteral01,Valparaiso,Horizon,Forward,29.0,29.0,35.1,7.5,16.1,0.466,5.5,10.6,0.519,2.0,5.5,0.363,5.9,6.7,0.887,2.6,7.6,10.1,2.2,0.8,0.4,2.4,2.2,23.0,-1.59,4.0,206.0,102.0,0.0
749,Jason Collier\collija02,Georgia Tech,ACC,Center,30.0,30.191721132897605,32.5,5.9,12.5,0.473,4.9,9.7,0.503,1.0,2.8,0.369,4.1,5.5,0.735,1.7029752066115702,4.258016528925619,9.2,1.6,0.8,1.1,3.2,2.7,17.0,7.0,4.0,213.0,117.0,1.0
750,Mario Chalmers\chalmma01,Kansas,Big 12,Guard,39.0,38.0,30.0,4.2,8.2,0.516,2.3,4.2,0.562,1.9,4.0,0.46799999999999997,2.5,3.3,0.746,0.4,2.7,3.1,4.3,2.5,0.6,1.9,2.5,12.8,8.2,3.0,185.0,86.0,0.0
751,Brad Wanamaker\wanambr01,Pitt,Big East,Guard,34.0,34.0,30.4,3.9,8.7,0.44799999999999995,3.4,7.3,0.47200000000000003,0.5,1.4,0.327,3.4,4.5,0.76,1.4,3.9,5.2,5.1,1.4,0.4,2.3,2.1,11.7,7.85,4.0,193.0,95.0,0.0
752,Dikembe Mutombo*\mutomdi01,Georgetown,Big East,Center,32.0,30.191721132897605,34.1,5.3,9.1,0.586,5.3,9.1,0.586,0.0,0.0,0.34321338634857523,4.6,6.5,0.703,1.7029752066115702,4.258016528925619,12.2,1.6,0.6,4.7,2.3,2.8,15.2,14.31,3.0,218.0,111.0,0.0
753,Ansu Sesay\sesayan01,Ole Miss,SEC,Forward,29.0,30.191721132897605,30.8976088289393,6.2,13.7,0.456,5.5,11.6,0.475,0.7,2.1,0.35,5.4,7.4,0.727,1.7029752066115702,4.258016528925619,7.6,2.8,1.2,0.9,2.2771144278606963,2.327363184079602,18.6,7.07,4.0,206.0,102.0,0.0
754,Davon Reed\reedda01,Miami (FL),ACC,Guard,33.0,33.0,35.3,4.9,11.3,0.433,2.5,5.2,0.474,2.4,6.0,0.397,2.7,3.3,0.833,0.8,3.9,4.8,2.4,1.3,0.5,2.0,1.6,14.9,9.57,4.0,198.0,94.0,0.0
755,James Jones\jonesja02,Miami (FL),Big East,Forward,28.0,28.0,34.2,5.6,12.5,0.447,4.2,9.0,0.466,1.4,3.6,0.4,4.2,5.1,0.831,1.9,4.2,6.0,1.8,1.6,1.8,2.5,2.7,16.9,4.91,4.0,203.0,102.0,0.0
756,Peyton Siva\sivape01,Louisville,Big East,Guard,40.0,40.0,31.2,3.5,8.6,0.40399999999999997,2.5,5.3,0.47600000000000003,1.0,3.3,0.28800000000000003,2.1,2.5,0.867,0.3,2.1,2.4,5.7,2.3,0.2,2.7,2.6,10.0,9.13,4.0,183.0,83.0,0.0
757,Chris Wilcox\wilcoch01,Maryland,ACC,Center,36.0,26.0,24.1,4.8,9.5,0.504,4.8,9.5,0.507,0.0,0.1,0.0,2.4,4.1,0.585,2.7,4.4,7.1,1.5,0.8,1.5,1.5,2.7,12.0,9.38,2.0,208.0,100.0,0.0
758,Joe Crispin\crispjo01,Penn State,Big Ten,Guard,33.0,33.0,34.0,5.9,15.8,0.373,2.6,6.7,0.395,3.3,9.2,0.35600000000000004,4.4,5.0,0.873,0.5,3.1,3.6,3.3,1.4,0.2,2.9,2.1,19.5,10.54,4.0,183.0,83.0,0.0
759,Jelani McCoy\mccoyje01,UCLA,Pac-10,Center,15.0,30.191721132897605,30.8976088289393,3.8,6.3,0.6,3.8,6.3,0.6,0.0,0.0,0.34321338634857523,2.3,4.5,0.522,1.7029752066115702,4.258016528925619,7.1,0.9,0.5,1.7,2.2771144278606963,2.327363184079602,9.9,11.01,3.0,208.0,111.0,0.0
760,Lucious Harris\harrilu01,Long Beach State,Big West,Guard,32.0,30.191721132897605,36.4,7.8,14.9,0.525,5.6,9.4,0.591,2.3,5.5,0.41200000000000003,5.1,6.6,0.774,1.7029752066115702,4.258016528925619,5.3,2.5,1.8,0.2,2.1,1.5,23.1,2.38,4.0,196.0,86.0,0.0
761,Cleanthony Early\earlycl01,Wichita State,MVC,Forward,36.0,36.0,27.4,5.2,10.7,0.484,3.4,5.8,0.579,1.8,4.9,0.373,4.2,5.0,0.8440000000000001,1.3,4.6,5.9,0.8,0.8,0.8,1.9,2.3,16.4,1.73,2.0,203.0,99.0,0.0
762,Marcus Georges-Hunt\georgma01,Georgia Tech,ACC,Forward,36.0,36.0,32.4,4.9,10.9,0.45399999999999996,3.8,7.6,0.502,1.1,3.3,0.342,5.7,6.9,0.823,0.9,2.5,3.4,3.3,0.9,0.4,2.0,2.6,16.7,9.95,4.0,196.0,97.0,0.0
763,Dorian Finney-Smith\finnedo01,Florida,SEC,Forward,36.0,36.0,31.8,4.7,10.8,0.43700000000000006,2.7,5.4,0.505,2.0,5.4,0.368,3.4,4.6,0.733,2.5,5.9,8.3,2.1,0.9,0.8,1.9,2.2,14.7,9.19,4.0,203.0,98.0,1.0
764,Ricky Davis\davisri01,Iowa,Big Ten,Forward,31.0,30.191721132897605,30.8976088289393,5.6,12.0,0.466,4.7,9.0,0.518,0.9,2.9,0.308,2.9,4.2,0.698,1.7029752066115702,4.258016528925619,4.8,2.4,1.2,0.3,2.2771144278606963,2.327363184079602,15.0,6.04,1.0,198.0,88.0,0.0
765,Noah Vonleh\vonleno01,Indiana,Big Ten,Forward,30.0,29.0,26.5,3.8,7.2,0.523,3.2,6.1,0.53,0.5,1.1,0.485,3.2,4.5,0.716,2.4,6.6,9.0,0.6,0.9,1.4,2.1,2.7,11.3,6.64,1.0,208.0,108.0,0.0
766,Anthony Randolph\randoan01,LSU,SEC,Forward,31.0,31.0,32.8,5.9,12.7,0.46399999999999997,5.8,12.1,0.483,0.1,0.6,0.105,3.7,5.4,0.693,2.8,5.7,8.5,1.2,1.1,2.3,3.0,2.7,15.6,5.66,1.0,208.0,92.0,0.0
767,Malik Beasley\beaslma01,Florida State,ACC,Guard,34.0,33.0,29.8,5.4,11.6,0.47100000000000003,3.8,7.4,0.518,1.6,4.2,0.387,3.1,3.8,0.813,1.3,4.0,5.3,1.5,0.9,0.2,1.7,2.2,15.6,8.16,1.0,196.0,86.0,0.0
768,Paul Grant\grantpa01,Wisconsin,Big Ten,Center,28.0,30.191721132897605,27.3,4.6,9.3,0.494,4.6,9.3,0.496,0.0,0.0,0.0,3.3,4.6,0.713,1.7029752066115702,4.258016528925619,5.2,0.8,0.5,1.2,2.2,2.9,12.5,9.41,4.0,213.0,111.0,1.0
769,Eric Montross\montrer01,UNC,ACC,Center,35.0,35.0,31.7,5.2,9.3,0.56,5.2,9.3,0.56,0.0,0.0,0.34321338634857523,3.1,5.6,0.5579999999999999,1.7029752066115702,4.258016528925619,8.1,0.8,0.5,1.8,1.9,3.0,13.6,9.36,4.0,213.0,122.0,0.0
770,Kenny Thomas\thomake01,New Mexico,WAC,Forward,26.0,30.191721132897605,34.7,6.2,11.4,0.545,5.2,8.6,0.603,1.0,2.8,0.37,4.3,5.9,0.7340000000000001,1.7029752066115702,4.258016528925619,10.0,2.0,1.6,2.4,2.6,2.5,17.8,0.74,4.0,201.0,118.0,0.0
771,Marcus Landry\landrma01,Wisconsin,Big Ten,Forward,33.0,33.0,31.3,5.0,10.0,0.502,4.2,7.6,0.544,0.9,2.4,0.36700000000000005,1.7,2.8,0.626,1.6,3.0,4.6,1.5,0.8,1.1,1.6,2.4,12.7,8.43,4.0,201.0,104.0,0.0
772,Blake Ahearn\ahearbl01,Missouri State,MVC,Guard,33.0,32.0,31.0,4.6,9.9,0.466,1.8,3.8,0.46799999999999997,2.8,6.1,0.465,3.4,3.6,0.925,0.2,2.0,2.2,2.1,0.6,0.0,2.0,1.5,15.4,5.93,4.0,188.0,86.0,0.0
773,Alexander Johnson\johnsal01,Florida State,ACC,Center,29.0,28.0,24.9,4.4,8.1,0.54,4.1,7.1,0.573,0.3,1.0,0.31,4.1,5.9,0.706,2.6,4.9,7.4,0.7,1.1,1.0,2.8,3.2,13.2,4.86,3.0,206.0,108.0,0.0
774,Austin Rivers\riverau01,Duke,ACC,Guard,34.0,33.0,33.2,5.1,11.8,0.433,3.4,7.1,0.47700000000000004,1.7,4.7,0.365,3.6,5.4,0.6579999999999999,0.6,2.8,3.4,2.1,1.0,0.0,2.3,2.2,15.5,8.4,1.0,193.0,90.0,0.0
775,Kevin Knox\knoxke01,Kentucky,SEC,Forward,37.0,37.0,32.4,5.3,11.9,0.445,3.8,7.4,0.509,1.5,4.5,0.341,3.4,4.4,0.774,0.9,4.5,5.4,1.4,0.8,0.3,2.3,2.2,15.6,10.73,1.0,206.0,97.0,0.0
776,Paul McPherson\mcphepa01,DePaul,CUSA,Guard,32.0,30.191721132897605,27.4,4.7,8.8,0.53,4.5,8.3,0.5429999999999999,0.2,0.5,0.313,1.8,2.8,0.629,1.7029752066115702,4.258016528925619,4.7,1.8,1.6,0.6,2.2,2.4,11.2,7.83,1.0,193.0,95.0,0.0
777,Kemba Walker\walkeke02,UConn,Big East,Guard,41.0,41.0,37.6,7.7,18.0,0.428,5.9,12.5,0.47100000000000003,1.8,5.5,0.33,6.3,7.7,0.8190000000000001,1.3,4.1,5.4,4.5,1.9,0.2,2.3,1.4,23.5,10.44,3.0,185.0,78.0,0.0
778,Klay Thompson\thompkl01,Washington State,Pac-10,Guard,34.0,33.0,34.7,7.1,16.2,0.436,4.2,9.0,0.466,2.9,7.2,0.39799999999999996,4.6,5.4,0.838,0.7,4.5,5.2,3.7,1.6,0.9,3.4,2.9,21.6,6.81,3.0,198.0,90.0,0.0
779,Emanual Davis\davisem01,Delaware State,MEAC,Guard,25.0,24.0,33.5,6.6,13.1,0.503,5.0,8.9,0.5589999999999999,1.6,4.2,0.387,4.9,6.5,0.748,1.7029752066115702,4.258016528925619,4.7,5.6,3.4,0.5,3.8,3.1,19.7,-10.39,3.0,193.0,88.0,0.0
780,Jared Reiner\reineja01,Iowa,Big Ten,Center,13.0,12.0,23.5,3.3,7.4,0.44799999999999995,3.3,7.4,0.44799999999999995,0.0,0.0,0.34321338634857523,3.9,5.8,0.6709999999999999,2.2,4.9,7.2,1.5,0.5,0.8,2.5,3.2,10.5,6.17,4.0,211.0,115.0,0.0
781,Hamidou Diallo\diallha01,Kentucky,SEC,Guard,37.0,37.0,24.8,3.6,8.5,0.428,2.9,6.4,0.45799999999999996,0.7,2.1,0.33799999999999997,2.1,3.4,0.616,0.9,2.8,3.6,1.2,0.8,0.4,1.4,2.6,10.0,10.73,1.0,196.0,86.0,0.0
782,Cherokee Parks\parksch02,Duke,ACC,Forward,31.0,31.0,35.2,7.2,14.3,0.501,6.2,11.5,0.534,1.0,2.7,0.365,3.7,4.7,0.7759999999999999,1.7029752066115702,4.258016528925619,9.3,1.5,0.8,1.8,2.0,2.2,19.0,11.89,4.0,211.0,106.0,0.0
783,Kris Dunn\dunnkr01,Providence,Big East,Guard,33.0,32.0,33.0,5.6,12.5,0.44799999999999995,4.3,9.0,0.47700000000000004,1.3,3.4,0.37200000000000005,4.0,5.8,0.695,1.1,4.2,5.3,6.2,2.5,0.6,3.5,2.8,16.4,8.46,4.0,190.0,92.0,0.0
784,Dewayne Dedmon\dedmode01,USC,Pac-12,Forward,31.0,29.0,22.3,2.8,5.7,0.5,2.8,5.6,0.509,0.0,0.1,0.0,1.0,1.5,0.6809999999999999,2.3,4.7,7.0,0.6,1.1,2.1,1.6,3.0,6.7,8.25,2.0,213.0,115.0,0.0
785,Reggie Hearn\hearnre01,Northwestern,Big Ten,Guard,30.0,30.0,33.0,4.3,9.7,0.441,3.0,5.9,0.508,1.3,3.8,0.336,3.6,4.9,0.735,1.0,3.7,4.6,1.5,1.2,0.4,1.9,2.6,13.4,8.3,4.0,193.0,95.0,0.0
786,Ron Mercer\mercero01,Kentucky,SEC,Forward,40.0,30.191721132897605,32.5,7.4,15.1,0.493,6.2,11.6,0.537,1.2,3.5,0.348,2.1,2.6,0.7809999999999999,1.7029752066115702,4.258016528925619,5.3,2.4,1.7,0.3,1.7,2.4,18.1,9.2,2.0,201.0,95.0,0.0
787,Fab Melo\melofa01,Syracuse,Big East,Center,30.0,30.0,25.4,3.3,5.8,0.5660000000000001,3.3,5.8,0.5660000000000001,0.0,0.0,0.34321338634857523,1.3,2.0,0.633,2.7,3.2,5.8,0.7,0.5,2.9,1.4,2.8,7.8,8.02,2.0,213.0,110.0,0.0
788,Ryan Broekhoff\broekry01,Valparaiso,Horizon,Guard,33.0,33.0,32.2,4.8,10.7,0.44799999999999995,2.3,4.7,0.48700000000000004,2.5,6.0,0.41700000000000004,3.6,4.1,0.8809999999999999,1.2,6.1,7.3,2.3,1.0,0.8,1.9,1.4,15.7,-1.13,4.0,201.0,97.0,0.0
789,Chucky Atkins\atkinch01,South Florida,CUSA,Guard,28.0,30.191721132897605,38.0,6.3,14.5,0.43200000000000005,3.3,6.6,0.503,2.9,7.9,0.373,3.9,5.0,0.773,1.7029752066115702,4.258016528925619,3.0,4.0,1.3,0.3,3.3,1.9,19.3,3.41,4.0,180.0,72.0,0.0
790,DaJuan Summers\summeda01,Georgetown,Big East,Forward,31.0,31.0,29.4,4.4,9.3,0.474,2.7,5.0,0.552,1.7,4.4,0.385,3.1,4.4,0.713,1.2,3.0,4.1,1.3,1.1,0.7,2.6,2.6,13.6,8.97,3.0,203.0,107.0,0.0
791,Kevin Edwards\edwarke01,DePaul,Ind,Guard,30.0,30.191721132897605,33.3,7.3,13.8,0.5329999999999999,6.5,11.9,0.546,0.8,1.9,0.446,2.8,3.5,0.7829999999999999,1.7029752066115702,4.258016528925619,5.3,3.9,2.3,0.6,2.4,2.0,18.3,3.23,2.0,190.0,86.0,0.0
792,Sonny Weems\weemsso01,Arkansas,SEC,Forward,34.0,34.0,31.4,5.8,12.5,0.46399999999999997,4.2,8.2,0.513,1.6,4.3,0.37,1.8,2.2,0.8029999999999999,1.6,2.8,4.5,2.6,1.3,0.2,2.8,2.2,15.0,6.73,2.0,198.0,92.0,0.0
793,Devin Robinson\robinde01,Florida,SEC,Forward,36.0,35.0,26.4,3.9,8.3,0.475,2.8,5.3,0.524,1.2,3.1,0.391,2.0,2.8,0.723,1.7,4.4,6.1,0.6,0.9,0.8,1.1,2.3,11.1,11.01,3.0,203.0,80.0,0.0
794,Ira Newble\newblir01,Miami (OH),MAC,Center,29.0,30.191721132897605,26.1,4.8,8.0,0.597,4.6,7.6,0.606,0.1,0.3,0.4,1.7,2.6,0.662,1.7029752066115702,4.258016528925619,7.5,1.2,1.2,0.8,2.2771144278606963,2.327363184079602,11.3,0.63,2.0,201.0,99.0,0.0
795,Lazar Hayward\haywala01,Marquette,Big East,Forward,34.0,34.0,32.3,6.5,15.1,0.43200000000000005,4.6,9.6,0.479,1.9,5.5,0.349,3.1,3.7,0.843,2.1,5.4,7.5,1.5,1.9,0.5,2.0,3.4,18.1,8.23,4.0,198.0,102.0,0.0
796,Maurice Ndour\ndourma01,Ohio,MAC,Forward,30.0,29.0,34.9,5.5,11.3,0.484,4.6,9.2,0.495,0.9,2.1,0.435,4.1,5.3,0.785,2.3,6.1,8.3,1.7,1.1,2.3,3.0,2.8,16.0,0.45,2.0,206.0,90.0,0.0
797,Jerryd Bayless\bayleje01,Arizona,Pac-10,Guard,30.0,30.0,35.7,5.8,12.6,0.45799999999999996,3.8,7.8,0.489,2.0,4.8,0.40700000000000003,6.2,7.4,0.8390000000000001,0.4,2.3,2.7,4.0,1.0,0.1,3.0,2.2,19.7,10.22,1.0,190.0,90.0,0.0
798,Rawle Marshall\marshra01,Oakland,Mid-Cont,Guard,32.0,31.0,36.2,6.6,14.9,0.44,5.3,10.8,0.496,1.2,4.1,0.295,5.5,7.6,0.731,2.7,5.0,7.7,2.2,1.8,1.3,3.2,2.3,19.9,0.86,4.0,206.0,86.0,1.0
799,Chris Singleton\singlch01,Florida State,ACC,Forward,28.0,25.0,29.1,4.4,10.2,0.434,3.2,6.8,0.466,1.3,3.4,0.368,3.0,4.5,0.667,2.1,4.8,6.8,1.2,2.0,1.5,2.2,3.2,13.1,6.45,3.0,206.0,99.0,0.0
800,Jackson Vroman\vromaja01,Iowa State,Big 12,Forward,32.0,31.0,30.7,5.8,10.3,0.564,5.8,10.1,0.573,0.0,0.2,0.14300000000000002,2.3,4.4,0.507,3.7,5.9,9.6,2.3,1.4,0.7,3.2,3.5,13.9,8.06,2.0,208.0,99.0,0.0
801,D.J. Kennedy\kennedj01,St. John's (NY),Big East,Guard,32.0,31.0,28.7,3.3,7.1,0.456,2.6,5.4,0.486,0.6,1.7,0.364,3.3,4.2,0.778,1.4,4.3,5.6,2.0,1.8,0.5,1.7,2.1,10.4,10.01,4.0,196.0,97.0,0.0
802,Luke Harangody\haranlu01,Notre Dame,Big East,Forward,30.0,25.0,33.0,8.1,16.9,0.48100000000000004,7.3,14.2,0.514,0.8,2.7,0.309,4.7,5.9,0.787,2.2,6.9,9.1,1.6,0.5,0.7,1.8,2.3,21.8,6.22,4.0,203.0,111.0,0.0
803,Cheick Diallo\diallch01,Kansas,Big 12,Forward,27.0,1.0,7.5,1.2,2.1,0.569,1.2,2.1,0.569,0.0,0.0,0.34321338634857523,0.6,1.0,0.556,0.6,1.9,2.5,0.0,0.3,0.9,0.6,1.4,3.0,11.22,1.0,206.0,98.0,0.0
804,Eric Bledsoe\bledser01,Kentucky,SEC,Guard,37.0,35.0,30.3,3.9,8.4,0.462,2.6,5.0,0.516,1.3,3.5,0.38299999999999995,2.2,3.3,0.667,0.5,2.6,3.1,2.9,1.4,0.3,3.0,2.2,11.3,6.82,1.0,185.0,86.0,0.0
805,Andre Drummond\drumman01,UConn,Big East,Center,34.0,30.0,28.4,4.6,8.6,0.5379999999999999,4.6,8.5,0.541,0.0,0.1,0.0,0.8,2.6,0.295,3.4,4.2,7.6,0.4,0.8,2.7,1.5,2.2,10.0,8.07,1.0,208.0,122.0,0.0
806,Milton Doyle\doylemi01,Loyola (IL),MVC,Guard,32.0,32.0,32.6,5.3,11.8,0.447,4.0,8.1,0.488,1.3,3.6,0.353,3.4,4.3,0.797,0.6,4.4,5.0,4.4,1.7,0.7,2.9,2.4,15.2,1.02,4.0,193.0,83.0,0.0
807,Jordan Farmar\farmajo01,UCLA,Pac-10,Guard,37.0,37.0,30.4,4.6,11.4,0.41,2.9,6.2,0.47200000000000003,1.7,5.1,0.33299999999999996,2.5,3.4,0.7170000000000001,0.6,2.0,2.6,5.1,1.1,0.2,3.6,1.7,13.5,8.27,2.0,188.0,81.0,0.0
808,Chris Wright\wrighch01,Dayton,A-10,Forward,36.0,35.0,28.8,5.0,10.8,0.45899999999999996,4.8,10.2,0.473,0.1,0.6,0.22699999999999998,3.1,5.1,0.6,2.3,6.1,8.4,1.8,0.8,1.4,2.8,2.8,13.2,3.2,4.0,203.0,102.0,0.0
809,Anthony Brown\brownan02,Oklahoma State,Big 12,Forward,33.0,1.0,13.2,0.9,1.8,0.508,0.9,1.8,0.508,0.0,0.0,0.34321338634857523,0.6,1.0,0.594,0.8,1.2,2.1,0.3,0.3,0.4,0.4,2.0,2.4,7.44,2.0,198.0,102.0,0.0
810,Kaniel Dickens\dickeka01,Idaho,Big West,Center,29.0,30.191721132897605,27.4,4.1,8.4,0.486,3.6,7.2,0.502,0.4,1.2,0.382,3.5,5.5,0.638,1.7029752066115702,4.258016528925619,6.6,0.9,0.9,0.9,2.2,3.3,12.1,1.53,2.0,203.0,97.0,0.0
811,Andrew Nicholson\nichoan01,St. Bonaventure,A-10,Forward,32.0,32.0,30.1,6.9,12.0,0.5710000000000001,6.2,10.4,0.593,0.7,1.7,0.434,4.0,5.2,0.7759999999999999,2.6,5.8,8.4,1.0,0.7,2.0,2.5,2.8,18.5,2.84,4.0,206.0,108.0,0.0
812,Isaiah Briscoe\briscis01,Kentucky,SEC,Guard,36.0,36.0,30.4,4.5,9.6,0.47,4.1,8.0,0.507,0.5,1.6,0.28800000000000003,2.6,4.1,0.635,1.5,3.9,5.4,4.2,0.8,0.2,2.5,2.6,12.1,10.49,2.0,190.0,91.0,0.0
813,Ira Bowman\bowmair01,Penn,Ivy,Forward,27.0,30.191721132897605,35.2,5.5,12.1,0.45399999999999996,4.5,9.3,0.48,1.0,2.8,0.368,4.4,6.1,0.711,1.7029752066115702,4.258016528925619,5.0,5.3,2.1,0.3,2.2771144278606963,2.327363184079602,16.4,-4.87,5.0,196.0,88.0,1.0
814,Stephen Curry\curryst01,Davidson,Southern,Guard,34.0,34.0,33.7,9.2,20.2,0.45399999999999996,5.4,10.3,0.519,3.8,9.9,0.387,6.5,7.4,0.8759999999999999,0.6,3.8,4.4,5.6,2.5,0.2,3.7,2.4,28.6,-3.33,3.0,190.0,83.0,0.0
815,Darius Songaila\songada01,Wake Forest,ACC,Forward,34.0,34.0,30.5,6.0,11.5,0.523,5.8,11.0,0.529,0.2,0.5,0.375,5.7,6.6,0.8540000000000001,2.2,5.9,8.1,2.6,1.3,0.8,3.5,3.1,17.9,10.28,4.0,206.0,112.0,0.0
816,Pierre Jackson\jackspi01,Baylor,Big 12,Guard,36.0,35.0,34.8,6.0,14.1,0.42700000000000005,3.6,7.3,0.49,2.4,6.8,0.359,5.3,6.7,0.8,0.7,3.1,3.8,7.1,1.5,0.0,3.4,2.2,19.8,7.13,2.0,178.0,81.0,0.0
817,Brandon Williams\willibr01,Davidson,Southern,Forward,30.0,30.191721132897605,27.8,6.5,13.0,0.496,4.8,8.9,0.537,1.7,4.1,0.40700000000000003,3.6,4.6,0.775,1.7029752066115702,4.258016528925619,6.0,1.2,1.2,1.0,2.2771144278606963,2.327363184079602,18.2,-4.9,4.0,198.0,97.0,0.0
818,Mike Harris\harrimi01,Rice,WAC,Forward,31.0,31.0,32.5,7.7,12.7,0.608,7.5,11.8,0.637,0.2,0.9,0.24100000000000002,4.9,6.1,0.8,3.6,8.1,11.7,1.3,1.3,1.2,2.2,2.6,20.6,3.07,4.0,198.0,108.0,0.0
819,Josh Hart\hartjo01,Villanova,Big East,Guard,36.0,35.0,33.1,6.6,12.9,0.51,4.5,7.8,0.579,2.1,5.1,0.40399999999999997,3.5,4.7,0.747,1.4,5.0,6.4,2.9,1.6,0.3,2.0,2.3,18.7,9.28,4.0,196.0,92.0,0.0
820,D.J. Wilson\wilsodj01,Michigan,Big Ten,Forward,38.0,36.0,30.4,4.3,8.0,0.5379999999999999,3.2,5.1,0.631,1.1,2.9,0.373,1.3,1.6,0.833,1.5,3.8,5.3,1.3,0.5,1.5,1.1,1.9,11.0,10.17,3.0,206.0,99.0,0.0
821,Daniel Orton\ortonda01,Kentucky,SEC,Forward,38.0,0.0,13.2,1.3,2.4,0.527,1.3,2.3,0.539,0.0,0.1,0.0,0.9,1.7,0.524,1.2,2.1,3.3,0.4,0.6,1.4,1.0,2.3,3.4,6.82,1.0,211.0,115.0,0.0
822,Andre Roberson\roberan03,Colorado,Pac-12,Forward,31.0,30.0,33.4,4.3,8.9,0.48,3.6,7.0,0.521,0.6,1.9,0.32799999999999996,1.7,3.2,0.551,3.0,8.2,11.2,1.4,2.2,1.3,2.4,2.5,10.9,7.95,3.0,201.0,95.0,0.0
823,Miles Bridges\bridgmi02,Michigan State,Big Ten,Guard,34.0,33.0,31.4,6.1,13.4,0.457,4.1,7.7,0.527,2.1,5.7,0.364,2.7,3.2,0.853,1.3,5.7,7.0,2.7,0.6,0.8,2.0,1.6,17.1,7.1,2.0,201.0,104.0,0.0
824,Tim Frazier\fraziti01,Penn State,Big Ten,Guard,34.0,34.0,35.2,4.8,11.1,0.43,4.1,8.6,0.47100000000000003,0.7,2.5,0.29100000000000004,4.6,5.9,0.785,0.9,3.5,4.4,5.4,1.6,0.2,2.7,2.6,14.9,7.06,5.0,185.0,77.0,0.0
825,Greg Smith\smithgr02,Delaware State,MEAC,Forward,29.0,22.0,13.8,1.4,3.7,0.38,1.3,3.6,0.359,0.1,0.2,0.8,0.2,0.3,0.75,0.8,1.2,2.0,0.4,0.3,0.3,0.3,2.0,3.2,-7.6,2.0,201.0,111.0,0.0
