playerName,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS, ,SOS,yearsInCollege,heightInCm,weightInKg,position
Rodney McGruder\mcgruro01,2012-13,Kansas State,Big 12,35,34,33.5,5.8,13.2,0.442,4.4,8.9,0.494,1.5,4.3,0.336,2.5,3.3,0.752,2.1,3.3,5.4,2,1.3,0.3,1.7,1.5,15.6,,6.53,4,193,92,Guard
Malcolm Thomas\thomama01,2009-10,Louisiana-Monroe,Sun Belt,9,4,18.9,2,6,0.333,1.7,4.4,0.375,0.3,1.6,0.214,1.3,1.7,0.8,0.8,1,1.8,0.7,1,0.2,1.8,1.8,5.7,,-5.3,2,198,83,Forward
Antawn Jamison\jamisan01,1997-98,UNC,ACC,37,,,8.5,14.8,0.579,8.4,14.4,0.584,0.2,0.4,0.4,5,7.5,0.667,,,10.5,0.8,0.8,0.8,,,22.2,,10.38,3,206,100,Forward
P.J. Brown\brownpj01,1991-92,Louisiana Tech,Sun Belt,31,,30,4.9,10,0.489,4.6,9.2,0.504,0.3,0.8,0.32,2.7,3.7,0.73,,,9.9,1.7,0.9,2.4,2.4,3.1,12.7,,-0.24,4,211,102,Center
Kenneth Faried\farieke01,2010-11,Morehead State,OVC,35,34,34.7,6.7,10.7,0.623,6.7,10.7,0.623,0,0,,4,6.9,0.577,5.7,8.8,14.5,1.1,1.9,2.3,2.6,3.1,17.3,,-3.13,4,203,103,Forward
Gani Lawal\lawalga01,2009-10,Georgia Tech,ACC,36,36,25.8,4.8,9,0.529,4.8,9,0.531,0,0,0,3.5,6.2,0.572,2.9,5.6,8.5,0.4,0.4,1.4,2.2,2.1,13.1,,9.02,3,206,106,Forward
Otto Porter\porteot01,2012-13,Georgetown,Big East,31,30,35.4,5.4,11.3,0.48,4,8,0.504,1.4,3.3,0.422,3.9,5.1,0.777,1.8,5.7,7.5,2.7,1.8,0.9,1.5,2,16.2,,7.59,2,203,92,Forward
CJ McCollum\mccolcj01,2012-13,Lehigh,Patriot,12,11,31,8,16.2,0.495,5.3,10.8,0.485,2.8,5.3,0.516,5.2,6.1,0.849,1,4,5,2.9,1.4,0.3,2.7,1.8,23.9,,-3.01,4,190,81,Guard
Treveon Graham\grahatr01,2014-15,VCU,A-10,33,33,29.4,5.2,12.2,0.428,3.3,7.1,0.462,1.9,5.1,0.381,3.8,5.5,0.691,2.2,4.9,7.1,1.6,0.6,0.3,1.2,2,16.2,,6.1,4,198,99,Guard
Mike Muscala\muscami01,2012-13,Bucknell,Patriot,34,34,31.7,6.7,13.1,0.509,6.6,12.6,0.519,0.1,0.5,0.25,5.3,6.7,0.789,2.9,8.2,11.1,2.3,0.5,2.4,1.7,2.2,18.7,,-1.96,4,211,106,Forward
Tyler Lydon\lydonty01,2016-17,Syracuse,ACC,34,34,36.1,4.4,9.4,0.473,3,5.7,0.523,1.4,3.6,0.395,2.9,3.4,0.836,2.3,6.3,8.6,2.1,1,1.4,1.7,2.5,13.2,,8.46,2,203,92,Forward
Jimmer Fredette\fredeji01,2010-11,BYU,MWC,37,37,35.8,9.4,20.7,0.452,6,12.2,0.491,3.4,8.5,0.396,6.8,7.6,0.894,0.6,2.8,3.4,4.3,1.3,0,3.5,1.3,28.9,,5.76,4,188,88,Guard
Dahntay Jones\jonesda02,,Rutgers,,63,,29.9,4.5,10.8,0.418,3.7,8.5,0.439,0.8,2.3,0.34,3.4,4.6,0.75,,,4.3,1.8,1,0.7,2.5,3.1,13.3,,,6,198,95,Forward
Keith Appling\applike01,2013-14,Michigan State,Big Ten,35,32,31.5,3.8,8.3,0.452,2.8,5.7,0.495,1,2.7,0.362,2.7,4,0.66,0.4,2.7,3,4.5,1.2,0.4,2.1,2.7,11.2,,9.38,4,185,83,Guard
Andrew Goudelock\goudean01,2010-11,College of Charleston,Southern,37,37,35.2,8.6,18.9,0.455,5.1,10.2,0.496,3.5,8.7,0.407,3,3.6,0.821,0.7,3.2,3.9,4.2,0.9,0.2,3.2,1.8,23.7,,-1.04,4,188,90,Guard
Semi Ojeleye\ojelese01,,Duke,,23,0,6.2,0.5,1.4,0.375,0.2,0.4,0.444,0.3,1,0.348,0.6,0.8,0.778,0.4,0.8,1.3,0.1,0.3,0.2,0.2,0.7,2,,,5,203,104,Forward
Bryce Drew\drewbr01,1997-98,Valparaiso,Mid-Cont,31,,,6.7,14.9,0.45,3.7,7.9,0.465,3,7,0.433,3.3,4.2,0.792,,,4.2,5,1.7,0.1,,,19.8,,-2.66,4,188,83,Guard
Dale Davis\davisda01,1990-91,Clemson,ACC,28,28,34.7,6.8,12.8,0.532,6.8,12.8,0.535,0,0.1,0,4.3,7.3,0.58,,,12.1,1.3,1.3,2.6,2.4,3.4,17.9,,8.99,4,211,104,Forward
Keith Benson\bensoke02,2010-11,Oakland,Summit,35,35,32.4,6.6,12.1,0.547,6.3,11.4,0.556,0.3,0.7,0.391,4.5,7,0.643,2.7,7.5,10.1,1.1,0.8,3.6,1.9,3.1,17.9,,0.1,4,211,104,Center
Kelvin Cato\catoke01,,South Alabama,,24,,18,2,5.1,0.398,2,5.1,0.398,0,0,,1.9,3.3,0.57,,,5.8,0.7,0.7,3.5,1.3,2.5,6,,,5,211,115,Center
Brandon Bass\bassbr01,2004-05,LSU,SEC,30,29,33.6,6,10.6,0.567,5.6,9.8,0.577,0.4,0.9,0.462,4.9,6.3,0.777,2.7,6.3,9.1,0.8,0.8,1.6,1.8,2.4,17.3,,7.77,2,203,108,Forward
Aaron Brooks\brookaa01,2006-07,Oregon,Pac-10,35,35,36.8,6.1,13.2,0.46,3.8,7.6,0.502,2.3,5.7,0.404,3.3,3.9,0.846,0.9,3.4,4.3,4.3,1.4,0.2,2.5,2.5,17.7,,6.3,4,183,73,Guard
Omar Cook\cookom01,2000-01,St. John's (NY),Big East,29,29,38.2,4.9,13.5,0.36,2.5,5.9,0.424,2.3,7.6,0.309,3.3,4.4,0.742,0.6,2.4,3,8.7,2.3,0.2,5.1,2.8,15.3,,8.27,1,185,86,Guard
Kyle O'Quinn\oquinky01,2011-12,Norfolk State,MEAC,36,36,31.3,5.7,9.9,0.573,5.5,9.1,0.61,0.2,0.9,0.188,4.3,6.2,0.696,3.2,7.2,10.3,1.4,0.7,2.7,2.6,3.3,15.9,,-5.39,4,208,108,Center
Hubert Davis\davishu01,1991-92,UNC,ACC,33,30,33.2,7.3,14.4,0.508,4.7,8.4,0.565,2.6,6,0.429,4.2,5.1,0.828,,,2.3,1.6,1.3,0.2,1.4,1.3,21.4,,10.14,4,196,83,Guard
Rob Kurz\kurzro01,2007-08,Notre Dame,Big East,33,33,28.6,3.8,8.4,0.45,2.6,5.4,0.48,1.2,3,0.394,3.7,4.3,0.853,1.9,5.2,7.1,1.9,0.6,1.5,2.1,3,12.5,,7.03,4,206,105,Forward
Alex Acker\ackeral01,2004-05,Pepperdine,WCC,31,31,37.2,5.9,13.1,0.45,4,8.7,0.459,1.9,4.4,0.431,2.9,3.4,0.858,1.4,5.1,6.5,3.7,1.3,0.5,2.6,1.9,16.6,,1.51,3,196,83,Guard
Gorgui Dieng\dienggo01,2012-13,Louisville,Big East,33,32,31.1,3.8,7.1,0.534,3.8,7.1,0.534,0,0,,2.2,3.4,0.652,3.4,6,9.4,2,1.3,2.5,1.8,2.6,9.8,,9.13,3,211,111,Center
D.J. Stephens\stephdj01,2012-13,Memphis,CUSA,36,28,23.6,3,4.7,0.629,2.6,3.7,0.701,0.4,1,0.361,1.3,1.9,0.662,2.1,4.6,6.6,0.7,0.9,2.6,0.7,1.9,7.6,,2.7,4,196,85,Forward
Solomon Jones\jonesso01,2005-06,South Florida,Big East,29,29,36.4,4.8,9.9,0.484,4.8,9.8,0.488,0,0.1,0,3.6,4.7,0.778,3.2,6.6,9.8,1.3,0.9,3.1,3.5,3.4,13.2,,4.65,2,208,104,Center
Michael Gbinije\gbinimi01,,Duke,,19,0,5.8,0.6,1.1,0.55,0.4,0.5,0.7,0.2,0.5,0.4,0.4,0.4,1,0.3,0.6,0.8,0.2,0.2,0.1,0.4,1,1.7,,,6,201,90,Forward
Shareef Abdur-Rahim\abdursh01,1995-96,California,Pac-10,28,,34.7,7.4,14.2,0.518,7.1,13.5,0.525,0.3,0.8,0.381,6.1,8.9,0.683,,,8.4,1,1.9,1.3,3.1,2.1,21.1,,6.44,1,206,102,Forward
Tyrone Hill\hillty01,1989-90,Xavier,MW Coll,32,32,33.2,7.8,13.4,0.581,7.8,13.4,0.584,0,0.1,0,4.6,6.9,0.658,,,12.6,1.5,1,0.7,3.1,3.1,20.2,,3.83,4,206,108,Forward
Sharrod Ford\fordsh02,2004-05,Clemson,ACC,32,32,28.8,5.8,11.3,0.512,5.8,11.2,0.517,0,0.1,0,3.3,5.7,0.585,3.4,4.7,8.2,1.1,0.8,2.1,2.6,2.9,14.9,,8.86,4,206,102,Forward
Pops Mensah-Bonsu\mensapo01,2005-06,George Washington,A-10,23,22,25.3,4.4,7.8,0.564,4.4,7.8,0.564,0,0,,3.8,7.1,0.534,2.7,4,6.7,0.8,0.4,1.7,2.3,2.8,12.6,,-0.33,4,206,108,Forward
Kevinn Pinkney\pinknke01,2004-05,Nevada,WAC,31,31,29.2,4.7,8.7,0.543,4.6,8.2,0.561,0.1,0.5,0.214,3,4,0.744,2.5,5.2,7.7,1.2,1.3,0.8,1.6,2.2,12.5,,3.02,4,208,111,Forward
Kevin Durant\duranke01,2006-07,Texas,Big 12,35,35,35.9,8.7,18.5,0.473,6.4,12.7,0.505,2.3,5.8,0.404,6,7.3,0.816,3,8.1,11.1,1.3,1.9,1.9,2.8,2,25.8,,6.12,1,206,97,Forward
Marreese Speights\speigma01,2007-08,Florida,SEC,36,36,24.3,6,9.6,0.624,6,9.6,0.624,0,0,,2.5,3.6,0.692,2.6,5.5,8.1,0.9,0.4,1.4,1.7,2.3,14.5,,4.98,2,208,111,Center
Jordan Crawford\crawfjo02,,Indiana,,30,8,25.3,3.6,8.1,0.44,2.6,5.4,0.478,1,2.7,0.366,1.6,2.1,0.746,1.1,2.2,3.4,2.3,0.9,0.2,1.9,1.6,9.7,,,4,193,88,Guard
Shayne Whittington\whittsh01,2013-14,Western Michigan,MAC,31,31,31.8,6.1,11.5,0.527,5.9,10.5,0.562,0.2,1.1,0.182,3.8,4.9,0.77,2.4,6.5,8.9,1.1,0.8,1.5,1.9,2.4,16.1,,-1.45,4,211,113,Center
D.J. Augustin\augusdj01,2007-08,Texas,Big 12,38,38,37.3,6.4,14.5,0.439,4.4,9.4,0.471,1.9,5.1,0.381,4.6,5.8,0.783,0.5,2.4,2.9,5.8,1.2,0,2.8,1.6,19.2,,8.59,2,183,81,Guard
Tracy Murray\murratr01,1991-92,UCLA,Pac-10,33,33,32.8,7.3,13.5,0.538,4.9,8.8,0.559,2.4,4.7,0.5,4.5,5.6,0.8,,,7,1.8,1.6,0.9,2.1,2.6,21.4,,9.81,3,201,102,Forward
Wade Baldwin\baldwwa01,2015-16,Vanderbilt,SEC,33,30,30.4,4.1,9.6,0.427,2.8,6.5,0.437,1.2,3.1,0.406,4.7,5.9,0.799,0.4,3.6,4,5.2,1.2,0.3,2.8,2.6,14.1,,8.68,2,190,88,Guard
Horace Grant\grantho01,1986-87,Clemson,ACC,31,28,32.6,8.3,12.6,0.656,8.2,12.5,0.657,0,0.1,0.5,4.5,6.3,0.708,,,9.6,2,1.2,0.8,2.2,2.6,21,,3.56,4,208,97,Forward
Quinton Ross\rossqu01,2002-03,SMU,WAC,30,30,35.2,6.4,14.1,0.453,5,9.4,0.53,1.4,4.7,0.298,6.1,7.7,0.793,2.6,3.8,6.4,2.1,1.5,0.8,2.1,2.2,20.3,,1.76,4,198,88,Guard
Malcolm Brogdon\brogdma01,2015-16,Virginia,ACC,37,37,34.1,6.2,13.6,0.457,4.2,8.4,0.498,2,5.2,0.391,3.8,4.2,0.897,0.5,3.5,4.1,3.1,0.9,0.2,1.4,2.1,18.2,,11.12,4,196,98,Guard
Dejounte Murray\murrade01,2015-16,Washington,Pac-12,34,34,33.5,5.9,14.3,0.416,4.9,10.8,0.457,1,3.5,0.288,3.2,4.9,0.663,1.4,4.6,6,4.4,1.8,0.3,3.2,2.6,16.1,,8.12,1,196,77,Guard
Guy Rucker\ruckegu01,1998-99,Iowa,Big Ten,29,,16.4,2.7,5.7,0.479,2.7,5.7,0.479,0,0,,1.3,2.1,0.607,,,3.9,0.4,0.3,0.9,,,6.7,,11.43,3,211,120,Center
Hassan Whiteside\whiteha01,2009-10,Marshall,CUSA,34,23,26.1,4.9,9.4,0.524,4.8,9.2,0.522,0.1,0.1,0.6,3.2,5.5,0.588,2.7,6.2,8.9,0.3,0.6,5.4,1.9,2.4,13.1,,1.57,1,213,106,Center
Tyrone Wallace\wallaty01,2015-16,California,Pac-12,28,25,32.2,5.4,12.3,0.44,4.5,9.3,0.486,0.9,3,0.298,3.6,5.5,0.649,1,4.3,5.3,4.4,1,0.4,2.6,2.3,15.3,,7.87,4,196,90,Guard
Anthony Tolliver\tollian01,2006-07,Creighton,MVC,33,33,31.6,4.8,9.5,0.506,4.7,8.9,0.526,0.1,0.6,0.211,3.7,5.7,0.658,2.2,4.4,6.7,1.9,0.7,1.7,2,3.1,13.4,,6.24,4,203,108,Center
Patrick Patterson\pattepa01,2009-10,Kentucky,SEC,38,38,33,5.7,9.8,0.575,5,8,0.626,0.6,1.8,0.348,2.4,3.4,0.692,3.1,4.4,7.4,0.9,0.7,1.3,1.1,1.6,14.3,,6.82,3,206,106,Forward
Aaron Miles\milesaa01,2004-05,Kansas,Big 12,30,30,33.1,2.9,6.3,0.457,1.5,3.6,0.426,1.3,2.7,0.5,2.2,2.8,0.788,0.6,2.9,3.5,7.2,1.7,0.3,3.1,1.9,9.3,,10.85,4,185,79,Guard
Jrue Holiday\holidjr01,2008-09,UCLA,Pac-10,35,35,27.1,3.2,7.1,0.45,2.4,4.6,0.528,0.8,2.5,0.307,1.3,1.8,0.726,1.3,2.5,3.8,3.7,1.6,0.5,2.1,2.1,8.5,,7.18,1,190,81,Guard
Hamady N'Diaye\ndiayha01,2009-10,Rutgers,Big East,32,25,28.3,3.6,6.2,0.579,3.6,6.2,0.579,0,0,,2.3,3.8,0.617,2.4,4.8,7.1,0.4,0.4,4.5,1.5,2.9,9.4,,5.91,4,213,106,Center
Derrick McKey\mckeyde01,1986-87,Alabama,SEC,33,33,36.3,7.5,12.9,0.581,6.8,11.4,0.603,0.6,1.5,0.42,3,3.5,0.862,,,7.5,1.8,1.4,2.3,2.5,2.4,18.6,,8.99,3,206,92,Forward
Jon Brockman\brockjo01,2008-09,Washington,Pac-10,34,34,30.5,5.6,10.6,0.526,5.6,10.6,0.528,0,0,0,3.7,5.8,0.64,4.2,7.3,11.5,1.1,0.9,0.1,1.9,3,14.9,,8.19,4,201,115,Forward
Trey Johnson\johnstr01,,Alcorn State,,29,26,28.8,3.5,8.4,0.414,2.3,5.6,0.414,1.2,2.8,0.415,2.8,3.6,0.781,0.5,1.9,2.4,2.7,0,0,2.4,1.6,11,,,5,196,98,Guard
Chris Taft\taftch01,2004-05,Pitt,Big East,29,29,26.5,5.5,9.4,0.58,5.5,9.4,0.58,0,0,,2.3,4,0.586,3,4.5,7.5,0.8,0.4,1.7,1.6,1.7,13.3,,5.73,2,208,117,Forward
Rodney White\whitero02,2000-01,Charlotte,CUSA,28,26,30.9,6.7,13.8,0.487,5.5,10.4,0.533,1.2,3.4,0.347,4.1,5.7,0.713,1.8,4.7,6.5,1.5,1.2,0.7,2.9,2.6,18.7,,7.91,1,206,107,Forward
Matt Carroll\carroma01,2002-03,Notre Dame,Big East,34,34,33.9,6.3,14.3,0.441,3.4,7.2,0.475,2.9,7.1,0.407,4,4.7,0.844,0.9,4.1,5,1.6,1.1,0.1,1.6,2.2,19.5,,9.43,4,198,96,Guard
Festus Ezeli\ezelife01,2011-12,Vanderbilt,SEC,26,22,23.2,3.4,6.3,0.539,3.4,6.3,0.539,0,0,,3.2,5.3,0.604,2.4,3.5,5.9,0.3,0.4,2,2.2,3.2,10.1,,8.04,4,211,115,Center
Terrance Roberson\roberte01,1999-00,Fresno State,WAC,33,,34.3,5.5,12.9,0.425,2.8,5.6,0.503,2.7,7.3,0.365,2.7,3.2,0.846,,,4.9,4.1,1.2,0.4,3.1,2.3,16.3,,3.58,4,201,97,Forward
Jordan Sibert\siberjo01,,Ohio State,,49,2,9.8,0.9,2.9,0.298,0.4,1.2,0.356,0.4,1.7,0.256,0.4,0.7,0.545,0.3,0.9,1.2,0.7,0.4,0,0.6,0.9,2.5,,,6,193,84,Guard
Mangok Mathiang\mathima01,2016-17,Louisville,ACC,33,19,20.8,3.2,5.9,0.531,3.2,5.9,0.531,0,0,,1.5,2.3,0.671,2.6,3.4,6,0.7,0.5,1.1,1.2,2.5,7.8,,11.15,4,208,99,Forward
Scott Machado\machasc01,2011-12,Iona,MAAC,33,33,35.5,4.7,9.5,0.495,3.5,6.5,0.537,1.2,3,0.404,3,3.7,0.811,0.9,4,4.9,9.9,1.6,0.2,3.3,2.6,13.6,,-1.82,4,185,81,Guard
Jerry Stackhouse\stackje01,1994-95,UNC,ACC,34,33,34.4,6.3,12.2,0.517,5.2,9.6,0.546,1.1,2.6,0.411,5.4,7.6,0.712,,,8.2,2.7,1.5,1.7,3.3,2.2,19.2,,13.01,2,198,98,Forward
Sam Young\youngsa01,2008-09,Pitt,Big East,36,36,31.8,7.3,14.4,0.502,5.8,10.4,0.552,1.5,4,0.372,3.2,4.3,0.74,1.9,4.3,6.3,1.1,1,0.8,2.4,1.7,19.2,,8.61,4,198,99,Forward
Desmond Ferguson\fergude01,,Missouri,,22,,5.9,0.7,1.9,0.366,0.3,0.6,0.462,0.4,1.3,0.321,0.1,0.3,0.286,,,0.6,0.5,0.1,0,,,1.9,,,6,201,92,Guard
Tyler Dorsey\dorsety01,2016-17,Oregon,Pac-12,39,39,30,4.8,10.4,0.467,2.6,5.1,0.513,2.3,5.3,0.423,2.7,3.6,0.755,0.8,2.6,3.5,1.7,0.8,0.1,1.5,1.5,14.6,,8.38,2,193,81,Guard
Seth Curry\curryse01,,Liberty,,35,34,36.5,6.9,16.7,0.417,4,8.3,0.488,2.9,8.4,0.347,3.4,4.1,0.832,0.7,3.7,4.4,2.3,1.4,0.3,2.3,1.5,20.2,,,6,188,83,Guard
Taurean Green\greenta01,2006-07,Florida,SEC,40,40,33.2,3.9,8.7,0.444,1.8,3.6,0.497,2.1,5.1,0.406,3.5,4.2,0.849,0.2,2.2,2.4,3.7,1.1,0,2.7,1.5,13.3,,7.33,3,183,80,Guard
Brandan Wright\wrighbr03,2006-07,UNC,ACC,37,37,27.4,6.2,9.5,0.646,6.2,9.5,0.646,0,0,,2.4,4.2,0.567,2.1,4.1,6.2,1,1,1.8,1.6,1.5,14.7,,9.3,1,206,92,Forward
Ruben Garces\garceru01,1996-97,Providence,Big East,35,,25.8,4.3,7.9,0.538,4.3,7.9,0.538,0,0,,1,2.4,0.417,,,7.8,0.7,0.8,1.5,,,9.5,,8.32,2,206,111,Center
Dominic McGuire\mcguido01,,California,,54,27,20.4,2.4,5.4,0.452,2.4,4.9,0.485,0.1,0.5,0.143,0.9,1.7,0.5,1.4,2.7,4.2,1.3,0.5,1,1.6,1.9,5.8,,,5,206,99,Guard
Mike Batiste\batismi01,1998-99,Arizona State,Pac-10,22,,,7,13.7,0.507,6.1,11.3,0.538,0.9,2.4,0.358,1.9,3.2,0.6,,,6.9,2.4,1.3,0.7,2.5,3.5,16.7,,8.25,3,203,102,Forward
Semaj Christon\chrisse01,2013-14,Xavier,Big East,34,34,35.3,5.9,12.4,0.479,5.4,10.9,0.491,0.6,1.4,0.388,4.6,6.9,0.668,0.4,2.2,2.7,4.2,1.3,0.2,2.6,2.1,17,,8.13,2,190,86,Guard
Antonio Harvey\harvean01,,Southern Illinois,,34,,21.1,3,6.5,0.464,3,,,0,,,0.9,1.9,0.484,,,5.2,0.6,0.4,2.1,1.1,3.3,6.9,,,4,211,102,Forward
Elton Brand\brandel01,1998-99,Duke,ACC,39,,29.3,6.5,10.5,0.62,6.5,10.5,0.62,0,0,,4.6,6.6,0.707,,,9.8,1.1,1.3,2.2,1.7,2.5,17.7,,10.13,2,203,124,Center
Russell Westbrook\westbru01,2007-08,UCLA,Pac-10,39,34,33.8,4.7,10,0.465,4,8.1,0.497,0.7,2,0.338,2.7,3.8,0.713,1.6,2.4,3.9,4.3,1.6,0.2,2.5,2.4,12.7,,7.71,2,190,84,Guard
Brian Cardinal\cardibr01,1999-00,Purdue,Big Ten,32,29,29.5,4.3,10.4,0.411,3,6.5,0.455,1.3,3.9,0.339,4.1,5.3,0.769,,,6.3,2.2,2,0.3,2.3,2.7,13.9,,9.56,4,203,111,Forward
Justise Winslow\winslju01,2014-15,Duke,ACC,39,39,29.1,4.4,9.1,0.486,3.3,6.3,0.516,1.2,2.8,0.418,2.6,4,0.641,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6,,9.87,1,198,102,Forward
Charlie Ward\wardch01,1993-94,Florida State,ACC,16,16,35.9,3.8,10.4,0.365,2.5,5.3,0.476,1.3,5.2,0.253,1.6,2.5,0.625,,,3.9,4.9,2.8,0.1,2.6,2.3,10.5,,7.22,4,188,86,Guard
Jermareo Davidson\davidje01,2006-07,Alabama,SEC,30,30,32.3,5,12.2,0.407,4.8,11.7,0.414,0.1,0.5,0.25,3.9,5,0.775,2.1,6.1,8.2,1.5,0.8,2.3,1.7,1.8,14,,6.24,4,208,104,Forward
Lee Nailon\nailole01,1998-99,TCU,WAC,31,,31.9,8.6,16.9,0.508,8.5,16.4,0.515,0.1,0.5,0.267,5.5,7.7,0.715,,,9.3,2.5,1.2,0.9,3.2,3.6,22.8,,4.9,2,206,107,Forward
Maurice Evans\evansma01,,Wichita State,,59,,32.3,5.8,13.5,0.428,3.8,8.2,0.461,2,5.3,0.377,3.5,4.7,0.75,,,4.6,1.4,0.9,0.5,,,17.1,,,5,196,99,Forward
Melvin Sanders\sandeme01,2002-03,Oklahoma State,Big 12,32,32,31.5,4.8,11,0.442,3.1,5.9,0.526,1.7,5,0.342,1.5,2.2,0.676,1.3,3.5,4.8,1.6,1.7,0.3,1.7,2.8,12.9,,8.46,3,196,95,Guard
Blake Griffin\griffbl01,2008-09,Oklahoma,Big 12,35,35,33.3,8.6,13.1,0.654,8.5,12.9,0.659,0.1,0.2,0.375,5.5,9.3,0.59,3.9,10.5,14.4,2.3,1.1,1.2,3.3,2.5,22.7,,6.88,2,208,113,Forward
Coty Clarke\clarkco01,2013-14,Arkansas,SEC,34,30,22.1,3.1,7,0.441,2.4,5.3,0.444,0.7,1.7,0.431,2.5,3.1,0.81,1.4,4.2,5.6,2.4,1.5,0.5,1.3,3,9.4,,5.57,2,201,105,Forward
Anthony Johnson\johnsan02,1996-97,College of Charleston,TAAC,32,,34.3,4.9,9.8,0.505,4,7.5,0.536,0.9,2.3,0.405,3.1,3.9,0.794,,,3.5,7.2,1.6,0.3,,,13.9,,-6.85,4,190,86,Guard
Khalid El-Amin\elamikh01,1999-00,UConn,Big East,35,,31.9,5.6,13.6,0.411,3.8,8.5,0.443,1.8,5.1,0.356,3.1,3.4,0.892,,,3.1,5.2,1.7,0.1,2.7,2.1,16,,7.58,3,178,90,Guard
Zach LaVine\lavinza01,2013-14,UCLA,Pac-12,37,1,24.4,3.4,7.8,0.441,2.1,4.3,0.494,1.3,3.5,0.375,1.3,1.8,0.691,0.5,2.1,2.5,1.8,0.9,0.2,1.1,2,9.4,,7.62,1,196,81,Guard
Michael Stewart\stewami01,1996-97,California,Pac-10,32,,20.6,2.6,5,0.522,2.6,5,0.522,0,0,,1.1,2.1,0.529,,,5,0.3,0.3,1.8,1.1,2.6,6.3,,10.03,4,208,104,Forward
Frank Kaminsky\kaminfr01,2014-15,Wisconsin,Big Ten,39,39,33.6,6.8,12.5,0.547,5.8,9.9,0.581,1.1,2.6,0.416,4,5.1,0.78,1.5,6.7,8.2,2.6,0.8,1.5,1.6,1.7,18.8,,10.29,4,213,109,Center
Sterling Brown\brownst02,2001-02,Washington,Pac-10,14,0,4.9,0.7,1.4,0.526,0.5,0.7,0.7,0.2,0.6,0.333,0.3,0.4,0.667,0.4,0.4,0.8,0.5,0.3,0,0.2,1.1,1.9,,10.1,2,193,86,Guard
Russ Smith\smithru01,2013-14,Louisville,AAC,37,36,29.3,6.1,13,0.468,4.2,8.1,0.517,1.9,4.9,0.387,4.1,5.9,0.705,0.8,2.5,3.3,4.6,2,0.1,2.8,2.5,18.2,,4.79,4,183,74,Guard
Othello Hunter\hunteot01,2007-08,Ohio State,Big Ten,37,37,27.3,4.3,7.2,0.596,4.2,6.9,0.607,0.1,0.2,0.25,1.3,2.4,0.545,2.5,4,6.5,0.8,0.6,1.5,1.4,2.4,9.9,,7.97,2,203,102,Forward
Darvin Ham\hamda01,1995-96,Texas Tech,SWC,32,32,23.5,3.6,6.2,0.581,3.6,6.2,0.584,0,0,0,1.9,4.3,0.442,,,5.7,1,0.6,0.3,1.7,2.3,9.1,,2.11,3,201,99,Forward
Cory Alexander\alexaco01,1994-95,Virginia,ACC,20,20,34.6,6,13.2,0.452,4.3,8.3,0.512,1.7,4.9,0.351,3.1,4.4,0.701,,,4.2,5.5,1.6,0.2,3.9,2,16.7,,9.94,4,185,83,Guard
Hollis Thompson\thompho01,2011-12,Georgetown,Big East,33,33,31.1,4.7,10.1,0.464,2.9,6,0.487,1.8,4.1,0.43,1.7,2.5,0.679,1.3,4.2,5.5,1.5,0.7,0.5,1.7,2.2,12.8,,7.69,3,203,96,Forward
Kobi Simmons\simmoko01,2016-17,Arizona,Pac-12,37,19,23.5,3,7.6,0.395,2.1,4.9,0.432,0.9,2.6,0.327,1.9,2.4,0.775,0.4,1.3,1.6,2,0.6,0.1,1.2,1.9,8.7,,7.63,1,196,79,Guard
Cartier Martin\martica01,2006-07,Kansas State,Big 12,35,18,27.5,5.6,12.2,0.46,3.4,6.5,0.527,2.2,5.8,0.386,3.6,4.5,0.799,2,2.5,4.4,1.3,0.7,0.2,1.7,2.7,17.1,,5.53,4,201,99,Forward
Alonzo Gee\geeal01,2008-09,Alabama,SEC,32,32,32.1,5.5,12.4,0.442,4.7,10.1,0.46,0.8,2.3,0.365,3.2,5,0.627,2.8,4.4,7.2,1.3,0.9,0.7,2.3,1.9,15,,3.99,4,198,99,Forward
Chuck Hayes\hayesch01,2004-05,Kentucky,SEC,34,34,29.3,4.2,8.3,0.509,4.2,8,0.522,0.1,0.3,0.182,2.4,3.3,0.73,3,4.7,7.7,2.3,1.8,1,1.9,2.2,10.9,,8.1,4,198,108,Forward
Deandre Ayton\aytonde01,2017-18,Arizona,Pac-12,35,35,33.5,7.9,12.9,0.612,7.5,11.9,0.635,0.3,1,0.343,4,5.5,0.733,3.4,8.2,11.6,1.6,0.6,1.9,2,2.3,20.1,,6.84,1,216,113,Forward
Damon Stoudamire\stoudda01,1994-95,Arizona,Pac-10,30,30,36.4,7.4,15.5,0.476,3.7,7.5,0.489,3.7,8,0.465,4.3,5.2,0.826,,,4.3,7.3,1.7,0,4.6,2,22.8,,10.39,4,178,77,Guard
Marcus Camby\cambyma01,1995-96,UMass,A-10,33,30,30.6,7.8,16.3,0.477,7.8,16,0.484,0,0.2,0,4.9,7.1,0.7,,,8.2,1.8,1,3.9,2.5,2.6,20.5,,8.92,3,211,99,Center
