playerName,Season,School,Conf,position,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,spacer1,SOS,yearsInCollege,heightInCm,weightInKg,transferredSchools
Eric Gordon\gordoer01,2007-08,Indiana,Big Ten,Guard,32,32,34.7,5.8,13.3,0.433,3.6,6.8,0.525,2.2,6.5,0.337,7.2,8.7,0.834,0.7,2.5,3.3,2.4,1.3,0.6,3.6,2.2,20.9,,6.08,1,190,100,0
Devin Ebanks\ebankde01,2009-10,West Virginia,Big East,Forward,34,31,34.1,4.2,9.3,0.457,4.1,8.4,0.495,0.1,0.9,0.1,3.4,4.5,0.77,2.9,5.2,8.1,2.4,1.1,0.7,2.2,1.6,12,,10.26,2,206,97,0
Chandler Hutchison\hutchch01,2017-18,Boise State,MWC,Guard,31,31,31,6.6,13.9,0.475,5.1,9.8,0.523,1.5,4.1,0.359,5.3,7.2,0.728,0.9,6.8,7.7,3.5,1.5,0.3,3.4,2.4,20,,3.05,4,201,86,0
OG Anunoby\anunoog01,2016-17,Indiana,Big Ten,Forward,16,10,25.1,4.3,7.6,0.557,3.4,4.8,0.701,0.9,2.8,0.311,1.7,3,0.563,1.8,3.7,5.4,1.4,1.3,1.3,1.6,2.1,11.1,,8.15,2,203,97,0
Samardo Samuels\samuesa01,2009-10,Louisville,Big East,Forward,33,33,29.3,5.3,10.2,0.524,5.3,10.2,0.524,0,0,,4.7,6.6,0.706,3.2,3.8,7,1.2,0.6,1.1,2.5,2.6,15.3,,7.99,2,206,117,0
Greg Ostertag\ostergr01,1994-95,Kansas,Big 8,Center,31,28,19.5,3.9,6.5,0.596,3.9,6.5,0.596,0,0,,1.8,3.3,0.553,,,7.5,0.4,0.4,2.9,1.6,2.4,9.6,,10.02,4,218,127,0
Anthony Carter\cartean01,1997-98,Hawaii,WAC,Guard,29,,,6.6,14.6,0.453,5.4,10.8,0.503,1.2,3.8,0.309,3.8,4.9,0.782,,,5.2,7.3,2.2,0.3,,,18.2,,4.27,2,185,86,0
Matt Barnes\barnema02,2001-02,UCLA,Pac-10,Forward,31,31,30.7,4.9,10.4,0.471,3.5,7.1,0.495,1.4,3.3,0.417,2.4,3.8,0.619,1.5,4.7,6.2,3.5,1.1,0.3,2.8,2.4,13.5,,10.77,4,201,106,0
Mohamed Bamba\bambamo01,2017-18,Texas,Big 12,Forward,30,29,30.2,4.9,9,0.541,4.4,7.3,0.603,0.5,1.7,0.275,2.7,4,0.681,3.2,7.3,10.5,0.5,0.8,3.7,1.5,2.5,12.9,,10.67,1,211,102,0
Devin Booker\bookede01,2012-13,Clemson,ACC,Forward,31,31,31.9,5.1,9.4,0.545,5.1,9.1,0.559,0.1,0.4,0.182,2.8,4.5,0.623,3,4.5,7.5,0.8,0.6,1.1,1.9,2.3,13.1,,4.44,4,203,113,0
Brendan Haywood\haywobr01,2000-01,UNC,ACC,Center,33,33,27.3,4.7,7.9,0.592,4.7,7.9,0.592,0,0,,2.9,5.6,0.516,3.2,4.2,7.3,1.3,0.5,3.6,2,2.9,12.3,,11.77,4,213,121,0
Brandin Knight\knighbr02,2002-03,Pitt,Big East,Guard,33,33,32.9,3.7,10.1,0.367,2,4.5,0.442,1.7,5.6,0.308,2.1,3.6,0.575,0.6,2.9,3.5,6.3,2.1,0.4,3.1,2.3,11.2,,5.79,4,183,81,0
Lawrence Roberts\roberla01,2004-05,Mississippi State,SEC,Forward,32,32,32,5.3,11.9,0.448,5,10.7,0.466,0.4,1.3,0.293,5.9,9,0.653,3.4,7.5,11,1.9,1.6,0.8,2.7,2.2,16.9,,6.05,4,206,108,1
Dan McClintock\mcclida01,1999-00,Northern Arizona,Big Sky,Center,31,,24.3,6.1,10.3,0.597,6.1,10.3,0.597,0,0,,3.3,4.9,0.682,,,6.5,1.2,0.4,2.3,1.8,2.8,15.6,,1.37,4,213,122,0
Luke Kornet\kornelu01,2016-17,Vanderbilt,SEC,Forward-Center,35,35,31.5,4.1,10.2,0.406,2.6,5.6,0.472,1.5,4.6,0.327,3.4,4,0.857,1.5,4.7,6.2,1.2,0.5,2,1.3,2.3,13.2,,10.72,4,213,106,0
John Starks\starkjo01,1987-88,Oklahoma State,Big 8,Guard,30,28,32.7,5.1,10.3,0.497,3.8,6.7,0.559,1.4,3.6,0.38,3.8,4.5,0.838,,,4.7,4.6,2.2,0.3,3.1,3.3,15.4,,7.83,1,190,81,0
Steve Goodrich\goodrst01,1997-98,Princeton,Ivy,Center,29,,,5.2,8.8,0.594,4.2,6.3,0.661,1.1,2.5,0.425,1.8,2.8,0.646,,,4.4,3.4,0.9,0.9,,,13.4,,-3.6,4,208,99,0
Joe Smith\smithjo02,1994-95,Maryland,ACC,Center,34,34,32.6,7.2,12.5,0.578,6.9,11.9,0.586,0.3,0.6,0.429,6.1,8.3,0.741,,,10.6,1.2,1.5,2.9,2.1,3,20.8,,10.36,2,208,102,0
Erik Murphy\murpher01,2012-13,Florida,SEC,Forward,36,34,26.4,4.6,8.8,0.516,2.6,4.4,0.579,2,4.4,0.453,1.1,1.4,0.784,1.6,3.9,5.5,1.4,0.6,0.7,1.4,2.8,12.2,,6.83,4,208,107,0
Carl Landry\landrca01,2006-07,Purdue,Big Ten,Forward,34,34,30.4,6.4,10.8,0.597,6.3,10.2,0.618,0.1,0.6,0.211,5.9,8.1,0.726,3,4.4,7.3,1.2,1.2,0.9,3,2.9,18.9,,8.89,3,206,112,0
Hanno Mottola\mottoha01,1999-00,Utah,MWC,Forward,21,,27.6,5.5,11.1,0.498,4.5,8.2,0.549,1,2.9,0.35,5,6,0.827,,,4.8,1.7,0.2,0.6,3,3.2,17,,4.36,4,211,112,0
James Robinson\robinja02,1992-93,Alabama,SEC,Guard,29,27,34.5,7,16.6,0.42,4.3,8.9,0.479,2.7,7.7,0.351,4,5.9,0.682,,,4.5,2.3,1.6,0.7,3.2,2.3,20.6,,7.83,3,188,81,0
Acie Law\lawac01,2006-07,Texas A&M,Big 12,Guard,34,34,33.9,6.4,12.7,0.5,5.2,10.3,0.51,1.1,2.4,0.458,4.2,5.4,0.778,0.2,3.1,3.3,5,1.1,0,2.6,2.4,18.1,,5.12,4,190,88,0
Charlie Villanueva\villach01,2004-05,UConn,Big East,Forward,31,31,25.7,5.1,9.8,0.521,4.9,9.5,0.522,0.2,0.4,0.5,3.1,4.5,0.688,2.6,5.6,8.3,1.3,0.6,1.8,2.3,2.2,13.6,,7.62,2,211,108,0
David Robinson*\robinda01,1986-87,Navy,CAA,Center,32,32,34.6,10.9,18.5,0.591,10.9,18.5,0.591,0,0,1,6.3,9.9,0.637,,,11.8,1,2.1,4.5,2.2,2.7,28.2,,-1.44,4,216,106,0
Justin Reed\reedju01,2003-04,Ole Miss,SEC,Forward,28,27,33.5,6.9,14.9,0.464,6.4,12.8,0.501,0.5,2.1,0.237,4.2,5.7,0.731,2.8,4.7,7.5,1.5,0.7,0.8,3,3.1,18.5,,6.36,4,203,108,0
Chris Carr\carrch01,1994-95,Southern Illinois,MVC,Forward,32,32,33.4,7.8,16.3,0.48,6.6,13.1,0.5,1.3,3.2,0.396,5.2,6.7,0.771,,,7.3,2.1,1.6,0.5,3.2,3,22,,3.34,3,196,93,0
Francisco Garcia\garcifr01,2004-05,Louisville,CUSA,Forward,38,38,31.9,4.9,11.3,0.437,3.1,6.2,0.496,1.9,5.1,0.366,3.9,4.5,0.877,1.2,3,4.2,3.9,1.7,1.5,2.7,2.9,15.7,,6.18,3,201,88,0
Casey Jacobsen\jacobca01,2001-02,Stanford,Pac-10,Guard,30,30,35.3,6.8,15.5,0.441,4.7,9.8,0.481,2.1,5.7,0.372,6.1,7.9,0.776,1.5,3,4.5,3.5,0.6,0.1,2.4,1.8,21.9,,9.03,3,198,97,0
Rodney McGruder\mcgruro01,2012-13,Kansas State,Big 12,Guard,35,34,33.5,5.8,13.2,0.442,4.4,8.9,0.494,1.5,4.3,0.336,2.5,3.3,0.752,2.1,3.3,5.4,2,1.3,0.3,1.7,1.5,15.6,,6.53,4,193,92,0
Malcolm Thomas\thomama01,2009-10,Louisiana-Monroe,Sun Belt,Forward,9,4,18.9,2,6,0.333,1.7,4.4,0.375,0.3,1.6,0.214,1.3,1.7,0.8,0.8,1,1.8,0.7,1,0.2,1.8,1.8,5.7,,-5.3,2,198,83,0
Antawn Jamison\jamisan01,1997-98,UNC,ACC,Forward,37,,,8.5,14.8,0.579,8.4,14.4,0.584,0.2,0.4,0.4,5,7.5,0.667,,,10.5,0.8,0.8,0.8,,,22.2,,10.38,3,206,100,0
P.J. Brown\brownpj01,1991-92,Louisiana Tech,Sun Belt,Center,31,,30,4.9,10,0.489,4.6,9.2,0.504,0.3,0.8,0.32,2.7,3.7,0.73,,,9.9,1.7,0.9,2.4,2.4,3.1,12.7,,-0.24,4,211,102,0
Kenneth Faried\farieke01,2010-11,Morehead State,OVC,Forward,35,34,34.7,6.7,10.7,0.623,6.7,10.7,0.623,0,0,,4,6.9,0.577,5.7,8.8,14.5,1.1,1.9,2.3,2.6,3.1,17.3,,-3.13,4,203,103,0
Gani Lawal\lawalga01,2009-10,Georgia Tech,ACC,Forward,36,36,25.8,4.8,9,0.529,4.8,9,0.531,0,0,0,3.5,6.2,0.572,2.9,5.6,8.5,0.4,0.4,1.4,2.2,2.1,13.1,,9.02,3,206,106,0
Otto Porter\porteot01,2012-13,Georgetown,Big East,Forward,31,30,35.4,5.4,11.3,0.48,4,8,0.504,1.4,3.3,0.422,3.9,5.1,0.777,1.8,5.7,7.5,2.7,1.8,0.9,1.5,2,16.2,,7.59,2,203,92,0
CJ McCollum\mccolcj01,2012-13,Lehigh,Patriot,Guard,12,11,31,8,16.2,0.495,5.3,10.8,0.485,2.8,5.3,0.516,5.2,6.1,0.849,1,4,5,2.9,1.4,0.3,2.7,1.8,23.9,,-3.01,4,190,81,0
Treveon Graham\grahatr01,2014-15,VCU,A-10,Guard,33,33,29.4,5.2,12.2,0.428,3.3,7.1,0.462,1.9,5.1,0.381,3.8,5.5,0.691,2.2,4.9,7.1,1.6,0.6,0.3,1.2,2,16.2,,6.1,4,198,99,0
Mike Muscala\muscami01,2012-13,Bucknell,Patriot,Forward,34,34,31.7,6.7,13.1,0.509,6.6,12.6,0.519,0.1,0.5,0.25,5.3,6.7,0.789,2.9,8.2,11.1,2.3,0.5,2.4,1.7,2.2,18.7,,-1.96,4,211,106,0
Tyler Lydon\lydonty01,2016-17,Syracuse,ACC,Forward,34,34,36.1,4.4,9.4,0.473,3,5.7,0.523,1.4,3.6,0.395,2.9,3.4,0.836,2.3,6.3,8.6,2.1,1,1.4,1.7,2.5,13.2,,8.46,2,203,92,0
Jimmer Fredette\fredeji01,2010-11,BYU,MWC,Guard,37,37,35.8,9.4,20.7,0.452,6,12.2,0.491,3.4,8.5,0.396,6.8,7.6,0.894,0.6,2.8,3.4,4.3,1.3,0,3.5,1.3,28.9,,5.76,4,188,88,0
Dahntay Jones\jonesda02,2002-03,Duke,ACC,Forward,33,30,30.7,6,12.8,0.47,4.6,9.2,0.498,1.4,3.6,0.398,4.2,5.7,0.749,1.4,4.1,5.5,0.9,1.2,0.5,1.9,3.1,17.7,,8.38,4,198,95,1
Keith Appling\applike01,2013-14,Michigan State,Big Ten,Guard,35,32,31.5,3.8,8.3,0.452,2.8,5.7,0.495,1,2.7,0.362,2.7,4,0.66,0.4,2.7,3,4.5,1.2,0.4,2.1,2.7,11.2,,9.38,4,185,83,0
Andrew Goudelock\goudean01,2010-11,College of Charleston,Southern,Guard,37,37,35.2,8.6,18.9,0.455,5.1,10.2,0.496,3.5,8.7,0.407,3,3.6,0.821,0.7,3.2,3.9,4.2,0.9,0.2,3.2,1.8,23.7,,-1.04,4,188,90,0
Semi Ojeleye\ojelese01,2016-17,SMU,AAC,Forward,35,35,34.1,6,12.3,0.487,3.9,7.4,0.529,2.1,4.9,0.424,4.9,6.3,0.785,2.3,4.6,6.9,1.5,0.4,0.4,1.4,1.8,19,,4.45,3,203,104,1
Bryce Drew\drewbr01,1997-98,Valparaiso,Mid-Cont,Guard,31,,,6.7,14.9,0.45,3.7,7.9,0.465,3,7,0.433,3.3,4.2,0.792,,,4.2,5,1.7,0.1,,,19.8,,-2.66,4,188,83,0
Dale Davis\davisda01,1990-91,Clemson,ACC,Forward,28,28,34.7,6.8,12.8,0.532,6.8,12.8,0.535,0,0.1,0,4.3,7.3,0.58,,,12.1,1.3,1.3,2.6,2.4,3.4,17.9,,8.99,4,211,104,0
Keith Benson\bensoke02,2010-11,Oakland,Summit,Center,35,35,32.4,6.6,12.1,0.547,6.3,11.4,0.556,0.3,0.7,0.391,4.5,7,0.643,2.7,7.5,10.1,1.1,0.8,3.6,1.9,3.1,17.9,,0.1,4,211,104,0
Kelvin Cato\catoke01,1996-97,Iowa State,Big 12,Center,28,32,28.6,4.6,11.2,0.408,4.6,11.2,0.409,0,0,0,2.2,4,0.54,,,8.4,0.5,0.9,4.2,1.7,2.9,11.3,,6.3,3,211,115,1
Brandon Bass\bassbr01,2004-05,LSU,SEC,Forward,30,29,33.6,6,10.6,0.567,5.6,9.8,0.577,0.4,0.9,0.462,4.9,6.3,0.777,2.7,6.3,9.1,0.8,0.8,1.6,1.8,2.4,17.3,,7.77,2,203,108,0
Aaron Brooks\brookaa01,2006-07,Oregon,Pac-10,Guard,35,35,36.8,6.1,13.2,0.46,3.8,7.6,0.502,2.3,5.7,0.404,3.3,3.9,0.846,0.9,3.4,4.3,4.3,1.4,0.2,2.5,2.5,17.7,,6.3,4,183,73,0
Omar Cook\cookom01,2000-01,St. John's (NY),Big East,Guard,29,29,38.2,4.9,13.5,0.36,2.5,5.9,0.424,2.3,7.6,0.309,3.3,4.4,0.742,0.6,2.4,3,8.7,2.3,0.2,5.1,2.8,15.3,,8.27,1,185,86,0
Kyle O'Quinn\oquinky01,2011-12,Norfolk State,MEAC,Center,36,36,31.3,5.7,9.9,0.573,5.5,9.1,0.61,0.2,0.9,0.188,4.3,6.2,0.696,3.2,7.2,10.3,1.4,0.7,2.7,2.6,3.3,15.9,,-5.39,4,208,108,0
Hubert Davis\davishu01,1991-92,UNC,ACC,Guard,33,30,33.2,7.3,14.4,0.508,4.7,8.4,0.565,2.6,6,0.429,4.2,5.1,0.828,,,2.3,1.6,1.3,0.2,1.4,1.3,21.4,,10.14,4,196,83,0
Rob Kurz\kurzro01,2007-08,Notre Dame,Big East,Forward,33,33,28.6,3.8,8.4,0.45,2.6,5.4,0.48,1.2,3,0.394,3.7,4.3,0.853,1.9,5.2,7.1,1.9,0.6,1.5,2.1,3,12.5,,7.03,4,206,105,0
Alex Acker\ackeral01,2004-05,Pepperdine,WCC,Guard,31,31,37.2,5.9,13.1,0.45,4,8.7,0.459,1.9,4.4,0.431,2.9,3.4,0.858,1.4,5.1,6.5,3.7,1.3,0.5,2.6,1.9,16.6,,1.51,3,196,83,0
Gorgui Dieng\dienggo01,2012-13,Louisville,Big East,Center,33,32,31.1,3.8,7.1,0.534,3.8,7.1,0.534,0,0,,2.2,3.4,0.652,3.4,6,9.4,2,1.3,2.5,1.8,2.6,9.8,,9.13,3,211,111,0
D.J. Stephens\stephdj01,2012-13,Memphis,CUSA,Forward,36,28,23.6,3,4.7,0.629,2.6,3.7,0.701,0.4,1,0.361,1.3,1.9,0.662,2.1,4.6,6.6,0.7,0.9,2.6,0.7,1.9,7.6,,2.7,4,196,85,0
Solomon Jones\jonesso01,2005-06,South Florida,Big East,Center,29,29,36.4,4.8,9.9,0.484,4.8,9.8,0.488,0,0.1,0,3.6,4.7,0.778,3.2,6.6,9.8,1.3,0.9,3.1,3.5,3.4,13.2,,4.65,2,208,104,0
Michael Gbinije\gbinimi01,2015-16,Syracuse,ACC,Forward,37,37,37.9,6.1,13.2,0.461,3.6,6.9,0.525,2.5,6.3,0.391,2.9,4.3,0.663,1.1,3,4.1,4.3,1.9,0.4,2.8,2.6,17.5,,9.75,4,201,90,1
Shareef Abdur-Rahim\abdursh01,1995-96,California,Pac-10,Forward,28,,34.7,7.4,14.2,0.518,7.1,13.5,0.525,0.3,0.8,0.381,6.1,8.9,0.683,,,8.4,1,1.9,1.3,3.1,2.1,21.1,,6.44,1,206,102,0
Tyrone Hill\hillty01,1989-90,Xavier,MW Coll,Forward,32,32,33.2,7.8,13.4,0.581,7.8,13.4,0.584,0,0.1,0,4.6,6.9,0.658,,,12.6,1.5,1,0.7,3.1,3.1,20.2,,3.83,4,206,108,0
Sharrod Ford\fordsh02,2004-05,Clemson,ACC,Forward,32,32,28.8,5.8,11.3,0.512,5.8,11.2,0.517,0,0.1,0,3.3,5.7,0.585,3.4,4.7,8.2,1.1,0.8,2.1,2.6,2.9,14.9,,8.86,4,206,102,0
Pops Mensah-Bonsu\mensapo01,2005-06,George Washington,A-10,Forward,23,22,25.3,4.4,7.8,0.564,4.4,7.8,0.564,0,0,,3.8,7.1,0.534,2.7,4,6.7,0.8,0.4,1.7,2.3,2.8,12.6,,-0.33,4,206,108,0
Kevinn Pinkney\pinknke01,2004-05,Nevada,WAC,Forward,31,31,29.2,4.7,8.7,0.543,4.6,8.2,0.561,0.1,0.5,0.214,3,4,0.744,2.5,5.2,7.7,1.2,1.3,0.8,1.6,2.2,12.5,,3.02,4,208,111,0
Kevin Durant\duranke01,2006-07,Texas,Big 12,Forward,35,35,35.9,8.7,18.5,0.473,6.4,12.7,0.505,2.3,5.8,0.404,6,7.3,0.816,3,8.1,11.1,1.3,1.9,1.9,2.8,2,25.8,,6.12,1,206,97,0
Marreese Speights\speigma01,2007-08,Florida,SEC,Center,36,36,24.3,6,9.6,0.624,6,9.6,0.624,0,0,,2.5,3.6,0.692,2.6,5.5,8.1,0.9,0.4,1.4,1.7,2.3,14.5,,4.98,2,208,111,0
Jordan Crawford\crawfjo02,2009-10,Xavier,A-10,Guard,35,34,32.8,7.4,16.1,0.462,5.2,10.3,0.501,2.3,5.8,0.391,3.4,4.4,0.773,1,3.8,4.7,2.9,1.3,0.2,2.4,1.6,20.5,,5.94,2,193,88,1
Shayne Whittington\whittsh01,2013-14,Western Michigan,MAC,Center,31,31,31.8,6.1,11.5,0.527,5.9,10.5,0.562,0.2,1.1,0.182,3.8,4.9,0.77,2.4,6.5,8.9,1.1,0.8,1.5,1.9,2.4,16.1,,-1.45,4,211,113,0
D.J. Augustin\augusdj01,2007-08,Texas,Big 12,Guard,38,38,37.3,6.4,14.5,0.439,4.4,9.4,0.471,1.9,5.1,0.381,4.6,5.8,0.783,0.5,2.4,2.9,5.8,1.2,0,2.8,1.6,19.2,,8.59,2,183,81,0
Tracy Murray\murratr01,1991-92,UCLA,Pac-10,Forward,33,33,32.8,7.3,13.5,0.538,4.9,8.8,0.559,2.4,4.7,0.5,4.5,5.6,0.8,,,7,1.8,1.6,0.9,2.1,2.6,21.4,,9.81,3,201,102,0
Wade Baldwin\baldwwa01,2015-16,Vanderbilt,SEC,Guard,33,30,30.4,4.1,9.6,0.427,2.8,6.5,0.437,1.2,3.1,0.406,4.7,5.9,0.799,0.4,3.6,4,5.2,1.2,0.3,2.8,2.6,14.1,,8.68,2,190,88,0
Horace Grant\grantho01,1986-87,Clemson,ACC,Forward,31,28,32.6,8.3,12.6,0.656,8.2,12.5,0.657,0,0.1,0.5,4.5,6.3,0.708,,,9.6,2,1.2,0.8,2.2,2.6,21,,3.56,4,208,97,0
Quinton Ross\rossqu01,2002-03,SMU,WAC,Guard,30,30,35.2,6.4,14.1,0.453,5,9.4,0.53,1.4,4.7,0.298,6.1,7.7,0.793,2.6,3.8,6.4,2.1,1.5,0.8,2.1,2.2,20.3,,1.76,4,198,88,0
Malcolm Brogdon\brogdma01,2015-16,Virginia,ACC,Guard,37,37,34.1,6.2,13.6,0.457,4.2,8.4,0.498,2,5.2,0.391,3.8,4.2,0.897,0.5,3.5,4.1,3.1,0.9,0.2,1.4,2.1,18.2,,11.12,4,196,98,0
Dejounte Murray\murrade01,2015-16,Washington,Pac-12,Guard,34,34,33.5,5.9,14.3,0.416,4.9,10.8,0.457,1,3.5,0.288,3.2,4.9,0.663,1.4,4.6,6,4.4,1.8,0.3,3.2,2.6,16.1,,8.12,1,196,77,0
Guy Rucker\ruckegu01,1998-99,Iowa,Big Ten,Center,29,,16.4,2.7,5.7,0.479,2.7,5.7,0.479,0,0,,1.3,2.1,0.607,,,3.9,0.4,0.3,0.9,,,6.7,,11.43,3,211,120,0
Hassan Whiteside\whiteha01,2009-10,Marshall,CUSA,Center,34,23,26.1,4.9,9.4,0.524,4.8,9.2,0.522,0.1,0.1,0.6,3.2,5.5,0.588,2.7,6.2,8.9,0.3,0.6,5.4,1.9,2.4,13.1,,1.57,1,213,106,0
Tyrone Wallace\wallaty01,2015-16,California,Pac-12,Guard,28,25,32.2,5.4,12.3,0.44,4.5,9.3,0.486,0.9,3,0.298,3.6,5.5,0.649,1,4.3,5.3,4.4,1,0.4,2.6,2.3,15.3,,7.87,4,196,90,0
Anthony Tolliver\tollian01,2006-07,Creighton,MVC,Center,33,33,31.6,4.8,9.5,0.506,4.7,8.9,0.526,0.1,0.6,0.211,3.7,5.7,0.658,2.2,4.4,6.7,1.9,0.7,1.7,2,3.1,13.4,,6.24,4,203,108,0
Patrick Patterson\pattepa01,2009-10,Kentucky,SEC,Forward,38,38,33,5.7,9.8,0.575,5,8,0.626,0.6,1.8,0.348,2.4,3.4,0.692,3.1,4.4,7.4,0.9,0.7,1.3,1.1,1.6,14.3,,6.82,3,206,106,0
Aaron Miles\milesaa01,2004-05,Kansas,Big 12,Guard,30,30,33.1,2.9,6.3,0.457,1.5,3.6,0.426,1.3,2.7,0.5,2.2,2.8,0.788,0.6,2.9,3.5,7.2,1.7,0.3,3.1,1.9,9.3,,10.85,4,185,79,0
Jrue Holiday\holidjr01,2008-09,UCLA,Pac-10,Guard,35,35,27.1,3.2,7.1,0.45,2.4,4.6,0.528,0.8,2.5,0.307,1.3,1.8,0.726,1.3,2.5,3.8,3.7,1.6,0.5,2.1,2.1,8.5,,7.18,1,190,81,0
Hamady N'Diaye\ndiayha01,2009-10,Rutgers,Big East,Center,32,25,28.3,3.6,6.2,0.579,3.6,6.2,0.579,0,0,,2.3,3.8,0.617,2.4,4.8,7.1,0.4,0.4,4.5,1.5,2.9,9.4,,5.91,4,213,106,0
Derrick McKey\mckeyde01,1986-87,Alabama,SEC,Forward,33,33,36.3,7.5,12.9,0.581,6.8,11.4,0.603,0.6,1.5,0.42,3,3.5,0.862,,,7.5,1.8,1.4,2.3,2.5,2.4,18.6,,8.99,3,206,92,0
Jon Brockman\brockjo01,2008-09,Washington,Pac-10,Forward,34,34,30.5,5.6,10.6,0.526,5.6,10.6,0.528,0,0,0,3.7,5.8,0.64,4.2,7.3,11.5,1.1,0.9,0.1,1.9,3,14.9,,8.19,4,201,115,0
Trey Johnson\johnstr01,2006-07,Jackson State,SWAC,Guard,35,35,37.8,8.9,21.5,0.414,6.6,14.7,0.45,2.3,6.8,0.333,7,9.5,0.743,1.3,3.2,4.5,2.6,0.9,0.1,3.6,1.8,27.1,,-9.94,3,196,98,1
Chris Taft\taftch01,2004-05,Pitt,Big East,Forward,29,29,26.5,5.5,9.4,0.58,5.5,9.4,0.58,0,0,,2.3,4,0.586,3,4.5,7.5,0.8,0.4,1.7,1.6,1.7,13.3,,5.73,2,208,117,0
Rodney White\whitero02,2000-01,Charlotte,CUSA,Forward,28,26,30.9,6.7,13.8,0.487,5.5,10.4,0.533,1.2,3.4,0.347,4.1,5.7,0.713,1.8,4.7,6.5,1.5,1.2,0.7,2.9,2.6,18.7,,7.91,1,206,107,0
Matt Carroll\carroma01,2002-03,Notre Dame,Big East,Guard,34,34,33.9,6.3,14.3,0.441,3.4,7.2,0.475,2.9,7.1,0.407,4,4.7,0.844,0.9,4.1,5,1.6,1.1,0.1,1.6,2.2,19.5,,9.43,4,198,96,0
Festus Ezeli\ezelife01,2011-12,Vanderbilt,SEC,Center,26,22,23.2,3.4,6.3,0.539,3.4,6.3,0.539,0,0,,3.2,5.3,0.604,2.4,3.5,5.9,0.3,0.4,2,2.2,3.2,10.1,,8.04,4,211,115,0
Terrance Roberson\roberte01,1999-00,Fresno State,WAC,Forward,33,,34.3,5.5,12.9,0.425,2.8,5.6,0.503,2.7,7.3,0.365,2.7,3.2,0.846,,,4.9,4.1,1.2,0.4,3.1,2.3,16.3,,3.58,4,201,97,0
Jordan Sibert\siberjo01,2014-15,Dayton,A-10,Guard,36,35,33.8,4.9,10.8,0.456,2.7,4.4,0.61,2.2,6.4,0.349,4,5.1,0.788,0.2,3.1,3.3,2,1.7,0.1,1.8,2,16.1,,4.06,4,193,84,1
Mangok Mathiang\mathima01,2016-17,Louisville,ACC,Forward,33,19,20.8,3.2,5.9,0.531,3.2,5.9,0.531,0,0,,1.5,2.3,0.671,2.6,3.4,6,0.7,0.5,1.1,1.2,2.5,7.8,,11.15,4,208,99,0
Scott Machado\machasc01,2011-12,Iona,MAAC,Guard,33,33,35.5,4.7,9.5,0.495,3.5,6.5,0.537,1.2,3,0.404,3,3.7,0.811,0.9,4,4.9,9.9,1.6,0.2,3.3,2.6,13.6,,-1.82,4,185,81,0
Jerry Stackhouse\stackje01,1994-95,UNC,ACC,Forward,34,33,34.4,6.3,12.2,0.517,5.2,9.6,0.546,1.1,2.6,0.411,5.4,7.6,0.712,,,8.2,2.7,1.5,1.7,3.3,2.2,19.2,,13.01,2,198,98,0
Sam Young\youngsa01,2008-09,Pitt,Big East,Forward,36,36,31.8,7.3,14.4,0.502,5.8,10.4,0.552,1.5,4,0.372,3.2,4.3,0.74,1.9,4.3,6.3,1.1,1,0.8,2.4,1.7,19.2,,8.61,4,198,99,0
Desmond Ferguson\fergude01,1999-00,Detroit,MW Coll,Guard,32,,33.4,5,11.6,0.431,2.4,5.2,0.467,2.6,6.4,0.402,1.4,1.9,0.726,,,5.1,1.8,1,0.3,,,14,,0.14,4,201,92,1
Tyler Dorsey\dorsety01,2016-17,Oregon,Pac-12,Guard,39,39,30,4.8,10.4,0.467,2.6,5.1,0.513,2.3,5.3,0.423,2.7,3.6,0.755,0.8,2.6,3.5,1.7,0.8,0.1,1.5,1.5,14.6,,8.38,2,193,81,0
Seth Curry\curryse01,2012-13,Duke,ACC,Guard,35,35,32.3,5.6,12.1,0.465,2.9,5.9,0.493,2.7,6.2,0.438,3.5,4.3,0.809,0.6,2,2.5,1.5,0.9,0.2,1.2,1.7,17.5,,9.54,4,188,83,1
Taurean Green\greenta01,2006-07,Florida,SEC,Guard,40,40,33.2,3.9,8.7,0.444,1.8,3.6,0.497,2.1,5.1,0.406,3.5,4.2,0.849,0.2,2.2,2.4,3.7,1.1,0,2.7,1.5,13.3,,7.33,3,183,80,0
Brandan Wright\wrighbr03,2006-07,UNC,ACC,Forward,37,37,27.4,6.2,9.5,0.646,6.2,9.5,0.646,0,0,,2.4,4.2,0.567,2.1,4.1,6.2,1,1,1.8,1.6,1.5,14.7,,9.3,1,206,92,0
Ruben Garces\garceru01,1996-97,Providence,Big East,Center,35,,25.8,4.3,7.9,0.538,4.3,7.9,0.538,0,0,,1,2.4,0.417,,,7.8,0.7,0.8,1.5,,,9.5,,8.32,2,206,111,0
Dominic McGuire\mcguido01,2006-07,Fresno State,WAC,Guard,32,32,32.9,4.8,10.2,0.471,4.2,8.1,0.516,0.6,2.1,0.299,3.3,5.7,0.586,2.2,7.6,9.8,3.3,0.9,3.6,3.7,2.8,13.5,,-0.14,3,206,99,1
