,playerName,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS, ,SOS,yearsInCollege,heightInCm,weightInKg,position,transferredSchools
41,Gerald Glass\glassge01,1989-90,Ole Miss,SEC,30,30,36.9,9.5,19.3,.490,7.9,15.3,.520,1.5,4.1,.377,3.6,4.9,.736,,,7.6,4.0,2.3,1.0,3.1,3.5,24.1,,7.92,2,196,100,Guard,0
42,Negele Knight\knighne01,1989-90,Dayton,MW Coll,32,,33.5,7.3,14.5,.503,5.1,10.0,.508,2.2,4.5,.493,6.0,7.5,.800,,,3.8,6.8,1.7,0.2,3.1,2.7,22.8,,3.69,4,185,79,Guard,0
43,Rich Manning\manniri01,1992-93,Washington,Pac-10,25,,31.0,7.5,13.0,.575,7.4,12.8,.579,0.0,0.2,.250,2.9,3.6,.800,,,8.4,1.0,0.6,1.2,2.4,2.3,17.9,,6.26,4,211,114,Center,1
44,Joe Wolf\wolfjo01,1986-87,UNC,ACC,34,34,29.6,6.2,10.9,.571,5.6,9.7,.571,0.7,1.2,.575,2.0,2.6,.793,,,7.1,2.9,1.3,0.3,1.7,2.5,15.2,,8.71,4,211,104,Forward,0
45,Kebu Stewart\stewake01,1994-95,UNLV,Big West,21,,35.1,5.5,11.3,.487,5.5,11.1,.491,0.0,0.2,.250,5.9,8.9,.667,,,10.0,1.2,0.9,0.5,3.6,2.9,17.0,,2.57,2,203,108,Center,0
46,Adrian Caldwell\caldwad01,1988-89,Lamar,ASC,26,23,32.3,5.8,10.2,.568,5.8,10.2,.568,0.0,0.0,,3.1,6.8,.449,,,10.0,2.0,1.0,1.4,3.4,2.9,14.7,,0.60,2,203,120,Center,1
47,Jeff Grayer\grayeje01,1987-88,Iowa State,Big 8,32,32,36.4,9.8,18.7,.523,9.1,16.8,.545,0.6,1.9,.328,5.2,7.3,.711,,,9.4,2.3,1.8,0.6,2.2,2.7,25.3,,7.52,4,196,90,Guard,0
48,Bobby Phills\phillbo01,1990-91,Southern,SWAC,28,,35.2,9.3,22.9,.406,4.9,10.3,.476,4.4,12.6,.348,5.4,7.5,.720,,,4.7,1.9,3.2,0.5,2.3,,28.4,,-12.60,4,196,95,Guard,0
49,J.R. Henderson\hendejr01,1997-98,UCLA,Pac-10,33,,,6.9,12.9,.536,6.8,12.5,.545,0.1,0.4,.286,5.0,7.9,.638,,,7.8,1.5,1.2,0.4,,,19.0,,11.01,4,203,102,Forward,0
50,Gerald Brown\brownge02,2007-08,Loyola (MD),MAAC,33,31,31.4,5.4,13.7,.393,3.4,7.9,.424,2.0,5.8,.351,5.8,7.3,.792,1.5,3.4,4.8,1.9,1.6,0.2,2.9,3.5,18.6,,-3.20,4,193,88,Guard,1
51,Ray Owes\owesra01,1994-95,Arizona,Pac-10,31,31,30.2,5.6,11.6,.482,5.1,10.6,.482,0.5,0.9,.483,3.5,5.3,.659,,,8.1,0.5,0.6,0.8,1.8,2.6,15.1,,10.39,4,206,101,Forward,0
52,Keith Closs\closske01,1995-96,Central Connecticut,Mid-Cont,28,,31.6,5.3,10.1,.519,5.1,9.5,.534,0.2,0.6,.294,2.9,4.4,.645,,,9.3,1.2,0.5,6.4,3.4,3.0,13.5,,-10.80,2,221,96,Center,0
53,Mark Randall\randama01,1990-91,Kansas,Big 8,35,34,29.3,5.9,9.1,.643,5.8,9.0,.648,0.0,0.1,.250,3.2,5.1,.635,,,6.2,2.3,0.9,0.2,2.5,2.9,15.0,,11.37,4,203,106,Forward,0
54,Charles O'Bannon\obannch01,1996-97,UCLA,Pac-10,32,,35.3,6.5,11.8,.551,5.7,9.4,.601,0.8,2.3,.347,3.9,4.9,.791,,,6.9,2.4,1.1,0.7,2.3,2.2,17.7,,10.29,4,196,94,Forward,0
55,Richard Dumas\dumasri02,1989-90,Oklahoma State,Big 8,12,7,23.0,5.2,9.4,.549,5.2,9.2,.564,0.0,0.3,.000,2.3,3.7,.636,,,5.4,2.3,1.5,0.4,2.8,1.7,12.7,,8.78,3,201,90,Forward,0
56,Antonio Lang\langan02,1993-94,Duke,ACC,34,34,30.1,4.5,7.6,.588,4.5,7.6,.593,0.0,0.1,.000,3.5,4.8,.724,,,5.4,1.0,0.4,1.1,2.2,2.4,12.5,,8.92,4,203,92,Forward,0
57,Corey Gaines\gaineco01,1987-88,Loyola Marymount,WCAC,31,31,27.5,6.1,11.7,.518,4.7,9.0,.521,1.4,2.7,.506,3.9,5.8,.678,,,2.2,8.7,2.0,0.3,4.1,2.5,17.4,,1.44,4,190,88,Guard,1
58,Adonis Jordan\jordaad01,1992-93,Kansas,Big 8,36,36,31.3,4.1,8.8,.462,2.3,4.6,.494,1.8,4.2,.428,2.1,2.6,.789,,,2.3,4.5,1.9,0.0,1.7,1.2,12.1,,10.88,4,180,77,Guard,0
59,Randy Woods\woodsra01,1991-92,La Salle,MAAC,31,31,38.2,8.8,21.1,.417,4.9,10.1,.484,3.9,11.0,.355,5.9,7.2,.813,,,6.3,5.2,2.4,0.1,3.6,2.7,27.3,,0.33,3,178,83,Guard,0
60,Chris Robinson\robinch01,1995-96,Western Kentucky,Sun Belt,26,,33.1,6.3,13.8,.455,5.1,9.9,.518,1.2,3.9,.297,3.1,4.6,.675,,,6.2,2.3,2.6,0.7,2.5,3.4,16.8,,0.85,4,196,90,Forward,0
61,Gaylon Nickerson\nickega01,1991-92,Kansas State,Big 8,30,29,27.9,3.7,9.6,.390,3.5,8.8,.399,0.2,0.8,.292,1.7,2.6,.649,,,4.3,2.9,1.3,0.2,2.2,2.1,9.4,,10.18,2,190,86,Guard,1
62,Donald Whiteside\whitedo01,1990-91,Northern Illinois,Mid-Cont,31,,35.1,3.6,8.2,.447,1.6,3.7,.447,2.0,4.5,.446,2.4,3.0,.804,,,1.5,3.5,1.0,0.1,,,11.7,,-3.09,4,178,72,Guard,0
63,Dontae' Jones\jonesdo01,1995-96,Mississippi State,SEC,33,,30.5,6.0,12.7,.474,5.3,10.2,.516,0.7,2.5,.296,1.9,2.6,.744,,,6.8,1.9,1.1,0.9,2.2,2.8,14.7,,8.72,1,203,99,Forward,0
64,Tim Legler\legleti01,1987-88,La Salle,MAAC,34,34,38.0,6.0,12.2,.490,2.9,5.9,.490,3.1,6.2,.491,1.7,2.1,.803,,,4.1,2.1,0.9,0.3,1.2,2.3,16.7,,-1.58,4,193,90,Guard,0
65,God Shammgod\shammgo01,1996-97,Providence,Big East,36,,33.9,3.5,8.0,.441,3.2,6.5,.494,0.3,1.5,.208,3.5,5.2,.665,,,2.3,6.6,2.4,0.1,3.1,3.4,10.8,,8.32,2,183,76,Guard,0
66,Steve Bardo\bardost01,1989-90,Illinois,Big Ten,29,29,32.6,3.4,7.8,.440,2.4,5.6,.441,1.0,2.2,.438,1.9,2.7,.705,,,6.1,4.7,1.3,0.5,2.7,3.0,9.7,,9.89,4,196,86,Guard,0
67,Keith Jennings\jennike01,1990-91,ETSU,Southern,33,,33.8,6.7,11.2,.596,4.2,6.9,.598,2.5,4.3,.592,4.1,4.6,.895,,,3.9,9.1,3.3,0.1,3.5,1.8,20.1,,-2.49,4,170,72,Guard,0
68,Junior Burrough\burroju01,1994-95,Virginia,ACC,34,33,31.7,6.9,13.9,.501,6.9,13.7,.503,0.0,0.1,.250,4.2,5.9,.710,,,8.7,1.6,0.9,0.8,2.2,2.4,18.1,,9.94,4,203,109,Forward,0
69,Randolph Childress\childra01,1994-95,Wake Forest,ACC,32,32,38.0,5.7,13.1,.438,2.8,5.4,.514,2.9,7.7,.384,5.8,6.9,.833,,,3.6,5.2,1.5,0.2,3.9,2.3,20.1,,10.83,4,188,85,Guard,0
70,Ken Norman\normake01,1986-87,Illinois,Big Ten,31,31,35.9,8.3,14.3,.578,8.2,14.2,.581,0.0,0.1,.250,4.1,5.7,.727,,,9.8,2.2,1.2,1.5,2.7,2.4,20.7,,8.66,3,203,97,Forward,0
71,Sean Higgins\higgise01,1989-90,Michigan,Big Ten,26,19,28.0,5.5,11.6,.470,3.8,7.7,.495,1.7,3.9,.422,1.4,1.8,.804,,,3.6,2.3,0.4,0.4,2.0,2.3,14.0,,10.27,3,206,92,Forward,0
72,Geert Hammink\hammige01,1992-93,LSU,SEC,32,,30.3,5.9,11.9,.497,5.9,11.9,.500,0.0,0.1,.000,3.4,4.6,.730,,,10.2,1.9,0.9,0.9,3.0,2.8,15.3,,5.28,4,213,118,Center,0
73,Matt Steigenga\steigma01,1991-92,Michigan State,Big Ten,27,27,25.0,3.8,7.8,.488,3.3,6.2,.530,0.5,1.6,.326,2.0,3.0,.679,,,4.5,2.0,0.8,0.9,2.0,2.8,10.2,,12.72,4,201,102,Forward,0
74,Stanley Roberts\roberst01,1989-90,LSU,SEC,32,,26.8,6.3,11.2,.560,6.3,11.1,.562,0.0,0.0,.000,1.6,3.5,.459,,,9.8,1.3,0.6,1.9,1.8,3.8,14.1,,7.61,1,213,129,Center,0
75,Tom Hovasse\hovasto01,1988-89,Penn State,A-10,29,,31.4,6.2,14.1,.439,3.6,8.2,.441,2.6,5.9,.435,2.9,3.7,.792,,,7.5,2.0,0.9,0.7,,,17.8,,-1.27,4,203,92,Forward,0
76,Henry Turner\turnehe02,1987-88,Cal State Fullerton,PCAA,27,26,33.4,6.5,13.0,.501,6.4,12.5,.510,0.1,0.5,.286,4.1,5.7,.721,,,7.3,1.4,1.4,0.4,2.4,2.7,17.3,,4.54,4,201,90,Guard,0
77,Doug Lee\leedo01,1986-87,Purdue,Big Ten,30,30,30.6,3.8,7.9,.479,2.6,4.7,.542,1.2,3.1,.383,1.7,2.3,.725,,,4.7,3.7,1.0,0.0,1.9,2.7,10.4,,8.08,4,196,90,Guard,1
78,Greg Sutton\suttogr01,1988-89,Oral Roberts,Ind,28,27,33.4,7.6,20.1,.379,4.7,11.2,.419,3.0,9.0,.331,3.7,5.6,.656,,,4.3,3.2,1.6,0.5,3.9,3.7,21.9,,6.55,1,188,77,Guard,0
79,David Wood\woodda01,1986-87,Nevada,Big Sky,30,30,31.7,4.2,9.0,.472,3.1,6.2,.508,1.1,2.8,.393,2.6,3.5,.726,,,9.4,1.2,0.8,0.8,1.8,3.7,12.1,,1.70,2,206,102,Forward,0
80,Derrick Phelps\phelpde01,1993-94,UNC,ACC,33,33,27.5,2.9,6.0,.490,2.2,4.0,.545,0.8,2.0,.379,2.6,3.5,.748,,,3.8,5.3,1.8,0.1,2.4,1.8,9.2,,9.36,4,193,82,Guard,0
81,LeRon Ellis\ellisle02,1990-91,Syracuse,Big East,32,32,29.0,4.4,8.8,.507,4.4,8.6,.514,0.0,0.1,.000,2.3,3.7,.605,,,7.7,1.3,1.9,2.5,1.4,3.4,11.1,,8.29,4,206,102,Forward,1
82,Blue Edwards\edwarbl01,1988-89,East Carolina,CAA,29,29,34.0,10.2,18.6,.551,9.4,16.8,.557,0.9,1.8,.490,5.3,7.0,.755,,,6.9,3.2,1.6,0.6,3.2,3.3,26.7,,-4.32,2,193,90,Guard,0
83,Anthony Tucker\tuckean01,1991-92,Wake Forest,ACC,28,26,30.8,5.1,11.0,.464,5.1,10.8,.475,0.0,0.3,.000,2.2,3.4,.646,,,4.3,2.7,0.5,0.3,2.2,1.9,12.4,,7.28,4,203,99,Forward,1
84,Anthony Cook\cookan01,1988-89,Arizona,Pac-10,33,33,32.3,7.2,11.4,.629,7.2,11.4,.630,0.0,0.0,.000,3.2,5.0,.627,,,7.2,0.4,1.0,2.5,1.4,1.7,17.5,,10.26,4,206,92,Forward,0
85,Dwayne Whitfield\whitfdw01,1994-95,Jackson State,SWAC,26,,31.5,7.5,12.2,.610,7.5,12.1,.616,0.0,0.1,.000,4.7,7.5,.621,,,10.5,0.6,0.5,1.0,3.6,3.1,19.6,,-5.81,3,206,108,Forward,0
86,Greg Anderson\andergr01,1986-87,Houston,SWC,30,30,35.2,7.2,13.6,.526,7.2,13.6,.526,0.0,0.0,,3.9,6.4,.604,,,10.6,0.6,1.4,1.9,3.0,2.5,18.2,,4.50,4,208,104,Forward,0
87,Elmore Spencer\spencel01,1991-92,UNLV,Big West,28,27,30.5,6.2,9.8,.637,6.2,9.7,.642,0.0,0.1,.000,2.3,4.3,.546,,,8.1,1.7,0.6,2.5,2.7,2.6,14.8,,3.71,3,213,122,Center,1
88,Steve Henson\hensost01,1989-90,Kansas State,Big 8,32,,36.2,5.7,12.7,.446,2.8,6.0,.456,2.9,6.7,.437,3.2,3.5,.902,,,2.7,4.4,1.9,0.0,2.3,2.5,17.4,,8.81,4,180,80,Guard,0
